#Energy      Mg-K-shell   Mg-L1-shell   Mg-L2-shell   Mg-L3-shell   Valence  Total
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31948303E+04          1.31948303E+04
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14092286E+04          1.14092286E+04
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03757542E+04          1.03757542E+04
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.73623015E+03          9.73623015E+03
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.30894504E+03          9.30894504E+03
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.04278833E+03          9.04278833E+03
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.95194005E+03          8.95194005E+03
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.88962417E+03          8.88962417E+03
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.88862877E+03          8.88862877E+03
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.88175299E+03          8.88175299E+03
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.97962658E+03          8.97962658E+03
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.10254301E+03          9.10254301E+03
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.19183791E+03          9.19183791E+03
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.37090190E+03          9.37090190E+03
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.50266290E+03          9.50266290E+03
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.70728598E+03          9.70728598E+03
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.87538025E+03          9.87538025E+03
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00919092E+04          1.00919092E+04
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02894468E+04          1.02894468E+04
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05144533E+04          1.05144533E+04
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07363538E+04          1.07363538E+04
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09678222E+04          1.09678222E+04
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12001395E+04          1.12001395E+04
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14492820E+04          1.14492820E+04
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17086141E+04          1.17086141E+04
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19400583E+04          1.19400583E+04
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22001876E+04          1.22001876E+04
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24771918E+04          1.24771918E+04
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27641719E+04          1.27641719E+04
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30074475E+04          1.30074475E+04
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32932879E+04          1.32932879E+04
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35907207E+04          1.35907207E+04
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39025190E+04          1.39025190E+04
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41623420E+04          1.41623420E+04
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44714936E+04          1.44714936E+04
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47944434E+04          1.47944434E+04
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51159662E+04          1.51159662E+04
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54634306E+04          1.54634306E+04
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57267152E+04          1.57267152E+04
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60673889E+04          1.60673889E+04
         53.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64227852E+04          1.64227852E+04
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64231488E+04          1.64231488E+04
         54.0010          1.00000000E+30          1.00000000E+30          6.39956459E+03          2.95875656E+03          1.64235125E+04          1.80138387E+03
         55.0000          1.00000000E+30          1.00000000E+30          5.24569704E+03          2.42946683E+03          1.67617649E+04          1.51079089E+03
         56.0000          1.00000000E+30          1.00000000E+30          4.30954086E+03          2.00175181E+03          1.71393891E+04          1.26590154E+03
         57.0000          1.00000000E+30          1.00000000E+30          3.55246808E+03          1.65351841E+03          1.74194656E+04          1.05968968E+03
         58.0000          1.00000000E+30          1.00000000E+30          2.97163809E+03          1.39622391E+03          1.77861477E+04          9.01749226E+02
         59.0000          1.00000000E+30          1.00000000E+30          2.53884656E+03          1.19998263E+03          1.81685991E+04          7.79869956E+02
         60.0000          1.00000000E+30          1.00000000E+30          2.21095131E+03          1.05318428E+03          1.85256237E+04          6.86919464E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.96600689E+03          9.40524733E+02          1.89267769E+04          6.15491929E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.77293670E+03          8.52206499E+02          1.93456878E+04          5.58924143E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.62062679E+03          7.82371735E+02          1.96371798E+04          5.13839284E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.50459119E+03          7.29384699E+02          2.00443183E+04          4.79492023E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.40846527E+03          6.85300928E+02          2.04686966E+04          4.50844287E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.33179813E+03          6.49964903E+02          2.08435904E+04          4.27828436E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.27419972E+03          6.23492060E+02          2.12834158E+04          4.10566179E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.22565076E+03          6.01117246E+02          2.17422031E+04          3.95968161E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.18008815E+03          5.80014647E+02          2.20439826E+04          3.82138456E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.15032352E+03          5.66301059E+02          2.24867958E+04          3.73184961E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.12607956E+03          5.55190193E+02          2.29151746E+04          3.65916961E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.10707316E+03          5.46567150E+02          2.33810664E+04          3.60275495E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.09205975E+03          5.39755219E+02          2.37652557E+04          3.55812282E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.07559753E+03          5.32234268E+02          2.42295124E+04          3.50894474E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.06817233E+03          5.28963948E+02          2.47122691E+04          3.48780561E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.05661626E+03          5.23728522E+02          2.50805033E+04          3.45342603E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.05551917E+03          5.23513916E+02          2.55523845E+04          3.45219796E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.04828630E+03          5.20339854E+02          2.60423627E+04          3.43152325E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.05044961E+03          5.21643490E+02          2.65045644E+04          3.44030297E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.04700029E+03          5.20267503E+02          2.70166159E+04          3.43145938E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.05113390E+03          5.22503732E+02          2.75488423E+04          3.44647576E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.05074388E+03          5.22585387E+02          2.79199287E+04          3.44698467E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.05035415E+03          5.22667068E+02          2.84407182E+04          3.44769982E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.05792812E+03          5.26605137E+02          2.89813055E+04          3.47378442E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.06004456E+03          5.27905272E+02          2.95428415E+04          3.48251868E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.06216949E+03          5.29211842E+02          2.98657191E+04          3.49094362E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.07335240E+03          5.34805157E+02          3.04025064E+04          3.52809306E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.07793297E+03          5.37282677E+02          3.09589427E+04          3.54456587E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.08255280E+03          5.39783258E+02          3.14182131E+04          3.56104231E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.08721240E+03          5.42307223E+02          3.19814611E+04          3.57778576E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.10154260E+03          5.49551328E+02          3.24424135E+04          3.62541106E+02
         91.9990          1.00000000E+30          1.00000000E+30          1.10854261E+03          5.53228727E+02          3.29980085E+04          3.64968726E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.10854966E+03          5.53232433E+02          3.29985741E+04          3.64971172E+02
         92.0010          1.00000000E+30          4.05467734E+03          1.10855672E+03          5.53236139E+02          3.29991398E+04          3.34834192E+02
         93.0000          1.00000000E+30          4.06244876E+03          1.11564645E+03          5.56963185E+02          3.35741359E+04          3.36957434E+02
         94.0000          1.00000000E+30          4.07025786E+03          1.12963959E+03          5.64011102E+02          3.41701320E+04          3.40924257E+02
         95.0000          1.00000000E+30          4.07809704E+03          1.13881758E+03          5.68757239E+02          3.45692615E+04          3.43587947E+02
         96.0000          1.00000000E+30          4.08596647E+03          1.14814592E+03          5.73583932E+02          3.51511839E+04          3.46310497E+02
         97.0000          1.00000000E+30          4.09386633E+03          1.15762834E+03          5.78493249E+02          3.57530334E+04          3.49076537E+02
         98.0000          1.00000000E+30          4.10179680E+03          1.17303336E+03          5.86243185E+02          3.61524342E+04          3.53391395E+02
         99.0000          1.00000000E+30          4.10975805E+03          1.18440777E+03          5.92077787E+02          3.67291117E+04          3.56656179E+02
        100.0000          1.00000000E+30          4.11775027E+03          1.19600492E+03          5.98029695E+02          3.73244849E+04          3.59981848E+02
        110.0000          1.00000000E+30          4.19941601E+03          1.35008869E+03          6.76026908E+02          4.30984014E+04          4.03021987E+02
        120.0000          1.00000000E+30          4.26673265E+03          1.55117178E+03          7.79298089E+02          4.92577327E+04          4.58179085E+02
        130.0000          1.00000000E+30          4.42298616E+03          1.80041460E+03          9.01346469E+02          5.57544092E+04          5.23860179E+02
        140.0000          1.00000000E+30          4.64693943E+03          2.08659565E+03          1.04410883E+03          6.25563481E+04          5.99453864E+02
        150.0000          1.00000000E+30          4.91819620E+03          2.39458895E+03          1.20782692E+03          6.96322476E+04          6.83419957E+02
        160.0000          1.00000000E+30          5.24100488E+03          2.74888194E+03          1.38631893E+03          7.72092397E+04          7.75871078E+02
        170.0000          1.00000000E+30          5.59479002E+03          3.12400383E+03          1.57000227E+03          8.50368715E+04          8.71428471E+02
        180.0000          1.00000000E+30          5.98964531E+03          3.55263467E+03          1.78506229E+03          9.35821259E+04          9.81040053E+02
        190.0000          1.00000000E+30          6.37974267E+03          4.01834033E+03          2.02237850E+03          1.01389740E+05          1.09897923E+03
        200.0000          1.00000000E+30          6.81373865E+03          4.51167029E+03          2.27140915E+03          1.10574912E+05          1.22292941E+03
        210.0000          1.00000000E+30          7.22961628E+03          5.07770475E+03          2.55673795E+03          1.19149450E+05          1.36095990E+03
        220.0000          1.00000000E+30          7.70372357E+03          5.66619197E+03          2.85354163E+03          1.28830443E+05          1.50489865E+03
        230.0000          1.00000000E+30          8.16712406E+03          6.32047580E+03          3.18186094E+03          1.37897136E+05          1.66060178E+03
        240.0000          1.00000000E+30          8.69336375E+03          6.99563406E+03          3.53420819E+03          1.48155492E+05          1.82590024E+03
        250.0000          1.00000000E+30          9.19406067E+03          7.76821122E+03          3.90719257E+03          1.58863704E+05          2.00108627E+03
        260.0000          1.00000000E+30          9.75607623E+03          8.56815118E+03          4.33105043E+03          1.69706611E+05          2.19300694E+03
        270.0000          1.00000000E+30          1.02993512E+04          9.40515542E+03          4.74165032E+03          1.80629519E+05          2.38179514E+03
        280.0000          1.00000000E+30          1.09121761E+04          1.03557626E+04          5.22172029E+03          1.91948227E+05          2.59792319E+03
        290.0000          1.00000000E+30          1.15116299E+04          1.13075476E+04          5.70279967E+03          2.04000666E+05          2.81246808E+03
        300.0000          1.00000000E+30          1.21153616E+04          1.23507659E+04          6.23023966E+03          2.16263149E+05          3.04286227E+03
        310.0000          1.00000000E+30          1.27784072E+04          1.34994381E+04          6.81044584E+03          2.29908069E+05          3.29470835E+03
        320.0000          1.00000000E+30          1.35243127E+04          1.46707188E+04          7.40220927E+03          2.43214099E+05          3.55479337E+03
        330.0000          1.00000000E+30          1.41836352E+04          1.59629621E+04          8.05519649E+03          2.56663720E+05          3.82865372E+03
        340.0000          1.00000000E+30          1.48418648E+04          1.72716015E+04          8.71544368E+03          2.71298081E+05          4.10340039E+03
        350.0000          1.00000000E+30          1.55996379E+04          1.87221527E+04          9.44195632E+03          2.86400016E+05          4.40686684E+03
        360.0000          1.00000000E+30          1.63389998E+04          2.01712018E+04          1.01736137E+04          3.01543033E+05          4.70834951E+03
        370.0000          1.00000000E+30          1.72029986E+04          2.17766562E+04          1.09724480E+04          3.19030594E+05          5.04230510E+03
        380.0000          1.00000000E+30          1.79395882E+04          2.33812188E+04          1.18086739E+04          3.34401655E+05          5.37097485E+03
        390.0000          1.00000000E+30          1.87890641E+04          2.51952081E+04          1.26890793E+04          3.51237344E+05          5.72844192E+03
        400.0000          1.00000000E+30          1.96468314E+04          2.69427678E+04          1.36260933E+04          3.68458881E+05          6.09320960E+03
        410.0000          1.00000000E+30          2.05003658E+04          2.90433014E+04          1.46150718E+04          3.86449078E+05          6.48419515E+03
        420.0000          1.00000000E+30          2.13598317E+04          3.10529172E+04          1.56275682E+04          4.04486947E+05          6.87371714E+03
        430.0000          1.00000000E+30          2.23567329E+04          3.29889321E+04          1.66703832E+04          4.22713835E+05          7.27829892E+03
        440.0000          1.00000000E+30          2.33099733E+04          3.52131597E+04          1.77960700E+04          4.42384395E+05          7.70705631E+03
        450.0000          1.00000000E+30          2.42620658E+04          3.75534946E+04          1.89801905E+04          4.62476274E+05          8.15035321E+03
        460.0000          1.00000000E+30          2.52063005E+04          4.00304822E+04          2.02357477E+04          4.82328052E+05          8.60997480E+03
        470.0000          1.00000000E+30          2.63217828E+04          4.25828318E+04          2.15269918E+04          5.05060081E+05          9.09849710E+03
        480.0000          1.00000000E+30          2.72588323E+04          4.52061830E+04          2.28523772E+04          5.24213710E+05          9.57185406E+03
        490.0000          1.00000000E+30          2.83236747E+04          4.79078770E+04          2.42232071E+04          5.47257349E+05          1.00715517E+04
        500.0000          1.00000000E+30          2.94114814E+04          5.10564928E+04          2.56769381E+04          5.68855471E+05          1.06055960E+04
        510.0000          1.00000000E+30          3.06147224E+04          5.40193453E+04          2.72017878E+04          5.90667334E+05          1.11568294E+04
        520.0000          1.00000000E+30          3.16944457E+04          5.69181033E+04          2.88027775E+04          6.14102265E+05          1.17003349E+04
        530.0000          1.00000000E+30          3.29872560E+04          6.04023069E+04          3.04430176E+04          6.39893882E+05          1.23029361E+04
        540.0000          1.00000000E+30          3.40546017E+04          6.37462677E+04          3.21304878E+04          6.62899586E+05          1.28727610E+04
        550.0000          1.00000000E+30          3.52590368E+04          6.71505534E+04          3.39452373E+04          6.86869863E+05          1.34828079E+04
        560.0000          1.00000000E+30          3.66305952E+04          7.07056430E+04          3.58329152E+04          7.11932964E+05          1.41333456E+04
        570.0000          1.00000000E+30          3.78486695E+04          7.47824240E+04          3.77257833E+04          7.39459778E+05          1.47814103E+04
        580.0000          1.00000000E+30          3.93046695E+04          7.86463693E+04          3.97047316E+04          7.64529432E+05          1.54675873E+04
        590.0000          1.00000000E+30          4.04863128E+04          8.26710190E+04          4.17835307E+04          7.89977701E+05          1.61304434E+04
        600.0000          1.00000000E+30          4.20119180E+04          8.69294649E+04          4.38974293E+04          8.19047078E+05          1.68612292E+04
        610.0000          1.00000000E+30          4.31770192E+04          9.12465893E+04          4.60701838E+04          8.46286093E+05          1.75415735E+04
        620.0000          1.00000000E+30          4.47371228E+04          9.56597896E+04          4.85304339E+04          8.77680216E+05          1.83312990E+04
        630.0000          1.00000000E+30          4.60898791E+04          1.00422724E+05          5.07914143E+04          9.05202661E+05          1.90666004E+04
        640.0000          1.00000000E+30          4.74997026E+04          1.05345105E+05          5.32823666E+04          9.38182544E+05          1.98494620E+04
        650.0000          1.00000000E+30          4.91149520E+04          1.10903184E+05          5.60365426E+04          9.64932996E+05          2.07214756E+04
        660.0000          1.00000000E+30          5.04941715E+04          1.15900317E+05          5.85958530E+04          9.99130785E+05          2.15057028E+04
        670.0000          1.00000000E+30          5.21625462E+04          1.21112008E+05          6.12628219E+04          1.02610781E+06          2.23586933E+04
        680.0000          1.00000000E+30          5.39449374E+04          1.26652496E+05          6.40776701E+04          1.06073557E+06          2.32656378E+04
        690.0000          1.00000000E+30          5.52585754E+04          1.32243244E+05          6.69242669E+04          1.09171666E+06          2.40866271E+04
        700.0000          1.00000000E+30          5.70531317E+04          1.37978467E+05          6.98441302E+04          1.12801742E+06          2.50130469E+04
        710.0000          1.00000000E+30          5.86331876E+04          1.44122143E+05          7.31304151E+04          1.16016686E+06          2.59538747E+04
        720.0000          1.00000000E+30          6.02889493E+04          1.50844611E+05          7.63349765E+04          1.19445126E+06          2.69153752E+04
        730.0000          1.00000000E+30          6.21341206E+04          1.57036525E+05          7.96130695E+04          1.23174325E+06          2.79058570E+04
        740.0000          1.00000000E+30          6.40958025E+04          1.64402782E+05          8.30200410E+04          1.26574083E+06          2.89690467E+04
        750.0000          1.00000000E+30          6.56637603E+04          1.70910924E+05          8.63995639E+04          1.30480296E+06          2.99216353E+04
        760.0000          1.00000000E+30          6.76793668E+04          1.77910239E+05          9.02965135E+04          1.33906755E+06          3.10387648E+04
        770.0000          1.00000000E+30          6.92618710E+04          1.84961292E+05          9.38491058E+04          1.37926641E+06          3.20257021E+04
        780.0000          1.00000000E+30          7.12899798E+04          1.93062834E+05          9.76283920E+04          1.41745338E+06          3.31616773E+04
        790.0000          1.00000000E+30          7.34404446E+04          2.00288596E+05          1.01437674E+05          1.45626197E+06          3.43003392E+04
        800.0000          1.00000000E+30          7.51872435E+04          2.08263197E+05          1.05778833E+05          1.49887029E+06          3.54325949E+04
        810.0000          1.00000000E+30          7.74095165E+04          2.16486281E+05          1.09683605E+05          1.54404708E+06          3.66269238E+04
        820.0000          1.00000000E+30          7.92090729E+04          2.25568436E+05          1.13936206E+05          1.58036397E+06          3.77819463E+04
        830.0000          1.00000000E+30          8.11941582E+04          2.33805810E+05          1.18314209E+05          1.62685070E+06          3.89712139E+04
        840.0000          1.00000000E+30          8.34174503E+04          2.42474171E+05          1.23128201E+05          1.66477366E+06          4.02668102E+04
        850.0000          1.00000000E+30          8.53740821E+04          2.52257189E+05          1.27731614E+05          1.70651134E+06          4.15070874E+04
        860.0000          1.00000000E+30          8.76664063E+04          2.60933257E+05          1.33026310E+05          1.75308909E+06          4.28687654E+04
        870.0000          1.00000000E+30          9.00852265E+04          2.71333801E+05          1.37530058E+05          1.79428484E+06          4.42193004E+04
        880.0000          1.00000000E+30          9.19744800E+04          2.82597875E+05          1.42307426E+05          1.84234040E+06          4.54938227E+04
        890.0000          1.00000000E+30          9.44219053E+04          2.91098031E+05          1.47397482E+05          1.89304090E+06          4.68633017E+04
        900.0000          1.00000000E+30          9.65272372E+04          3.01277917E+05          1.53025657E+05          1.93292373E+06          4.82365499E+04
        910.0000          1.00000000E+30          9.90544653E+04          3.11877254E+05          1.58170042E+05          1.97930909E+06          4.96786234E+04
        920.0000          1.00000000E+30          1.01717585E+05          3.23630646E+05          1.64229602E+05          2.03040361E+06          5.12751272E+04
        930.0000          1.00000000E+30          1.03778382E+05          3.34068254E+05          1.69446438E+05          2.08420599E+06          5.26019906E+04
        940.0000          1.00000000E+30          1.06113189E+05          3.46520036E+05          1.75217076E+05          2.12632925E+06          5.40913752E+04
        950.0000          1.00000000E+30          1.08727336E+05          3.57571238E+05          1.81686512E+05          2.18061835E+06          5.56900283E+04
        960.0000          1.00000000E+30          1.11473538E+05          3.69483171E+05          1.87665008E+05          2.23775229E+06          5.72975835E+04
        970.0000          1.00000000E+30          1.13701594E+05          3.82501075E+05          1.94639604E+05          2.28087409E+06          5.88739112E+04
        980.0000          1.00000000E+30          1.16498237E+05          3.94485608E+05          2.00394716E+05          2.33070098E+06          6.04668966E+04
        990.0000          1.00000000E+30          1.18766035E+05          4.08304378E+05          2.07733876E+05          2.38613962E+06          6.21040584E+04
       1000.0000          1.00000000E+30          1.21566435E+05          4.20597014E+05          2.13807184E+05          2.44427988E+06          6.37358487E+04
       1100.0000          1.00000000E+30          1.50676337E+05          5.74170393E+05          2.91243820E+05          3.02512605E+06          8.23553673E+04
       1200.0000          1.00000000E+30          1.83339667E+05          7.60202810E+05          3.85651547E+05          3.68118925E+06          1.03794076E+05
       1300.0000          1.00000000E+30          2.21022800E+05          9.88088577E+05          5.02140378E+05          4.43728775E+06          1.28977122E+05
       1307.9990          1.00000000E+30          2.23234535E+05          1.00971190E+06          5.13105761E+05          4.50731287E+06          1.30877157E+05
       1308.0010          1.15093766E+04          2.23235362E+05          1.00971742E+06          5.13108563E+05          4.50733066E+06          1.05790553E+04
       1400.0000          1.33374804E+04          2.61868050E+05          1.26571876E+06          6.42673082E+05          5.28349495E+06          1.22954753E+04
       1500.0000          1.59500329E+04          3.07975404E+05          1.59572363E+06          8.11016870E+05          6.22129367E+06          1.47138362E+04
       1600.0000          1.86924821E+04          3.60882409E+05          1.97630336E+06          1.00565489E+06          7.25719623E+06          1.72691901E+04
       1700.0000          2.17651153E+04          4.16827718E+05          2.43222268E+06          1.23449767E+06          8.39243100E+06          2.01270006E+04
       1800.0000          2.51654635E+04          4.78952539E+05          2.94749230E+06          1.50349519E+06          9.65274650E+06          2.32921744E+04
       1900.0000          2.87713889E+04          5.47689182E+05          3.55166339E+06          1.80547796E+06          1.10228892E+07          2.66604440E+04
       2000.0000          3.28228503E+04          6.20388821E+05          4.23821284E+06          2.15894000E+06          1.25395706E+07          3.04345825E+04
       2100.0000          3.70879886E+04          7.02718754E+05          5.01253443E+06          2.55441047E+06          1.41587016E+07          3.44263003E+04
       2200.0000          4.20184020E+04          7.89641794E+05          5.89013346E+06          3.01164870E+06          1.59819047E+07          3.90169543E+04
       2300.0000          4.70642922E+04          8.84131931E+05          6.90208944E+06          3.51375721E+06          1.77840105E+07          4.37363178E+04
       2400.0000          5.26092659E+04          9.85368352E+05          7.98024974E+06          4.07051823E+06          1.97889253E+07          4.89131044E+04
       2500.0000          5.89539478E+04          1.09364349E+06          9.23129219E+06          4.71112317E+06          2.19937983E+07          5.48160704E+04
       2600.0000          6.50858939E+04          1.20877831E+06          1.05823640E+07          5.41702270E+06          2.44034888E+07          6.05632196E+04
       2700.0000          7.21633212E+04          1.32946815E+06          1.21168098E+07          6.17305118E+06          2.68634521E+07          6.71529186E+04
       2800.0000          7.94514421E+04          1.46212920E+06          1.37923702E+07          7.03503769E+06          2.94380570E+07          7.39707496E+04
       2900.0000          8.73671173E+04          1.60508653E+06          1.56295193E+07          7.98424912E+06          3.22649265E+07          8.13722963E+04
       3000.0000          9.61744924E+04          1.75127213E+06          1.75934336E+07          9.01013012E+06          3.53873984E+07          8.95666890E+04
       3100.0000          1.04815108E+05          1.91223468E+06          1.97678211E+07          1.01274077E+07          3.84472734E+07          9.76667741E+04
       3200.0000          1.14171740E+05          2.07399423E+06          2.21555004E+07          1.13238512E+07          4.17477402E+07          1.06402285E+05
       3300.0000          1.24303571E+05          2.25007292E+06          2.48559292E+07          1.26930216E+07          4.53077638E+07          1.15870320E+05
       3400.0000          1.34952372E+05          2.43713098E+06          2.76221507E+07          1.41319186E+07          4.90214454E+07          1.25822500E+05
       3500.0000          1.46658499E+05          2.63629719E+06          3.06628599E+07          1.56638834E+07          5.30694345E+07          1.36739448E+05
       3600.0000          1.58118961E+05          2.83630555E+06          3.39259383E+07          1.74324627E+07          5.72787466E+07          1.47466041E+05
