#Energy      Ru  Total
         55.0000          4.85212533E+01          4.85212533E+01
         56.0000          4.77665089E+01          4.77665089E+01
         57.0000          4.70384764E+01          4.70384764E+01
         58.0000          4.63357793E+01          4.63357793E+01
         59.0000          4.56571345E+01          4.56571345E+01
         60.0000          4.50013439E+01          4.50013439E+01
         61.0000          4.43672877E+01          4.43672877E+01
         62.0000          4.37539183E+01          4.37539183E+01
         63.0000          4.31602543E+01          4.31602543E+01
         64.0000          4.25853754E+01          4.25853754E+01
         65.0000          4.20284177E+01          4.20284177E+01
         66.0000          4.14885697E+01          4.14885697E+01
         67.0000          4.09650680E+01          4.09650680E+01
         68.0000          4.04571939E+01          4.04571939E+01
         69.0000          3.99642704E+01          3.99642704E+01
         70.0000          3.94856591E+01          3.94856591E+01
         71.0000          3.90207572E+01          3.90207572E+01
         72.0000          3.85689956E+01          3.85689956E+01
         73.0000          3.81298359E+01          3.81298359E+01
         74.0000          3.77027690E+01          3.77027690E+01
         75.0000          3.72873128E+01          3.72873128E+01
         76.0000          3.68830104E+01          3.68830104E+01
         77.0000          3.64894287E+01          3.64894287E+01
         78.0000          3.61061566E+01          3.61061566E+01
         79.0000          3.57328039E+01          3.57328039E+01
         80.0000          3.53689996E+01          3.53689996E+01
         80.9990          3.50147414E+01          3.50147414E+01
         81.0000          3.50143912E+01          3.50143912E+01
         81.0010          3.50140411E+01          3.50140411E+01
         82.0000          3.46686433E+01          3.46686433E+01
         83.0000          3.43314366E+01          3.43314366E+01
         84.0000          3.40024667E+01          3.40024667E+01
         85.0000          3.36814439E+01          3.36814439E+01
         86.0000          3.33680917E+01          3.33680917E+01
         87.0000          3.30621463E+01          3.30621463E+01
         88.0000          3.27633558E+01          3.27633558E+01
         89.0000          3.24714796E+01          3.24714796E+01
         90.0000          3.21862880E+01          3.21862880E+01
         91.0000          3.19075610E+01          3.19075610E+01
         92.0000          3.16350883E+01          3.16350883E+01
         93.0000          3.13686686E+01          3.13686686E+01
         94.0000          3.11081093E+01          3.11081093E+01
         95.0000          3.08532256E+01          3.08532256E+01
         96.0000          3.06038406E+01          3.06038406E+01
         97.0000          3.03597845E+01          3.03597845E+01
         98.0000          3.01208946E+01          3.01208946E+01
         99.0000          2.98870146E+01          2.98870146E+01
        100.0000          2.96579944E+01          2.96579944E+01
        110.0000          2.76059712E+01          2.76059712E+01
        120.0000          2.59113011E+01          2.59113011E+01
        130.0000          2.44915662E+01          2.44915662E+01
        140.0000          2.32878411E+01          2.32878411E+01
        150.0000          2.22568800E+01          2.22568800E+01
        160.0000          2.13662268E+01          2.13662268E+01
        170.0000          2.05910489E+01          2.05910489E+01
        180.0000          1.99120241E+01          1.99120241E+01
        190.0000          1.93138928E+01          1.93138928E+01
        200.0000          1.87844450E+01          1.87844450E+01
        210.0000          1.83137948E+01          1.83137948E+01
        220.0000          1.78938538E+01          1.78938538E+01
        230.0000          1.75179404E+01          1.75179404E+01
        240.0000          1.71804872E+01          1.71804872E+01
        250.0000          1.68768187E+01          1.68768187E+01
        260.0000          1.66029798E+01          1.66029798E+01
        270.0000          1.63556024E+01          1.63556024E+01
        280.0000          1.61318008E+01          1.61318008E+01
        285.9990          1.60078074E+01          1.60078074E+01
        286.0010          1.60077673E+01          1.60077673E+01
        289.9990          1.59291078E+01          1.59291078E+01
        290.0000          1.59290885E+01          1.59290885E+01
        290.0010          1.59290692E+01          1.59290692E+01
        300.0000          1.57453117E+01          1.57453117E+01
        310.0000          1.55785957E+01          1.55785957E+01
        320.0000          1.54273012E+01          1.54273012E+01
        330.0000          1.52899885E+01          1.52899885E+01
        340.0000          1.51653885E+01          1.51653885E+01
        350.0000          1.50523779E+01          1.50523779E+01
        360.0000          1.49499592E+01          1.49499592E+01
        370.0000          1.48572434E+01          1.48572434E+01
        380.0000          1.47734361E+01          1.47734361E+01
        390.0000          1.46978250E+01          1.46978250E+01
        400.0000          1.46297697E+01          1.46297697E+01
        410.0000          1.45686930E+01          1.45686930E+01
        420.0000          1.45140733E+01          1.45140733E+01
        430.0000          1.44654379E+01          1.44654379E+01
        440.0000          1.44223579E+01          1.44223579E+01
        450.0000          1.43844429E+01          1.43844429E+01
        460.0000          1.43513369E+01          1.43513369E+01
        465.9990          1.43336481E+01          1.43336481E+01
        466.0010          1.43336424E+01          1.43336424E+01
        470.0000          1.43227148E+01          1.43227148E+01
        480.0000          1.42982789E+01          1.42982789E+01
        487.9990          1.42815621E+01          1.42815621E+01
        488.0010          1.42815582E+01          1.42815582E+01
        490.0000          1.42777563E+01          1.42777563E+01
        500.0000          1.42608962E+01          1.42608962E+01
        510.0000          1.42474679E+01          1.42474679E+01
        520.0000          1.42372588E+01          1.42372588E+01
        530.0000          1.42300728E+01          1.42300728E+01
        540.0000          1.42257283E+01          1.42257283E+01
        550.0000          1.42240574E+01          1.42240574E+01
        560.0000          1.42249047E+01          1.42249047E+01
        570.0000          1.42281255E+01          1.42281255E+01
        580.0000          1.42335858E+01          1.42335858E+01
        590.0000          1.42411605E+01          1.42411605E+01
        591.9990          1.42429178E+01          1.42429178E+01
        592.0010          1.42429196E+01          1.42429196E+01
        600.0000          1.42507333E+01          1.42507333E+01
        610.0000          1.42621957E+01          1.42621957E+01
        620.0000          1.42754465E+01          1.42754465E+01
        630.0000          1.42903910E+01          1.42903910E+01
        640.0000          1.43069405E+01          1.43069405E+01
        650.0000          1.43250122E+01          1.43250122E+01
        660.0000          1.43445284E+01          1.43445284E+01
        670.0000          1.43654160E+01          1.43654160E+01
        680.0000          1.43876065E+01          1.43876065E+01
        690.0000          1.44110357E+01          1.44110357E+01
        700.0000          1.44356430E+01          1.44356430E+01
        710.0000          1.44613712E+01          1.44613712E+01
        720.0000          1.44881668E+01          1.44881668E+01
        730.0000          1.45159790E+01          1.45159790E+01
        740.0000          1.45447601E+01          1.45447601E+01
        750.0000          1.45744649E+01          1.45744649E+01
        760.0000          1.46050508E+01          1.46050508E+01
        770.0000          1.46364775E+01          1.46364775E+01
        780.0000          1.46687068E+01          1.46687068E+01
        790.0000          1.47017025E+01          1.47017025E+01
        800.0000          1.47354305E+01          1.47354305E+01
        810.0000          1.47698583E+01          1.47698583E+01
        820.0000          1.48049550E+01          1.48049550E+01
        830.0000          1.48406915E+01          1.48406915E+01
        840.0000          1.48770401E+01          1.48770401E+01
        850.0000          1.49139743E+01          1.49139743E+01
        860.0000          1.49514690E+01          1.49514690E+01
        870.0000          1.49895006E+01          1.49895006E+01
        880.0000          1.50280461E+01          1.50280461E+01
        890.0000          1.50670841E+01          1.50670841E+01
        900.0000          1.51065939E+01          1.51065939E+01
        910.0000          1.51465560E+01          1.51465560E+01
        920.0000          1.51869515E+01          1.51869515E+01
        930.0000          1.52277628E+01          1.52277628E+01
        940.0000          1.52689727E+01          1.52689727E+01
        950.0000          1.53105649E+01          1.53105649E+01
        960.0000          1.53525240E+01          1.53525240E+01
        970.0000          1.53948351E+01          1.53948351E+01
        980.0000          1.54374840E+01          1.54374840E+01
        990.0000          1.54804571E+01          1.54804571E+01
       1000.0000          1.55237415E+01          1.55237415E+01
       1100.0000          1.59712125E+01          1.59712125E+01
       1200.0000          1.64389263E+01          1.64389263E+01
       1300.0000          1.69201717E+01          1.69201717E+01
       1400.0000          1.74103583E+01          1.74103583E+01
       1500.0000          1.79062773E+01          1.79062773E+01
       1600.0000          1.84056469E+01          1.84056469E+01
       1700.0000          1.89068213E+01          1.89068213E+01
       1800.0000          1.94086017E+01          1.94086017E+01
       1900.0000          1.99101076E+01          1.99101076E+01
       2000.0000          2.04106899E+01          2.04106899E+01
       2100.0000          2.09098690E+01          2.09098690E+01
       2200.0000          2.14072915E+01          2.14072915E+01
       2300.0000          2.19026986E+01          2.19026986E+01
       2400.0000          2.23959030E+01          2.23959030E+01
       2500.0000          2.28867719E+01          2.28867719E+01
       2600.0000          2.33752142E+01          2.33752142E+01
       2700.0000          2.38611708E+01          2.38611708E+01
       2800.0000          2.43446073E+01          2.43446073E+01
       2843.9990          2.45565117E+01          2.45565117E+01
       2844.0010          2.45565213E+01          2.45565213E+01
       2900.0000          2.48255085E+01          2.48255085E+01
       2972.9990          2.51749599E+01          2.51749599E+01
       2973.0010          2.51749694E+01          2.51749694E+01
       3000.0000          2.53038739E+01          2.53038739E+01
       3100.0000          2.57797143E+01          2.57797143E+01
       3200.0000          2.62530494E+01          2.62530494E+01
       3229.9990          2.63945604E+01          2.63945604E+01
       3230.0010          2.63945698E+01          2.63945698E+01
       3300.0000          2.67239053E+01          2.67239053E+01
       3400.0000          2.71923134E+01          2.71923134E+01
       3500.0000          2.76583086E+01          2.76583086E+01
       3600.0000          2.81219287E+01          2.81219287E+01
       3700.0000          2.85832133E+01          2.85832133E+01
       3800.0000          2.90422034E+01          2.90422034E+01
       3900.0000          2.94989407E+01          2.94989407E+01
       4000.0000          2.99534672E+01          2.99534672E+01
       4100.0000          3.04058251E+01          3.04058251E+01
       4200.0000          3.08560564E+01          3.08560564E+01
       4300.0000          3.13042026E+01          3.13042026E+01
       4400.0000          3.17503047E+01          3.17503047E+01
       4500.0000          3.21944031E+01          3.21944031E+01
       4600.0000          3.26365374E+01          3.26365374E+01
       4700.0000          3.30767464E+01          3.30767464E+01
       4800.0000          3.35150680E+01          3.35150680E+01
       4900.0000          3.39515394E+01          3.39515394E+01
       5000.0000          3.43861966E+01          3.43861966E+01
       5100.0000          3.48190749E+01          3.48190749E+01
       5200.0000          3.52502086E+01          3.52502086E+01
       5300.0000          3.56796312E+01          3.56796312E+01
       5400.0000          3.61073750E+01          3.61073750E+01
       5500.0000          3.65334718E+01          3.65334718E+01
       5600.0000          3.69579522E+01          3.69579522E+01
       5700.0000          3.73808461E+01          3.73808461E+01
       5800.0000          3.78021825E+01          3.78021825E+01
       5900.0000          3.82219897E+01          3.82219897E+01
       6000.0000          3.86402949E+01          3.86402949E+01
       6100.0000          3.90571249E+01          3.90571249E+01
       6200.0000          3.94725055E+01          3.94725055E+01
       6300.0000          3.98864618E+01          3.98864618E+01
       6400.0000          4.02990183E+01          4.02990183E+01
       6500.0000          4.07101986E+01          4.07101986E+01
       6600.0000          4.11200260E+01          4.11200260E+01
       6700.0000          4.15285227E+01          4.15285227E+01
       6800.0000          4.19357107E+01          4.19357107E+01
       6900.0000          4.23416110E+01          4.23416110E+01
       7000.0000          4.27462444E+01          4.27462444E+01
       7100.0000          4.31496308E+01          4.31496308E+01
       7200.0000          4.35517899E+01          4.35517899E+01
       7300.0000          4.39527405E+01          4.39527405E+01
       7400.0000          4.43525011E+01          4.43525011E+01
       7500.0000          4.47510898E+01          4.47510898E+01
       7600.0000          4.51485241E+01          4.51485241E+01
       7700.0000          4.55448209E+01          4.55448209E+01
       7800.0000          4.59399969E+01          4.59399969E+01
       7900.0000          4.63340683E+01          4.63340683E+01
       8000.0000          4.67270508E+01          4.67270508E+01
       8100.0000          4.71189598E+01          4.71189598E+01
       8200.0000          4.75098103E+01          4.75098103E+01
       8300.0000          4.78996168E+01          4.78996168E+01
       8400.0000          4.82883937E+01          4.82883937E+01
       8500.0000          4.86761547E+01          4.86761547E+01
       8600.0000          4.90629134E+01          4.90629134E+01
       8700.0000          4.94486831E+01          4.94486831E+01
       8800.0000          4.98334766E+01          4.98334766E+01
       8900.0000          5.02173066E+01          5.02173066E+01
       9000.0000          5.06001853E+01          5.06001853E+01
       9100.0000          5.09821247E+01          5.09821247E+01
       9200.0000          5.13631365E+01          5.13631365E+01
       9300.0000          5.17432323E+01          5.17432323E+01
       9400.0000          5.21224231E+01          5.21224231E+01
       9500.0000          5.25007200E+01          5.25007200E+01
       9600.0000          5.28781336E+01          5.28781336E+01
       9700.0000          5.32546743E+01          5.32546743E+01
       9800.0000          5.36303525E+01          5.36303525E+01
       9900.0000          5.40051780E+01          5.40051780E+01
      10000.0000          5.43791606E+01          5.43791606E+01
      11000.0000          5.80746368E+01          5.80746368E+01
      12000.0000          6.16951807E+01          6.16951807E+01
      13000.0000          6.52477931E+01          6.52477931E+01
      14000.0000          6.87382796E+01          6.87382796E+01
      15000.0000          7.21715188E+01          7.21715188E+01
      16000.0000          7.55516578E+01          7.55516578E+01
      17000.0000          7.88822586E+01          7.88822586E+01
      18000.0000          8.21664094E+01          8.21664094E+01
      19000.0000          8.54068095E+01          8.54068095E+01
      20000.0000          8.86058366E+01          8.86058366E+01
      21000.0000          9.17655991E+01          9.17655991E+01
      22000.0000          9.48879784E+01          9.48879784E+01
      22122.9990          9.52695305E+01          9.52695305E+01
      22123.0010          9.52695367E+01          9.52695367E+01
      23000.0000          9.79746630E+01          9.79746630E+01
      24000.0000          1.01027176E+02          1.01027176E+02
      25000.0000          1.04046898E+02          1.04046898E+02
      26000.0000          1.07035087E+02          1.07035087E+02
      27000.0000          1.09992891E+02          1.09992891E+02
      28000.0000          1.12921367E+02          1.12921367E+02
      29000.0000          1.15821484E+02          1.15821484E+02
      30000.0000          1.18694142E+02          1.18694142E+02
      31000.0000          1.21540173E+02          1.21540173E+02
      32000.0000          1.24360351E+02          1.24360351E+02
      33000.0000          1.27155398E+02          1.27155398E+02
      34000.0000          1.29925988E+02          1.29925988E+02
      35000.0000          1.32672753E+02          1.32672753E+02
      36000.0000          1.35396287E+02          1.35396287E+02
      37000.0000          1.38097149E+02          1.38097149E+02
      38000.0000          1.40775866E+02          1.40775866E+02
      39000.0000          1.43432936E+02          1.43432936E+02
      40000.0000          1.46068831E+02          1.46068831E+02
      41000.0000          1.48683997E+02          1.48683997E+02
      42000.0000          1.51278859E+02          1.51278859E+02
      43000.0000          1.53853823E+02          1.53853823E+02
      44000.0000          1.56409272E+02          1.56409272E+02
      45000.0000          1.58945576E+02          1.58945576E+02
      46000.0000          1.61463085E+02          1.61463085E+02
      47000.0000          1.63962135E+02          1.63962135E+02
      48000.0000          1.66443049E+02          1.66443049E+02
      49000.0000          1.68906135E+02          1.68906135E+02
      50000.0000          1.71351691E+02          1.71351691E+02
