#Energy      C-K-shell   Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   Valence  Total
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18191752E+01          1.18191752E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08610822E+01          1.08610822E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00484852E+01          1.00484852E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.34813715E+00          9.34813715E+00
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.73856839E+00          8.73856839E+00
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.20566149E+00          8.20566149E+00
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.73991654E+00          7.73991654E+00
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.33462484E+00          7.33462484E+00
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.98457732E+00          6.98457732E+00
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.68518369E+00          6.68518369E+00
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.43196539E+00          6.43196539E+00
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.22036058E+00          6.22036058E+00
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04575439E+00          6.04575439E+00
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.90362041E+00          5.90362041E+00
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.78967927E+00          5.78967927E+00
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.70001813E+00          5.70001813E+00
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.63115541E+00          5.63115541E+00
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58005665E+00          5.58005665E+00
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54411536E+00          5.54411536E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52111448E+00          5.52111448E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50917948E+00          5.50917948E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50673025E+00          5.50673025E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51243623E+00          5.51243623E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52517626E+00          5.52517626E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54400418E+00          5.54400418E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56811937E+00          5.56811937E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59684246E+00          5.59684246E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62959504E+00          5.62959504E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66588290E+00          5.66588290E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.70528222E+00          5.70528222E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74742830E+00          5.74742830E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79200608E+00          5.79200608E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83874248E+00          5.83874248E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88739993E+00          5.88739993E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.93777110E+00          5.93777110E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.98967440E+00          5.98967440E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04295034E+00          6.04295034E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.09745837E+00          6.09745837E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15307430E+00          6.15307430E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.20968807E+00          6.20968807E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.26720188E+00          6.26720188E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.32552861E+00          6.32552861E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.38459047E+00          6.38459047E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.44431780E+00          6.44431780E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.50464814E+00          6.50464814E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.56552532E+00          6.56552532E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.62689873E+00          6.62689873E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.68872269E+00          6.68872269E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.75095589E+00          6.75095589E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.81356093E+00          6.81356093E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.87650384E+00          6.87650384E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.93975372E+00          6.93975372E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.00328251E+00          7.00328251E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.06706456E+00          7.06706456E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.13107647E+00          7.13107647E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.19529687E+00          7.19529687E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.25970615E+00          7.25970615E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.32428638E+00          7.32428638E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.38902108E+00          7.38902108E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.45389512E+00          7.45389512E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.51889458E+00          7.51889458E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58400664E+00          7.58400664E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.64921951E+00          7.64921951E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.71452229E+00          7.71452229E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.77990492E+00          7.77990492E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.84535811E+00          7.84535811E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.91087328E+00          7.91087328E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.97644247E+00          7.97644247E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.04205834E+00          8.04205834E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.10771404E+00          8.10771404E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.17340327E+00          8.17340327E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.23912015E+00          8.23912015E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.30485924E+00          8.30485924E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.37061548E+00          8.37061548E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.43638417E+00          8.43638417E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.50216094E+00          8.50216094E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.56794173E+00          8.56794173E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.62824712E+00          8.62824712E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.69514445E+00          8.69514445E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.76193231E+00          8.76193231E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.82861233E+00          8.82861233E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.89518604E+00          8.89518604E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.96165499E+00          8.96165499E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.02802070E+00          9.02802070E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.08851133E+00          9.08851133E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.15472080E+00          9.15472080E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.22083119E+00          9.22083119E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.28684390E+00          9.28684390E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.35276033E+00          9.35276033E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.41858185E+00          9.41858185E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.48430979E+00          9.48430979E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.54994550E+00          9.54994550E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.61549025E+00          9.61549025E+00
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.87671444E+00          9.87671444E+00
        104.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01130637E+11          5.05653185E+10          9.87685515E+00          9.87685515E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.38209328E+05          2.69104664E+05          1.02662036E+01          1.02656162E+01
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20006009E+05          6.00030044E+04          1.09183333E+01          1.09153540E+01
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72413739E+04          2.86206870E+04          1.15623186E+01          1.15553164E+01
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.51350508E+04          1.75675254E+04          1.21990406E+01          1.21863471E+01
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45302222E+04          1.22651111E+04          1.28332054E+01          1.28130955E+01
        153.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17583350E+04          1.08791675E+04          1.30881518E+01          1.30645759E+01
        154.0010          1.00000000E+30          1.00000000E+30          3.07383128E+11          2.17570989E+04          1.08785495E+04          1.30882830E+01          1.30647053E+01
        160.0000          1.00000000E+30          1.00000000E+30          1.99414524E+06          1.85275026E+04          9.26375128E+03          1.34648884E+01          1.34355049E+01
        170.0000          1.00000000E+30          1.00000000E+30          4.44354435E+05          1.47582825E+04          7.37914127E+03          1.40905064E+01          1.40498186E+01
        180.0000          1.00000000E+30          1.00000000E+30          2.10262586E+05          1.22175701E+04          6.10878507E+03          1.47105549E+01          1.46565878E+01
        190.0000          1.00000000E+30          1.00000000E+30          1.27584557E+05          1.04150185E+04          5.20750927E+03          1.53289235E+01          1.52597119E+01
        200.0000          1.00000000E+30          1.00000000E+30          8.79046360E+04          9.08621518E+03          4.54310759E+03          1.59389496E+01          1.58526495E+01
        210.0000          1.00000000E+30          1.00000000E+30          6.54610646E+04          8.07737385E+03          4.03868692E+03          1.65477904E+01          1.64425781E+01
        220.0000          1.00000000E+30          1.00000000E+30          5.13828756E+04          7.29355344E+03          3.64677672E+03          1.71554646E+01          1.70296108E+01
        230.0000          1.00000000E+30          1.00000000E+30          4.18995543E+04          6.67321304E+03          3.33660652E+03          1.77558126E+01          1.76078006E+01
        240.0000          1.00000000E+30          1.00000000E+30          3.51688502E+04          6.17485167E+03          3.08742583E+03          1.83553604E+01          1.81837113E+01
        250.0000          1.00000000E+30          1.00000000E+30          3.01982575E+04          5.76952360E+03          2.88476180E+03          1.89511611E+01          1.87545819E+01
        260.0000          1.00000000E+30          1.00000000E+30          2.64109974E+04          5.43646844E+03          2.71823422E+03          1.95434171E+01          1.93207533E+01
        270.0000          1.00000000E+30          1.00000000E+30          2.34522095E+04          5.16044624E+03          2.58022312E+03          2.01323134E+01          1.98825437E+01
        280.0000          1.00000000E+30          1.00000000E+30          2.10930295E+04          4.93003681E+03          2.46501841E+03          2.07208213E+01          2.04429752E+01
        287.9990          1.00000000E+30          1.00000000E+30          1.95326144E+04          4.77265210E+03          2.38632605E+03          2.11876387E+01          2.08868084E+01
        288.0010          1.88167916E+12          1.00000000E+30          1.95322555E+04          4.77261541E+03          2.38630770E+03          2.11877573E+01          2.08869211E+01
        290.0000          8.72705330E+07          1.00000000E+30          1.91798531E+04          4.73654062E+03          2.36827031E+03          2.13034300E+01          2.09967929E+01
        300.0000          5.85256404E+06          1.00000000E+30          1.76062496E+04          4.57323195E+03          2.28661598E+03          2.18858537E+01          2.15495994E+01
        310.0000          2.30993137E+06          1.00000000E+30          1.62963718E+04          4.43484418E+03          2.21742209E+03          2.24627494E+01          2.20963197E+01
        320.0000          1.29428851E+06          1.00000000E+30          1.51948217E+04          4.31720567E+03          2.15860284E+03          2.30396182E+01          2.26423764E+01
        330.0000          8.49036167E+05          1.00000000E+30          1.42603069E+04          4.21698057E+03          2.10849029E+03          2.36138665E+01          2.31853352E+01
        340.0000          6.09720730E+05          1.00000000E+30          1.34614318E+04          4.13147559E+03          2.06573780E+03          2.41855998E+01          2.37253684E+01
        350.0000          4.64536239E+05          1.00000000E+30          1.27739576E+04          4.05849773E+03          2.02924887E+03          2.47549166E+01          2.42626329E+01
        360.0000          3.69032786E+05          1.00000000E+30          1.21788867E+04          3.99624664E+03          1.99812332E+03          2.53219090E+01          2.47972719E+01
        370.0000          3.02450386E+05          1.00000000E+30          1.16611402E+04          3.94323818E+03          1.97161909E+03          2.58891196E+01          2.53317686E+01
        380.0000          2.53956909E+05          1.00000000E+30          1.12086164E+04          3.89823342E+03          1.94911671E+03          2.64516770E+01          2.58614978E+01
        390.0000          2.17401878E+05          1.00000000E+30          1.08114994E+04          3.86019567E+03          1.93009784E+03          2.70121529E+01          2.63889630E+01
        400.0000          1.89081614E+05          1.00000000E+30          1.04617549E+04          3.82825485E+03          1.91412742E+03          2.75729901E+01          2.69165253E+01
        410.0000          1.66637197E+05          1.00000000E+30          1.01527574E+04          3.80167014E+03          1.90083507E+03          2.81294725E+01          2.74397162E+01
        420.0000          1.48508785E+05          1.00000000E+30          9.87899256E+03          3.77981243E+03          1.88990622E+03          2.86863982E+01          2.79631304E+01
        430.0000          1.33632311E+05          1.00000000E+30          9.63585092E+03          3.76214424E+03          1.88107212E+03          2.92391428E+01          2.84823934E+01
        440.0000          1.21253653E+05          1.00000000E+30          9.41945032E+03          3.74819965E+03          1.87409982E+03          2.97923942E+01          2.90019765E+01
        450.0000          1.10830826E+05          1.00000000E+30          9.22650282E+03          3.73757988E+03          1.86878994E+03          3.03438844E+01          2.95197424E+01
        460.0000          1.01961897E+05          1.00000000E+30          9.05421341E+03          3.72993712E+03          1.86496856E+03          3.08936601E+01          3.00357509E+01
        470.0000          9.43465752E+04          1.00000000E+30          8.90018556E+03          3.72496901E+03          1.86248450E+03          3.14417701E+01          3.05500624E+01
        480.0000          8.77538797E+04          1.00000000E+30          8.76236280E+03          3.72241042E+03          1.86120521E+03          3.19860635E+01          3.10606608E+01
        490.0000          8.20052488E+04          1.00000000E+30          8.63897145E+03          3.72202929E+03          1.86101465E+03          3.25310029E+01          3.15717679E+01
        500.0000          7.69599031E+04          1.00000000E+30          8.52847146E+03          3.72362075E+03          1.86181038E+03          3.30744098E+01          3.20813367E+01
        510.0000          7.25060196E+04          1.00000000E+30          8.42952941E+03          3.72700368E+03          1.86350184E+03          3.36163239E+01          3.25894134E+01
        520.0000          6.85534165E+04          1.00000000E+30          8.34097209E+03          3.73201783E+03          1.86600891E+03          3.41567831E+01          3.30960417E+01
        530.0000          6.50290432E+04          1.00000000E+30          8.26177882E+03          3.73852028E+03          1.86926014E+03          3.46958236E+01          3.36012628E+01
        540.0000          6.18728601E+04          1.00000000E+30          8.19104962E+03          3.74638386E+03          1.87319193E+03          3.52355694E+01          3.41070733E+01
        550.0000          5.90351872E+04          1.00000000E+30          8.12799054E+03          3.75549454E+03          1.87774727E+03          3.57718608E+01          3.46095800E+01
        560.0000          5.64746462E+04          1.00000000E+30          8.07190011E+03          3.76575022E+03          1.88287511E+03          3.63068370E+01          3.51107947E+01
        570.0000          5.41565948E+04          1.00000000E+30          8.02215648E+03          3.77705910E+03          1.88852955E+03          3.68405273E+01          3.56107497E+01
        580.0000          5.20516298E+04          1.00000000E+30          7.97820360E+03          3.78933829E+03          1.89466914E+03          3.73729555E+01          3.61094721E+01
        590.0000          5.01347252E+04          1.00000000E+30          7.93954979E+03          3.80251314E+03          1.90125657E+03          3.79061587E+01          3.66088661E+01
        600.0000          4.83846624E+04          1.00000000E+30          7.90575251E+03          3.81651579E+03          1.90825790E+03          3.84361401E+01          3.71052064E+01
        610.0000          4.67830315E+04          1.00000000E+30          7.87641401E+03          3.83128481E+03          1.91564241E+03          3.89649504E+01          3.76004111E+01
        620.0000          4.53139805E+04          1.00000000E+30          7.85118030E+03          3.84676442E+03          1.92338221E+03          3.94945633E+01          3.80963201E+01
        630.0000          4.39637546E+04          1.00000000E+30          7.82972814E+03          3.86290363E+03          1.93145181E+03          4.00210720E+01          3.85892999E+01
        640.0000          4.27203591E+04          1.00000000E+30          7.81176888E+03          3.87965613E+03          1.93982806E+03          4.05484317E+01          3.90830328E+01
        650.0000          4.15732553E+04          1.00000000E+30          7.79704132E+03          3.89697937E+03          1.94848969E+03          4.10727212E+01          3.95738771E+01
        660.0000          4.05132359E+04          1.00000000E+30          7.78530673E+03          3.91483436E+03          1.95741718E+03          4.15959804E+01          4.00637321E+01
        670.0000          3.95321460E+04          1.00000000E+30          7.77634988E+03          3.93318560E+03          1.96659280E+03          4.21200781E+01          4.05543326E+01
        680.0000          3.86227799E+04          1.00000000E+30          7.76997353E+03          3.95200013E+03          1.97600007E+03          4.26412625E+01          4.10422018E+01
        690.0000          3.77787098E+04          1.00000000E+30          7.76599905E+03          3.97124790E+03          1.98562395E+03          4.31633010E+01          4.15308333E+01
        700.0000          3.69942768E+04          1.00000000E+30          7.76426257E+03          3.99090095E+03          1.99545047E+03          4.36843796E+01          4.20185474E+01
        710.0000          3.62643536E+04          1.00000000E+30          7.76461410E+03          4.01093378E+03          2.00546689E+03          4.42025430E+01          4.25035383E+01
        720.0000          3.55844135E+04          1.00000000E+30          7.76691654E+03          4.03132259E+03          2.01566130E+03          4.47216675E+01          4.29893932E+01
        730.0000          3.49503577E+04          1.00000000E+30          7.77104385E+03          4.05204537E+03          2.02602269E+03          4.52379556E+01          4.34726036E+01
        740.0000          3.43584869E+04          1.00000000E+30          7.77688013E+03          4.07308177E+03          2.03654088E+03          4.57551823E+01          4.39566583E+01
        750.0000          3.38055200E+04          1.00000000E+30          7.78431855E+03          4.09441298E+03          2.04720649E+03          4.62715194E+01          4.44398696E+01
        760.0000          3.32884274E+04          1.00000000E+30          7.79326022E+03          4.11602136E+03          2.05801068E+03          4.67850667E+01          4.49204871E+01
        770.0000          3.28045085E+04          1.00000000E+30          7.80361517E+03          4.13789069E+03          2.06894535E+03          4.72996009E+01          4.54019950E+01
        780.0000          3.23512997E+04          1.00000000E+30          7.81529861E+03          4.16000572E+03          2.08000286E+03          4.78132808E+01          4.58826960E+01
        790.0000          3.19265586E+04          1.00000000E+30          7.82823259E+03          4.18235231E+03          2.09117615E+03          4.83242438E+01          4.63608772E+01
        800.0000          3.15282491E+04          1.00000000E+30          7.84234530E+03          4.20491726E+03          2.10245863E+03          4.88361999E+01          4.68399551E+01
        810.0000          3.11545074E+04          1.00000000E+30          7.85756943E+03          4.22768821E+03          2.11384410E+03          4.93473447E+01          4.73182692E+01
        820.0000          3.08036410E+04          1.00000000E+30          7.87384271E+03          4.25065361E+03          2.12532680E+03          4.98576740E+01          4.77958166E+01
        830.0000          3.04741024E+04          1.00000000E+30          7.89110757E+03          4.27380271E+03          2.13690136E+03          5.03653640E+01          4.82709229E+01
        840.0000          3.01644482E+04          1.00000000E+30          7.90930953E+03          4.29712535E+03          2.14856268E+03          5.08740783E+01          4.87469552E+01
        850.0000          2.98733852E+04          1.00000000E+30          7.92839842E+03          4.32061212E+03          2.16030606E+03          5.13820241E+01          4.92222664E+01
        860.0000          2.95997101E+04          1.00000000E+30          7.94832706E+03          4.34425406E+03          2.17212703E+03          5.18892082E+01          4.96968638E+01
        870.0000          2.93423219E+04          1.00000000E+30          7.96905175E+03          4.36804285E+03          2.18402143E+03          5.23956272E+01          5.01707448E+01
        880.0000          2.91001916E+04          1.00000000E+30          7.99053114E+03          4.39197066E+03          2.19598533E+03          5.29012986E+01          5.06439261E+01
        890.0000          2.88723872E+04          1.00000000E+30          8.01272692E+03          4.41603007E+03          2.20801503E+03          5.34044294E+01          5.11147661E+01
        900.0000          2.86580397E+04          1.00000000E+30          8.03560275E+03          4.44021417E+03          2.22010708E+03          5.39086342E+01          5.15865769E+01
        910.0000          2.84563438E+04          1.00000000E+30          8.05912516E+03          4.46451637E+03          2.23225818E+03          5.44121258E+01          5.20577215E+01
        920.0000          2.82665521E+04          1.00000000E+30          8.08326210E+03          4.48893051E+03          2.24446525E+03          5.49149166E+01          5.25282115E+01
        930.0000          2.80879913E+04          1.00000000E+30          8.10798371E+03          4.51345081E+03          2.25672540E+03          5.54170133E+01          5.29980538E+01
        940.0000          2.79200030E+04          1.00000000E+30          8.13326194E+03          4.53807175E+03          2.26903587E+03          5.59184192E+01          5.34672515E+01
        950.0000          2.77619980E+04          1.00000000E+30          8.15907041E+03          4.56278813E+03          2.28139406E+03          5.64191424E+01          5.39358126E+01
        960.0000          2.76134318E+04          1.00000000E+30          8.18538404E+03          4.58759507E+03          2.29379754E+03          5.69191949E+01          5.44037486E+01
