#Energy      Ti-K-shell   Ti-L1-shell   Ti-L2-shell   Ti-L3-shell   Ti-M1-shell   Ti-M2-shell   Ti-M3-shell   Valence  Total
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12136724E+01          3.12136724E+01
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.74165137E+01          2.74165137E+01
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46175479E+01          2.46175479E+01
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24534911E+01          2.24534911E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.07198702E+01          2.07198702E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92922348E+01          1.92922348E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80905496E+01          1.80905496E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70607994E+01          1.70607994E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61652266E+01          1.61652266E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53764442E+01          1.53764442E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46742020E+01          1.46742020E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40432097E+01          1.40432097E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34716286E+01          1.34716286E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29502123E+01          1.29502123E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24716093E+01          1.24716093E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20299050E+01          1.20299050E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16202939E+01          1.16202939E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12388502E+01          1.12388502E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08823289E+01          1.08823289E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05480284E+01          1.05480284E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02336953E+01          1.02336953E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.93743814E+00          9.93743814E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.65766416E+00          9.65766416E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.39302868E+00          9.39302868E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.14239160E+00          9.14239160E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.90478624E+00          8.90478624E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.67938898E+00          8.67938898E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.46549829E+00          8.46549829E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.26251160E+00          8.26251160E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.06990976E+00          8.06990976E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.88724117E+00          7.88724117E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.71410854E+00          7.71410854E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.55015708E+00          7.55015708E+00
         37.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.39521508E+00          7.39521508E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.17989144E+08          7.39506431E+00          7.39506418E+00
         38.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.18029020E+08          7.39491355E+00          7.39491342E+00
         38.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51490864E+04          7.24867341E+00          7.24658475E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.93454404E+08          2.51100014E+04          7.24853106E+00          7.24643917E+00
         39.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.93537687E+08          2.50729339E+04          7.24838872E+00          7.24629381E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.43651341E+04          8.88642981E+03          7.11027433E+00          7.10366143E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92256299E+04          4.83621408E+03          6.98002077E+00          6.96743521E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04595487E+04          3.14235593E+03          6.85750211E+00          6.83809626E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.79280260E+03          2.25043898E+03          6.74245154E+00          6.71566512E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.86329152E+03          1.71474293E+03          6.63460148E+00          6.60006090E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.70414103E+03          1.36390193E+03          6.53368185E+00          6.49113687E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94504177E+03          1.11947291E+03          6.43941996E+00          6.38870186E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41637307E+03          9.41370858E+02          6.35154066E+00          6.29254390E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03109068E+03          8.06837209E+02          6.26976721E+00          6.20242320E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74019650E+03          7.02324772E+02          6.19382250E+00          6.11809097E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51419709E+03          6.19249763E+02          6.12343057E+00          6.03928831E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33453825E+03          5.51901242E+02          6.05831809E+00          5.96574867E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18897157E+03          4.96429003E+02          5.99821600E+00          5.89721090E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06906176E+03          4.50084009E+02          5.94286093E+00          5.83340959E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.68916447E+02          4.10884685E+02          5.89199652E+00          5.77408509E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.84229338E+02          3.77390300E+02          5.84537445E+00          5.71898692E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.11872352E+02          3.48495166E+02          5.80275544E+00          5.66786996E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.49447586E+02          3.23358133E+02          5.76391001E+00          5.62049720E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.95160976E+02          3.01328156E+02          5.72861866E+00          5.57664430E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.47593480E+02          2.81892987E+02          5.69667231E+00          5.53609610E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05632554E+02          2.64640779E+02          5.66787270E+00          5.49864726E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68387868E+02          2.49241865E+02          5.64203187E+00          5.46410344E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.35154294E+02          2.35429007E+02          5.61897238E+00          5.43228288E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.05344677E+02          2.22980755E+02          5.59852697E+00          5.40301196E+00
         63.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.78515021E+02          2.11726927E+02          5.58055506E+00          5.37615598E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.05971066E+09          4.78489268E+02          2.11715868E+02          5.58053825E+00          5.37612999E+00
         64.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.05993422E+09          4.78463890E+02          2.11704998E+02          5.58052144E+00          5.37610417E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54462466E+05          4.54187337E+02          2.01481319E+02          5.56485835E+00          5.35137111E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.97910125E+04          4.32110542E+02          1.92150146E+02          5.55134853E+00          5.32861476E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.86927397E+04          4.11985667E+02          1.83614224E+02          5.53987871E+00          5.30776056E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15065183E+04          3.93577512E+02          1.75781415E+02          5.53032706E+00          5.28869532E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24640406E+04          3.76687203E+02          1.68573141E+02          5.52257956E+00          5.27130947E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70328539E+04          3.61146833E+02          1.61922313E+02          5.51652952E+00          5.25549989E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34785628E+04          3.46808187E+02          1.55770198E+02          5.51207716E+00          5.24116830E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10049289E+04          3.33547197E+02          1.50066206E+02          5.50912918E+00          5.22822342E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.20464050E+03          3.21252172E+02          1.44766337E+02          5.50759835E+00          5.21657969E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.84594356E+03          3.09829366E+02          1.39831993E+02          5.50740311E+00          5.20615714E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.79231044E+03          2.99194826E+02          1.35228878E+02          5.50846719E+00          5.19688113E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95554605E+03          2.89274979E+02          1.30927262E+02          5.51071932E+00          5.18868198E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.27843421E+03          2.80005155E+02          1.26901038E+02          5.51409278E+00          5.18149576E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.72179710E+03          2.71328310E+02          1.23125465E+02          5.51852517E+00          5.17526051E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25752744E+03          2.63194126E+02          1.19580682E+02          5.52395807E+00          5.16992177E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86556562E+03          2.55555095E+02          1.16247597E+02          5.53033680E+00          5.16542568E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53123075E+03          2.48372395E+02          1.13109437E+02          5.53761015E+00          5.16172430E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.24341187E+03          2.41609626E+02          1.10150950E+02          5.54573013E+00          5.15877193E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99355696E+03          2.35234411E+02          1.07358728E+02          5.55465173E+00          5.15652677E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.77499995E+03          2.29217009E+02          1.04720478E+02          5.56433277E+00          5.15494911E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58261866E+03          2.23530956E+02          1.02225017E+02          5.57473364E+00          5.15400247E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41214979E+03          2.18152229E+02          9.98621903E+01          5.58581717E+00          5.15365206E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26034144E+03          2.13059214E+02          9.76230186E+01          5.59754843E+00          5.15386701E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12443356E+03          2.08232082E+02          9.54989838E+01          5.60989460E+00          5.15461708E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00224360E+03          2.03652935E+02          9.34825387E+01          5.62282481E+00          5.15587525E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89185057E+03          1.99304929E+02          9.15665744E+01          5.63631002E+00          5.15761468E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79176713E+03          1.95173328E+02          8.97447944E+01          5.65032289E+00          5.15981220E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70069151E+03          1.91244161E+02          8.80113241E+01          5.66483765E+00          5.16244528E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61752191E+03          1.87504810E+02          8.63606934E+01          5.67983004E+00          5.16549272E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54135117E+03          1.83943709E+02          8.47879385E+01          5.69527717E+00          5.16893536E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47137850E+03          1.80549976E+02          8.32884403E+01          5.71115744E+00          5.17275471E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40692272E+03          1.77313709E+02          8.18579645E+01          5.72745046E+00          5.17693384E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34739278E+03          1.74225749E+02          8.04924645E+01          5.74413697E+00          5.18145633E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29228675E+03          1.71277594E+02          7.91884305E+01          5.76119878E+00          5.18630797E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24115184E+03          1.68461366E+02          7.79423942E+01          5.77861866E+00          5.19147434E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19360436E+03          1.65769774E+02          7.67511785E+01          5.79638033E+00          5.19694235E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.56627510E+02          1.44415610E+02          6.72933464E+01          5.98977126E+00          5.26583456E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65022688E+02          1.30250462E+02          6.10211647E+01          6.20451226E+00          5.35498162E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.44604078E+02          1.20606590E+02          5.67613667E+01          6.43335158E+00          5.45895607E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.63770866E+02          1.13939839E+02          5.38305836E+01          6.67170208E+00          5.57424825E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06985102E+02          1.09306072E+02          5.18094311E+01          6.91655463E+00          5.69839938E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65773039E+02          1.06103908E+02          5.04301106E+01          7.16587428E+00          5.82959865E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35135808E+02          1.03937084E+02          4.95158298E+01          7.41824948E+00          5.96646879E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.11944076E+02          1.02536878E+02          4.89464872E+01          7.67268022E+00          6.10794002E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94146390E+02          1.01716260E+02          4.86383356E+01          7.92844545E+00          6.25316637E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80349088E+02          1.01341938E+02          4.85315984E+01          8.18501767E+00          6.40146905E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69578366E+02          1.01316938E+02          4.85827058E+01          8.44200645E+00          6.55229752E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61137563E+02          1.01569318E+02          4.87592889E+01          8.69466912E+00          6.70255630E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54518392E+02          1.02044791E+02          4.90368813E+01          8.95458541E+00          6.85889638E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49343483E+02          1.02701744E+02          4.93967068E+01          9.20728000E+00          7.01255199E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45328181E+02          1.03507829E+02          4.98241462E+01          9.46437174E+00          7.17014033E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42254449E+02          1.04437574E+02          5.03076767E+01          9.72007866E+00          7.32812808E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39953611E+02          1.05470690E+02          5.08381091E+01          9.97961886E+00          7.48933014E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38293123E+02          1.06590839E+02          5.14080351E+01          1.02326067E+01          7.64776225E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37167883E+02          1.07784742E+02          5.20114316E+01          1.04844220E+01          7.80638183E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36493640E+02          1.09041508E+02          5.26433490E+01          1.07398423E+01          7.96773058E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36202206E+02          1.10352130E+02          5.32996966E+01          1.09939537E+01          8.12899203E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36237908E+02          1.11709108E+02          5.39770614E+01          1.12468142E+01          8.29013494E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36554903E+02          1.13106151E+02          5.46725816E+01          1.14940410E+01          8.44873547E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37115173E+02          1.14537949E+02          5.53838402E+01          1.17446521E+01          8.60962815E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37886939E+02          1.15999993E+02          5.61087821E+01          1.19984191E+01          8.77260678E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38843473E+02          1.17488436E+02          5.68456549E+01          1.22467884E+01          8.93304809E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39962153E+02          1.18999976E+02          5.75929542E+01          1.24941475E+01          9.09327371E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41223728E+02          1.20531770E+02          5.83493817E+01          1.27405360E+01          9.25327268E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42611711E+02          1.22081351E+02          5.91138154E+01          1.29899424E+01          9.41511190E+00
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44111920E+02          1.23646582E+02          5.98852780E+01          1.32344128E+01          9.57457935E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45712093E+02          1.25225593E+02          6.06629188E+01          1.34818467E+01          9.73579569E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47401593E+02          1.26816750E+02          6.14459911E+01          1.37245351E+01          9.89471310E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49171133E+02          1.28418617E+02          6.22338404E+01          1.39701264E+01          1.00552960E+01
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51012587E+02          1.30029928E+02          6.30258889E+01          1.42148217E+01          1.02155478E+01
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52918808E+02          1.31649565E+02          6.38216272E+01          1.44550199E+01          1.03736000E+01
        458.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54684378E+02          1.33113373E+02          6.45404919E+01          1.46730395E+01          1.05168865E+01
        459.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65335909E+11          2.54684775E+02          1.33113699E+02          6.45406519E+01          1.46730895E+01          1.05169191E+01
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.21876704E+07          2.54883512E+02          1.33276538E+02          6.46206035E+01          1.46980432E+01          1.05332149E+01
        464.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.36740024E+06          2.55885825E+02          1.34092332E+02          6.50210986E+01          1.48192220E+01          1.06128668E+01
        465.0010          1.00000000E+30          1.00000000E+30          1.17485372E+12          6.36297184E+06          2.55886229E+02          1.34092659E+02          6.50212590E+01          1.48192718E+01          1.06128994E+01
        470.0000          1.00000000E+30          1.00000000E+30          1.75090984E+07          2.54992984E+06          2.56901121E+02          1.34909965E+02          6.54224162E+01          1.49402494E+01          1.06924522E+01
        480.0000          1.00000000E+30          1.00000000E+30          3.33102861E+06          9.52683153E+05          2.58966684E+02          1.36549064E+02          6.62267089E+01          1.51816624E+01          1.08513052E+01
        490.0000          1.00000000E+30          1.00000000E+30          1.52618093E+06          5.23852397E+05          2.61075803E+02          1.38193135E+02          6.70331625E+01          1.54223048E+01          1.10097893E+01
        500.0000          1.00000000E+30          1.00000000E+30          9.09093357E+05          3.40109474E+05          2.63224548E+02          1.39841552E+02          6.78414923E+01          1.56621983E+01          1.11679101E+01
