#Energy      Mg-K-shell   Mg-L1-shell   Mg-L2-shell   Mg-L3-shell   O-K-shell   Valence  Total
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.67603398E+01          6.67603398E+01
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96560586E+01          5.96560586E+01
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.41867564E+01          5.41867564E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.98215212E+01          4.98215212E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.62380736E+01          4.62380736E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32300502E+01          4.32300502E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06585130E+01          4.06585130E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.84267139E+01          3.84267139E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.64643481E+01          3.64643481E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.47195544E+01          3.47195544E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.31532677E+01          3.31532677E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.17351266E+01          3.17351266E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04414513E+01          3.04414513E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92533554E+01          2.92533554E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.81555812E+01          2.81555812E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71356670E+01          2.71356670E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61833938E+01          2.61833938E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52902369E+01          2.52902369E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44490156E+01          2.44490156E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36536737E+01          2.36536737E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28990509E+01          2.28990509E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21807247E+01          2.21807247E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14948878E+01          2.14948878E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08382353E+01          2.08382353E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.02078964E+01          2.02078964E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96013587E+01          1.96013587E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90164277E+01          1.90164277E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84511695E+01          1.84511695E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79038853E+01          1.79038853E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73730792E+01          1.73730792E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68574361E+01          1.68574361E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63558022E+01          1.63558022E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58671700E+01          1.58671700E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53906667E+01          1.53906667E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49255456E+01          1.49255456E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44711790E+01          1.44711790E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40270542E+01          1.40270542E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35927712E+01          1.35927712E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31680426E+01          1.31680426E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27526926E+01          1.27526926E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23466587E+01          1.23466587E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19499925E+01          1.19499925E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15628599E+01          1.15628599E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11855382E+01          1.11855382E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08184110E+01          1.08184110E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04619577E+01          1.04619577E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01167370E+01          1.01167370E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.78336407E+00          9.78336407E+00
         53.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.46279513E+00          9.46279513E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.47520782E+09          7.37603909E+08          1.00000000E+30          9.46248070E+00          9.46248052E+00
         54.0010          1.00000000E+30          1.00000000E+30          1.47530285E+09          7.37651424E+08          1.00000000E+30          9.46216628E+00          9.46216610E+00
         55.0000          1.00000000E+30          1.00000000E+30          8.51067789E+04          4.25533895E+04          1.00000000E+30          9.15471955E+00          9.15176625E+00
         56.0000          1.00000000E+30          1.00000000E+30          3.00486277E+04          1.50243139E+04          1.00000000E+30          8.86066566E+00          8.85283415E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.63058838E+04          8.15294192E+03          1.00000000E+30          8.58081827E+00          8.56729290E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.05578847E+04          5.27894233E+03          1.00000000E+30          8.31555560E+00          8.29595353E+00
         59.0000          1.00000000E+30          1.00000000E+30          7.53318590E+03          3.76659295E+03          1.00000000E+30          8.06510911E+00          8.03928827E+00
         60.0000          1.00000000E+30          1.00000000E+30          5.71779761E+03          2.85889880E+03          1.00000000E+30          7.82954843E+00          7.79751633E+00
         61.0000          1.00000000E+30          1.00000000E+30          4.52953131E+03          2.26476565E+03          1.00000000E+30          7.60877674E+00          7.57062498E+00
         62.0000          1.00000000E+30          1.00000000E+30          3.70249830E+03          1.85124915E+03          1.00000000E+30          7.40253915E+00          7.35840339E+00
         63.0000          1.00000000E+30          1.00000000E+30          3.10049456E+03          1.55024728E+03          1.00000000E+30          7.21043960E+00          7.16048283E+00
         64.0000          1.00000000E+30          1.00000000E+30          2.64632749E+03          1.32316375E+03          1.00000000E+30          7.03196407E+00          6.97635027E+00
         65.0000          1.00000000E+30          1.00000000E+30          2.29393364E+03          1.14696682E+03          1.00000000E+30          6.86650716E+00          6.80539473E+00
         66.0000          1.00000000E+30          1.00000000E+30          2.01401113E+03          1.00700557E+03          1.00000000E+30          6.71339891E+00          6.64692933E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.78756703E+03          8.93783516E+02          1.00000000E+30          6.57192987E+00          6.50023617E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.60120754E+03          8.00603768E+02          1.00000000E+30          6.44137307E+00          6.36456256E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.44577702E+03          7.22888512E+02          1.00000000E+30          6.32100209E+00          6.23916832E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.31452394E+03          6.57261968E+02          1.00000000E+30          6.21010527E+00          6.12332145E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.20254889E+03          6.01274447E+02          1.00000000E+30          6.10799615E+00          6.01632170E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.10609169E+03          5.53045845E+02          1.00000000E+30          6.01402074E+00          5.91749723E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.02233197E+03          5.11165983E+02          1.00000000E+30          5.92756208E+00          5.82621943E+00
         74.0000          1.00000000E+30          1.00000000E+30          9.49051047E+02          4.74525524E+02          1.00000000E+30          5.84804265E+00          5.74189810E+00
         75.0000          1.00000000E+30          1.00000000E+30          8.84489556E+02          4.42244778E+02          1.00000000E+30          5.77492516E+00          5.66398295E+00
         76.0000          1.00000000E+30          1.00000000E+30          8.27274027E+02          4.13637014E+02          1.00000000E+30          5.70771226E+00          5.59196823E+00
         77.0000          1.00000000E+30          1.00000000E+30          7.76291175E+02          3.88145587E+02          1.00000000E+30          5.64594514E+00          5.52538716E+00
         78.0000          1.00000000E+30          1.00000000E+30          7.30636409E+02          3.65318204E+02          1.00000000E+30          5.58920181E+00          5.46381109E+00
         79.0000          1.00000000E+30          1.00000000E+30          6.89560118E+02          3.44780059E+02          1.00000000E+30          5.53709501E+00          5.40684581E+00
         80.0000          1.00000000E+30          1.00000000E+30          6.52439408E+02          3.26219704E+02          1.00000000E+30          5.48926982E+00          5.35412963E+00
         81.0000          1.00000000E+30          1.00000000E+30          6.18767497E+02          3.09383748E+02          1.00000000E+30          5.44540132E+00          5.30533414E+00
         82.0000          1.00000000E+30          1.00000000E+30          5.88112878E+02          2.94056439E+02          1.00000000E+30          5.40519224E+00          5.26015801E+00
         83.0000          1.00000000E+30          1.00000000E+30          5.60108673E+02          2.80054337E+02          1.00000000E+30          5.36837067E+00          5.21832530E+00
         84.0000          1.00000000E+30          1.00000000E+30          5.34451840E+02          2.67225920E+02          1.00000000E+30          5.33468791E+00          5.17958614E+00
         85.0000          1.00000000E+30          1.00000000E+30          5.10862462E+02          2.55431231E+02          1.00000000E+30          5.30391642E+00          5.14370624E+00
         86.0000          1.00000000E+30          1.00000000E+30          4.89131467E+02          2.44565733E+02          1.00000000E+30          5.27584794E+00          5.11048062E+00
         87.0000          1.00000000E+30          1.00000000E+30          4.69045561E+02          2.34522780E+02          1.00000000E+30          5.25029175E+00          5.07971151E+00
         88.0000          1.00000000E+30          1.00000000E+30          4.50447999E+02          2.25224000E+02          1.00000000E+30          5.22707309E+00          5.05122726E+00
         89.0000          1.00000000E+30          1.00000000E+30          4.33183497E+02          2.16591748E+02          1.00000000E+30          5.20603169E+00          5.02486411E+00
         90.0000          1.00000000E+30          1.00000000E+30          4.17124197E+02          2.08562099E+02          1.00000000E+30          5.18702042E+00          5.00047479E+00
         91.0000          1.00000000E+30          1.00000000E+30          4.02155076E+02          2.01077538E+02          1.00000000E+30          5.16990412E+00          4.97792307E+00
         91.9990          1.00000000E+30          1.00000000E+30          3.88189486E+02          1.94094743E+02          1.00000000E+30          5.15457300E+00          4.95710432E+00
         92.0000          1.00000000E+30          6.28647734E+09          3.88176023E+02          1.94088011E+02          1.00000000E+30          5.15455850E+00          4.95708432E+00
         92.0010          1.00000000E+30          6.28672362E+09          3.88162561E+02          1.94081280E+02          1.00000000E+30          5.15454401E+00          4.95706432E+00
         93.0000          1.00000000E+30          4.70281569E+05          3.75097649E+02          1.87548825E+02          1.00000000E+30          5.14086915E+00          4.93779171E+00
         94.0000          1.00000000E+30          1.66107892E+05          3.62842836E+02          1.81421418E+02          1.00000000E+30          5.12873063E+00          4.91995037E+00
         95.0000          1.00000000E+30          9.01064627E+04          3.51339465E+02          1.75669733E+02          1.00000000E+30          5.11804569E+00          4.90347683E+00
         96.0000          1.00000000E+30          5.82857716E+04          3.40527239E+02          1.70263619E+02          1.00000000E+30          5.10872454E+00          4.88828798E+00
         97.0000          1.00000000E+30          4.15363271E+04          3.30347011E+02          1.65173506E+02          1.00000000E+30          5.10068417E+00          4.87430233E+00
         98.0000          1.00000000E+30          3.14721469E+04          3.20751256E+02          1.60375628E+02          1.00000000E+30          5.09384777E+00          4.86144714E+00
         99.0000          1.00000000E+30          2.48810754E+04          3.11693841E+02          1.55846920E+02          1.00000000E+30          5.08814420E+00          4.84965274E+00
        100.0000          1.00000000E+30          2.02918386E+04          3.03133913E+02          1.51566957E+02          1.00000000E+30          5.08350748E+00          4.83885478E+00
        110.0000          1.00000000E+30          5.87791462E+03          2.38235604E+02          1.19117802E+02          1.00000000E+30          5.08423430E+00          4.77442842E+00
        120.0000          1.00000000E+30          3.01654404E+03          1.97538952E+02          9.87694758E+01          1.00000000E+30          5.14476203E+00          4.76438148E+00
        130.0000          1.00000000E+30          1.92239506E+03          1.70382039E+02          8.51910193E+01          1.00000000E+30          5.24206378E+00          4.78715733E+00
        140.0000          1.00000000E+30          1.37533817E+03          1.51484636E+02          7.57423180E+01          1.00000000E+30          5.36320174E+00          4.83122434E+00
        150.0000          1.00000000E+30          1.05776501E+03          1.37942164E+02          6.89710818E+01          1.00000000E+30          5.50041996E+00          4.89002494E+00
        160.0000          1.00000000E+30          8.54985785E+02          1.28029816E+02          6.40149078E+01          1.00000000E+30          5.64882098E+00          4.95958573E+00
        170.0000          1.00000000E+30          7.16741349E+02          1.20663989E+02          6.03319946E+01          1.00000000E+30          5.80095434E+00          5.03415518E+00
        180.0000          1.00000000E+30          6.17928692E+02          1.15134580E+02          5.75672902E+01          1.00000000E+30          5.96126027E+00          5.11706471E+00
        190.0000          1.00000000E+30          5.44763599E+02          1.10960753E+02          5.54803767E+01          1.00000000E+30          6.13135772E+00          5.20919453E+00
        200.0000          1.00000000E+30          4.89107926E+02          1.07808196E+02          5.39040981E+01          1.00000000E+30          6.30206765E+00          5.30363813E+00
        210.0000          1.00000000E+30          4.45869503E+02          1.05439008E+02          5.27195040E+01          1.00000000E+30          6.47319221E+00          5.40019314E+00
        220.0000          1.00000000E+30          4.11709485E+02          1.03680543E+02          5.18402717E+01          1.00000000E+30          6.64458356E+00          5.49866115E+00
        230.0000          1.00000000E+30          3.84353490E+02          1.02405162E+02          5.12025809E+01          1.00000000E+30          6.82232738E+00          5.60303458E+00
        240.0000          1.00000000E+30          3.62202162E+02          1.01516947E+02          5.07584733E+01          1.00000000E+30          6.99360631E+00          5.70449514E+00
        250.0000          1.00000000E+30          3.44101333E+02          1.00942765E+02          5.04713827E+01          1.00000000E+30          7.17054272E+00          5.81106855E+00
        260.0000          1.00000000E+30          3.29199591E+02          1.00626024E+02          5.03130119E+01          1.00000000E+30          7.34693607E+00          5.91848378E+00
        270.0000          1.00000000E+30          3.16857449E+02          1.00522406E+02          5.02612029E+01          1.00000000E+30          7.52278900E+00          6.02665558E+00
        280.0000          1.00000000E+30          3.06586685E+02          1.00596788E+02          5.02983940E+01          1.00000000E+30          7.70318366E+00          6.13872782E+00
        290.0000          1.00000000E+30          2.98009774E+02          1.00821041E+02          5.04105207E+01          1.00000000E+30          7.87778475E+00          6.24802692E+00
        300.0000          1.00000000E+30          2.90831134E+02          1.01172403E+02          5.05862015E+01          1.00000000E+30          8.05664443E+00          6.36084043E+00
        310.0000          1.00000000E+30          2.84816659E+02          1.01632295E+02          5.08161477E+01          1.00000000E+30          8.23471508E+00          6.47390332E+00
        320.0000          1.00000000E+30          2.79779217E+02          1.02185419E+02          5.10927094E+01          1.00000000E+30          8.40748931E+00          6.58439615E+00
        330.0000          1.00000000E+30          2.75567889E+02          1.02819081E+02          5.14095404E+01          1.00000000E+30          8.58417416E+00          6.69793368E+00
        340.0000          1.00000000E+30          2.72059794E+02          1.03522675E+02          5.17613373E+01          1.00000000E+30          8.76014770E+00          6.81161105E+00
        350.0000          1.00000000E+30          2.69154204E+02          1.04287271E+02          5.21436357E+01          1.00000000E+30          8.93543502E+00          6.92539934E+00
        360.0000          1.00000000E+30          2.66767887E+02          1.05105315E+02          5.25526573E+01          1.00000000E+30          9.11416997E+00          7.04172593E+00
        370.0000          1.00000000E+30          2.64831539E+02          1.05970369E+02          5.29851844E+01          1.00000000E+30          9.28805614E+00          7.15558691E+00
        380.0000          1.00000000E+30          2.63287198E+02          1.06876920E+02          5.34384599E+01          1.00000000E+30          9.46132763E+00          7.26949078E+00
        390.0000          1.00000000E+30          2.62085989E+02          1.07820230E+02          5.39101152E+01          1.00000000E+30          9.63787221E+00          7.38568936E+00
        400.0000          1.00000000E+30          2.61186534E+02          1.08796196E+02          5.43980980E+01          1.00000000E+30          9.80988183E+00          7.49955742E+00
        410.0000          1.00000000E+30          2.60553512E+02          1.09801256E+02          5.49006279E+01          1.00000000E+30          9.98133891E+00          7.61341891E+00
        420.0000          1.00000000E+30          2.60156735E+02          1.10832305E+02          5.54161525E+01          1.00000000E+30          1.01558979E+01          7.72936648E+00
        430.0000          1.00000000E+30          2.59970151E+02          1.11886623E+02          5.59433116E+01          1.00000000E+30          1.03298066E+01          7.84518709E+00
        440.0000          1.00000000E+30          2.59971299E+02          1.12961823E+02          5.64809113E+01          1.00000000E+30          1.04995355E+01          7.95883486E+00
        450.0000          1.00000000E+30          2.60140636E+02          1.14055793E+02          5.70278967E+01          1.00000000E+30          1.06722445E+01          8.07441429E+00
        460.0000          1.00000000E+30          2.60461138E+02          1.15166674E+02          5.75833371E+01          1.00000000E+30          1.08443587E+01          8.18984783E+00
        470.0000          1.00000000E+30          2.60917881E+02          1.16292809E+02          5.81464046E+01          1.00000000E+30          1.10158948E+01          8.30513093E+00
        480.0000          1.00000000E+30          2.61497789E+02          1.17432728E+02          5.87163642E+01          1.00000000E+30          1.11868694E+01          8.42025997E+00
        490.0000          1.00000000E+30          2.62189282E+02          1.18585117E+02          5.92925584E+01          1.00000000E+30          1.13572980E+01          8.53523180E+00
        500.0000          1.00000000E+30          2.62982173E+02          1.19748799E+02          5.98743994E+01          1.00000000E+30          1.15271957E+01          8.65004382E+00
        510.0000          1.00000000E+30          2.63867361E+02          1.20922721E+02          6.04613606E+01          1.00000000E+30          1.16965767E+01          8.76469382E+00
        520.0000          1.00000000E+30          2.64836785E+02          1.22105937E+02          6.10529683E+01          1.00000000E+30          1.18654547E+01          8.87918010E+00
        530.0000          1.00000000E+30          2.65883228E+02          1.23297590E+02          6.16487951E+01          1.00000000E+30          1.20338429E+01          8.99350131E+00
        537.9990          1.00000000E+30          2.66771368E+02          1.24256348E+02          6.21281738E+01          1.00000000E+30          1.21669509E+01          9.08413522E+00
        538.0010          1.00000000E+30          2.66771596E+02          1.24256588E+02          6.21282940E+01          1.03543748E+12          1.21669857E+01          9.08415873E+00
        540.0000          1.00000000E+30          2.67000244E+02          1.24496912E+02          6.22484558E+01          6.52201654E+07          1.22017539E+01          9.10765521E+00
        550.0000          1.00000000E+30          2.68182032E+02          1.25703204E+02          6.28516019E+01          4.43796981E+06          1.23692000E+01          9.22162578E+00
        560.0000          1.00000000E+30          2.69423382E+02          1.26915834E+02          6.34579170E+01          1.76597754E+06          1.25361928E+01          9.33541689E+00
        570.0000          1.00000000E+30          2.70719585E+02          1.28134228E+02          6.40671141E+01          9.94210120E+05          1.27027434E+01          9.44903036E+00
        580.0000          1.00000000E+30          2.72066395E+02          1.29357866E+02          6.46789328E+01          6.53717742E+05          1.28718179E+01          9.56409857E+00
        590.0000          1.00000000E+30          2.73459957E+02          1.30586269E+02          6.52931345E+01          4.69633212E+05          1.30374764E+01          9.67733340E+00
        600.0000          1.00000000E+30          2.74896769E+02          1.31819006E+02          6.59095028E+01          3.57394497E+05          1.32027246E+01          9.79039281E+00
        610.0000          1.00000000E+30          2.76373655E+02          1.33055678E+02          6.65278390E+01          2.83235572E+05          1.33704409E+01          9.90485181E+00
        620.0000          1.00000000E+30          2.77887709E+02          1.34295924E+02          6.71479620E+01          2.31325154E+05          1.35348556E+01          1.00175366E+01
        630.0000          1.00000000E+30          2.79436285E+02          1.35539411E+02          6.77697054E+01          1.93407848E+05          1.36988887E+01          1.01300486E+01
        640.0000          1.00000000E+30          2.81016957E+02          1.36785833E+02          6.83929165E+01          1.64747957E+05          1.38653329E+01          1.02439083E+01
        650.0000          1.00000000E+30          2.82627507E+02          1.38034911E+02          6.90174556E+01          1.42487416E+05          1.40285858E+01          1.03560515E+01
        660.0000          1.00000000E+30          2.84265893E+02          1.39286387E+02          6.96431937E+01          1.24814342E+05          1.41942236E+01          1.04695163E+01
        670.0000          1.00000000E+30          2.85930240E+02          1.40540024E+02          7.02700119E+01          1.10518633E+05          1.43567304E+01          1.05812963E+01
        680.0000          1.00000000E+30          2.87618830E+02          1.41795603E+02          7.08978014E+01          9.87673803E+04          1.45215917E+01          1.06943708E+01
        690.0000          1.00000000E+30          2.89330063E+02          1.43052921E+02          7.15264606E+01          8.89779311E+04          1.46833840E+01          1.08057933E+01
        700.0000          1.00000000E+30          2.91062477E+02          1.44311794E+02          7.21558970E+01          8.07255091E+04          1.48474981E+01          1.09184833E+01
        710.0000          1.00000000E+30          2.92814710E+02          1.45572049E+02          7.27860243E+01          7.36949885E+04          1.50086045E+01          1.10295541E+01
        720.0000          1.00000000E+30          2.94585507E+02          1.46799309E+02          7.33996546E+01          6.76517688E+04          1.51720001E+01          1.11412751E+01
        730.0000          1.00000000E+30          2.96373703E+02          1.47952863E+02          7.39764313E+01          6.24123181E+04          1.53350381E+01          1.12515035E+01
        740.0000          1.00000000E+30          2.98178214E+02          1.49259549E+02          7.46297744E+01          5.78376819E+04          1.54951508E+01          1.13627939E+01
        750.0000          1.00000000E+30          2.99998039E+02          1.50563838E+02          7.52819188E+01          5.38172173E+04          1.56575089E+01          1.14752383E+01
        760.0000          1.00000000E+30          3.01832240E+02          1.51865760E+02          7.59328802E+01          5.02616256E+04          1.58169991E+01          1.15860892E+01
        770.0000          1.00000000E+30          3.03679948E+02          1.53017568E+02          7.65087840E+01          4.71005011E+04          1.59787035E+01          1.16954873E+01
        780.0000          1.00000000E+30          3.05540354E+02          1.54315927E+02          7.71579635E+01          4.42760519E+04          1.61400810E+01          1.18072577E+01
        790.0000          1.00000000E+30          3.07412700E+02          1.55612013E+02          7.78060064E+01          4.17404501E+04          1.63011442E+01          1.19188065E+01
        800.0000          1.00000000E+30          3.09296279E+02          1.56905857E+02          7.84529284E+01          3.94548735E+04          1.64594222E+01          1.20288147E+01
        810.0000          1.00000000E+30          3.11190432E+02          1.58197491E+02          7.90987456E+01          3.73863306E+04          1.66198686E+01          1.21399297E+01
        820.0000          1.00000000E+30          3.13094541E+02          1.59486948E+02          7.97434740E+01          3.55078694E+04          1.67800156E+01          1.22508329E+01
        830.0000          1.00000000E+30          3.15008022E+02          1.60634930E+02          8.03174649E+01          3.37957789E+04          1.69398680E+01          1.23590547E+01
        840.0000          1.00000000E+30          3.16930340E+02          1.61921153E+02          8.09605766E+01          3.22309307E+04          1.70970125E+01          1.24682713E+01
        850.0000          1.00000000E+30          3.18860981E+02          1.63205289E+02          8.16026447E+01          3.07962361E+04          1.72562849E+01          1.25785700E+01
        860.0000          1.00000000E+30          3.20799468E+02          1.64487369E+02          8.22436843E+01          2.94775294E+04          1.74152764E+01          1.26886694E+01
        870.0000          1.00000000E+30          3.22745353E+02          1.65767421E+02          8.28837107E+01          2.82621002E+04          1.75739906E+01          1.27985717E+01
        880.0000          1.00000000E+30          3.24698214E+02          1.67045478E+02          8.35227391E+01          2.71393816E+04          1.77324295E+01          1.29082788E+01
        890.0000          1.00000000E+30          3.26657653E+02          1.68321568E+02          8.41607841E+01          2.60999080E+04          1.78905950E+01          1.30177922E+01
        900.0000          1.00000000E+30          3.28623297E+02          1.69595721E+02          8.47978607E+01          2.51354991E+04          1.80461551E+01          1.31258791E+01
        910.0000          1.00000000E+30          3.30594796E+02          1.70867966E+02          8.54339832E+01          2.42389827E+04          1.82037961E+01          1.32350200E+01
        920.0000          1.00000000E+30          3.32571811E+02          1.72138332E+02          8.60691659E+01          2.34039744E+04          1.83611791E+01          1.33439775E+01
        930.0000          1.00000000E+30          3.34554036E+02          1.73406846E+02          8.67034230E+01          2.26249405E+04          1.85183069E+01          1.34527535E+01
        940.0000          1.00000000E+30          3.36541169E+02          1.74673536E+02          8.73367681E+01          2.18969108E+04          1.86751824E+01          1.35613501E+01
        950.0000          1.00000000E+30          3.38532935E+02          1.75938430E+02          8.79692151E+01          2.12154400E+04          1.88318085E+01          1.36697697E+01
        960.0000          1.00000000E+30          3.40529069E+02          1.77201554E+02          8.86007772E+01          2.05766500E+04          1.89881883E+01          1.37780144E+01
