#Energy      Al   Si  Total
         29.0000          1.08077965E+01          1.07215595E+01          5.38225264E+00
         30.0000          1.06960036E+01          1.05868673E+01          5.32057782E+00
         31.0000          1.05941592E+01          1.04630910E+01          5.26410861E+00
         32.0000          1.05013497E+01          1.03492272E+01          5.21236677E+00
         33.0000          1.04167701E+01          1.02443918E+01          5.16493093E+00
         34.0000          1.03397083E+01          1.01478027E+01          5.12142835E+00
         35.0000          1.02695319E+01          1.00587659E+01          5.08152813E+00
         36.0000          1.02056775E+01          9.97666288E+00          5.04493543E+00
         37.0000          1.01476415E+01          9.90094107E+00          5.01138673E+00
         38.0000          1.00949722E+01          9.83110486E+00          4.98064571E+00
         39.0000          1.00472633E+01          9.76670863E+00          4.95249986E+00
         40.0000          1.00041485E+01          9.70735056E+00          4.92675752E+00
         41.0000          9.96529634E+00          9.65266733E+00          4.90324541E+00
         42.0000          9.93040661E+00          9.60232964E+00          4.88180645E+00
         43.0000          9.89920636E+00          9.55603829E+00          4.86229789E+00
         44.0000          9.87144701E+00          9.51352083E+00          4.84458976E+00
         45.0000          9.84690170E+00          9.47452861E+00          4.82856343E+00
         46.0000          9.82536292E+00          9.43883423E+00          4.81411040E+00
         47.0000          9.80664052E+00          9.40622935E+00          4.80113125E+00
         48.0000          9.79055992E+00          9.37652268E+00          4.78953470E+00
         49.0000          9.77696054E+00          9.34953830E+00          4.77923679E+00
         50.0000          9.76569441E+00          9.32511415E+00          4.77016020E+00
         51.0000          9.75662501E+00          9.30310066E+00          4.76223352E+00
         52.0000          9.74962610E+00          9.28335960E+00          4.75539080E+00
         53.0000          9.74458086E+00          9.26576300E+00          4.74957094E+00
         54.0000          9.74138094E+00          9.25019223E+00          4.74471733E+00
         55.0000          9.73992577E+00          9.23653715E+00          4.74077738E+00
         56.0000          9.74012184E+00          9.22469540E+00          4.73770224E+00
         57.0000          9.74188213E+00          9.21457165E+00          4.73544640E+00
         58.0000          9.74512549E+00          9.20607709E+00          4.73396747E+00
         59.0000          9.74977622E+00          9.19912883E+00          4.73322587E+00
         60.0000          9.75576358E+00          9.19364943E+00          4.73318462E+00
         61.0000          9.76302142E+00          9.18956647E+00          4.73380917E+00
         62.0000          9.77148779E+00          9.18681211E+00          4.73506711E+00
         63.0000          9.78110461E+00          9.18532280E+00          4.73692811E+00
         64.0000          9.79181741E+00          9.18503890E+00          4.73936369E+00
         65.0000          9.80357500E+00          9.18590436E+00          4.74234710E+00
         66.0000          9.81632928E+00          9.18786654E+00          4.74585319E+00
         67.0000          9.83003496E+00          9.19087587E+00          4.74985830E+00
         68.0000          9.84464942E+00          9.19488567E+00          4.75434014E+00
         69.0000          9.86013245E+00          9.19985194E+00          4.75927770E+00
         70.0000          9.87644613E+00          9.20573316E+00          4.76465116E+00
         71.0000          9.89355465E+00          9.21249013E+00          4.77044180E+00
         72.0000          9.91142417E+00          9.22008581E+00          4.77663192E+00
         73.0000          9.93002269E+00          9.22848515E+00          4.78320481E+00
         74.0000          9.94931992E+00          9.23765500E+00          4.79014463E+00
         75.0000          9.96928717E+00          9.24756395E+00          4.79743638E+00
         76.0000          9.98989726E+00          9.25818223E+00          4.80506584E+00
         76.9990          1.00111029E+01          9.26946997E+00          4.81301143E+00
         77.0000          1.00111244E+01          9.26948160E+00          4.81301954E+00
         77.0010          1.00111459E+01          9.26949323E+00          4.81302765E+00
         78.0000          1.00329441E+01          9.28143526E+00          4.82128467E+00
         79.0000          1.00553331E+01          9.29401776E+00          4.82984909E+00
         80.0000          1.00782694E+01          9.30720491E+00          4.83870123E+00
         81.0000          1.01017319E+01          9.32097371E+00          4.84783013E+00
         82.0000          1.01257007E+01          9.33530226E+00          4.85722532E+00
         83.0000          1.01501566E+01          9.35016972E+00          4.86687686E+00
         84.0000          1.01750817E+01          9.36555624E+00          4.87677527E+00
         85.0000          1.02004586E+01          9.38144290E+00          4.88691151E+00
         86.0000          1.02262708E+01          9.39781165E+00          4.89727696E+00
         87.0000          1.02525026E+01          9.41464526E+00          4.90786340E+00
         88.0000          1.02791391E+01          9.43192728E+00          4.91866298E+00
         89.0000          1.03061659E+01          9.44964202E+00          4.92966821E+00
         90.0000          1.03335692E+01          9.46777447E+00          4.94087191E+00
         91.0000          1.03613360E+01          9.48631026E+00          4.95226723E+00
         92.0000          1.03894538E+01          9.50523566E+00          4.96384762E+00
         93.0000          1.04179106E+01          9.52453755E+00          4.97560681E+00
         94.0000          1.04466949E+01          9.54420333E+00          4.98753878E+00
         95.0000          1.04757957E+01          9.56422095E+00          4.99963779E+00
         96.0000          1.05052024E+01          9.58457886E+00          5.01189832E+00
         97.0000          1.05349050E+01          9.60526599E+00          5.02431508E+00
         98.0000          1.05648939E+01          9.62627170E+00          5.03688301E+00
         99.0000          1.05951596E+01          9.64758582E+00          5.04959724E+00
        100.0000          1.06256933E+01          9.66919854E+00          5.06245309E+00
        103.9990          1.07503098E+01          9.75843025E+00          5.11519227E+00
        104.0010          1.07503731E+01          9.75847594E+00          5.11521915E+00
        110.0000          1.09440399E+01          9.89985195E+00          5.19789564E+00
        120.0000          1.12815555E+01          1.01519905E+01          5.34350425E+00
        120.9990          1.13161253E+01          1.01781385E+01          5.35850362E+00
        121.0010          1.13161947E+01          1.01781910E+01          5.35853373E+00
        130.0000          1.16333774E+01          1.04202673E+01          5.49672871E+00
        140.0000          1.19960541E+01          1.07008800E+01          5.65575660E+00
        150.0000          1.23670750E+01          1.09910571E+01          5.81926786E+00
        153.9990          1.25173476E+01          1.11092957E+01          5.88568229E+00
        154.0010          1.25174230E+01          1.11093552E+01          5.88571563E+00
        160.0000          1.27445761E+01          1.12887360E+01          5.98628082E+00
        170.0000          1.31271487E+01          1.15923537E+01          6.15605234E+00
        180.0000          1.35137119E+01          1.19007071E+01          6.32801117E+00
        190.0000          1.39034253E+01          1.22128581E+01          6.50171227E+00
        200.0000          1.42956280E+01          1.25280658E+01          6.67680483E+00
        210.0000          1.46897947E+01          1.28457396E+01          6.85300948E+00
        220.0000          1.50855046E+01          1.31654038E+01          7.03010171E+00
        230.0000          1.54824176E+01          1.34866723E+01          7.20789964E+00
        240.0000          1.58802571E+01          1.38092296E+01          7.38625489E+00
        250.0000          1.62787967E+01          1.41328159E+01          7.56504562E+00
        260.0000          1.66778503E+01          1.44572162E+01          7.74417126E+00
        270.0000          1.70772639E+01          1.47822516E+01          7.92354836E+00
        280.0000          1.74769099E+01          1.51077727E+01          8.10310740E+00
        290.0000          1.78766821E+01          1.54336541E+01          8.28279025E+00
        300.0000          1.82764917E+01          1.57597901E+01          8.46254813E+00
        310.0000          1.86762647E+01          1.60860915E+01          8.64234004E+00
        320.0000          1.90759389E+01          1.64124828E+01          8.82213138E+00
        330.0000          1.94754621E+01          1.67388999E+01          9.00189299E+00
        340.0000          1.98747909E+01          1.70652884E+01          9.18160018E+00
        350.0000          2.02738885E+01          1.73916019E+01          9.36123209E+00
        360.0000          2.06727243E+01          1.77178009E+01          9.54077110E+00
        370.0000          2.10712727E+01          1.80438518E+01          9.72020229E+00
        380.0000          2.14695125E+01          1.83697260E+01          9.89951308E+00
        390.0000          2.18674260E+01          1.86953991E+01          1.00786929E+01
        400.0000          2.22649985E+01          1.90208505E+01          1.02577328E+01
        410.0000          2.26622183E+01          1.93460624E+01          1.04366254E+01
        420.0000          2.30590756E+01          1.96710202E+01          1.06153645E+01
        430.0000          2.34555628E+01          1.99957114E+01          1.07939450E+01
        440.0000          2.38516740E+01          2.03201254E+01          1.09723627E+01
        450.0000          2.42474044E+01          2.06442536E+01          1.11506143E+01
        460.0000          2.46427509E+01          2.09680888E+01          1.13286971E+01
        470.0000          2.50377112E+01          2.12916252E+01          1.15066091E+01
        480.0000          2.54322839E+01          2.16148580E+01          1.16843486E+01
        490.0000          2.58264686E+01          2.19377837E+01          1.18619146E+01
        500.0000          2.62202652E+01          2.22603994E+01          1.20393064E+01
        510.0000          2.66136746E+01          2.25827031E+01          1.22165236E+01
        520.0000          2.70066980E+01          2.29046934E+01          1.23935663E+01
        530.0000          2.73993370E+01          2.32263696E+01          1.25704345E+01
        540.0000          2.77915936E+01          2.35477313E+01          1.27471287E+01
        550.0000          2.81834703E+01          2.38687789E+01          1.29236494E+01
        560.0000          2.85749696E+01          2.41895128E+01          1.30999976E+01
        570.0000          2.89660943E+01          2.45099339E+01          1.32761740E+01
        580.0000          2.93568475E+01          2.48300434E+01          1.34521798E+01
        590.0000          2.97472324E+01          2.51498428E+01          1.36280160E+01
        600.0000          3.01372522E+01          2.54693338E+01          1.38036839E+01
        610.0000          3.05269104E+01          2.57885181E+01          1.39791848E+01
        620.0000          3.09162105E+01          2.61073979E+01          1.41545201E+01
        630.0000          3.13051562E+01          2.64259753E+01          1.43296912E+01
        640.0000          3.16937509E+01          2.67442526E+01          1.45046995E+01
        650.0000          3.20819984E+01          2.70622321E+01          1.46795466E+01
        660.0000          3.24699024E+01          2.73799164E+01          1.48542340E+01
        670.0000          3.28574666E+01          2.76973079E+01          1.50287632E+01
        680.0000          3.32446948E+01          2.80144093E+01          1.52031359E+01
        690.0000          3.36315905E+01          2.83312232E+01          1.53773536E+01
        700.0000          3.40181576E+01          2.86477522E+01          1.55514179E+01
        710.0000          3.44043998E+01          2.89639992E+01          1.57253303E+01
        720.0000          3.47903207E+01          2.92799667E+01          1.58990926E+01
        730.0000          3.51759239E+01          2.95956577E+01          1.60727062E+01
        740.0000          3.55612131E+01          2.99110747E+01          1.62461728E+01
        750.0000          3.59461919E+01          3.02262206E+01          1.64194940E+01
        760.0000          3.63308639E+01          3.05410981E+01          1.65926712E+01
        770.0000          3.67152324E+01          3.08557100E+01          1.67657061E+01
        780.0000          3.70993011E+01          3.11700589E+01          1.69386003E+01
        790.0000          3.74830734E+01          3.14841476E+01          1.71113552E+01
        800.0000          3.78665525E+01          3.17979787E+01          1.72839724E+01
        810.0000          3.82497420E+01          3.21115551E+01          1.74564533E+01
        820.0000          3.86326451E+01          3.24248793E+01          1.76287995E+01
        830.0000          3.90152650E+01          3.27379539E+01          1.78010125E+01
        840.0000          3.93976050E+01          3.30507816E+01          1.79730937E+01
        850.0000          3.97796682E+01          3.33633649E+01          1.81450444E+01
        860.0000          4.01614577E+01          3.36757065E+01          1.83168663E+01
        870.0000          4.05429767E+01          3.39878088E+01          1.84885605E+01
        880.0000          4.09242281E+01          3.42996743E+01          1.86601286E+01
        890.0000          4.13052150E+01          3.46113055E+01          1.88315719E+01
        900.0000          4.16859402E+01          3.49227048E+01          1.90028917E+01
        910.0000          4.20664066E+01          3.52338747E+01          1.91740894E+01
        920.0000          4.24466171E+01          3.55448176E+01          1.93451661E+01
        930.0000          4.28265745E+01          3.58555357E+01          1.95161234E+01
        940.0000          4.32062815E+01          3.61660314E+01          1.96869623E+01
        950.0000          4.35857409E+01          3.64763070E+01          1.98576842E+01
        960.0000          4.39649552E+01          3.67863646E+01          2.00282903E+01
        970.0000          4.43439272E+01          3.70962067E+01          2.01987817E+01
        980.0000          4.47226594E+01          3.74058352E+01          2.03691598E+01
        990.0000          4.51011542E+01          3.77152525E+01          2.05394255E+01
       1000.0000          4.54794143E+01          3.80244606E+01          2.07095802E+01
       1100.0000          4.92496225E+01          4.11054827E+01          2.24052587E+01
       1200.0000          5.29988115E+01          4.41677079E+01          2.40909733E+01
       1300.0000          5.67288904E+01          4.72128035E+01          2.57676189E+01
       1400.0000          6.04414880E+01          5.02422057E+01          2.74359625E+01
       1500.0000          6.41380026E+01          5.32571567E+01          2.90966653E+01
       1563.9990          6.64958599E+01          5.51796156E+01          3.01557563E+01
       1564.0010          6.64959335E+01          5.51796756E+01          3.01557894E+01
       1600.0000          6.78196429E+01          5.62587356E+01          3.07503000E+01
       1700.0000          7.14874598E+01          5.92478854E+01          3.23973660E+01
       1800.0000          7.51423733E+01          6.22254340E+01          3.40383011E+01
       1843.9990          7.67466232E+01          6.35320421E+01          3.47584551E+01
       1844.0010          7.67466961E+01          6.35321014E+01          3.47584879E+01
       1900.0000          7.87851934E+01          6.51921129E+01          3.56734916E+01
       2000.0000          8.24166372E+01          6.81485709E+01          3.73032795E+01
       2100.0000          8.60373430E+01          7.10953871E+01          3.89279700E+01
       2200.0000          8.96478817E+01          7.40330800E+01          4.05478360E+01
       2300.0000          9.32487659E+01          7.69621162E+01          4.21631230E+01
       2400.0000          9.68404585E+01          7.98829175E+01          4.37740526E+01
       2500.0000          1.00423378E+02          8.27958659E+01          4.53808256E+01
       2600.0000          1.03997907E+02          8.57013094E+01          4.69836247E+01
       2700.0000          1.07564390E+02          8.85995656E+01          4.85826166E+01
       2800.0000          1.11123148E+02          9.14909254E+01          5.01779539E+01
       2900.0000          1.14674471E+02          9.43756558E+01          5.17697768E+01
       3000.0000          1.18218628E+02          9.72540029E+01          5.33582142E+01
       3100.0000          1.21755867E+02          1.00126194E+02          5.49433852E+01
       3200.0000          1.25286417E+02          1.02992439E+02          5.65254001E+01
       3300.0000          1.28810491E+02          1.05852934E+02          5.81043612E+01
       3400.0000          1.32328286E+02          1.08707859E+02          5.96803633E+01
       3500.0000          1.35839987E+02          1.11557385E+02          6.12534952E+01
       3600.0000          1.39345766E+02          1.14401668E+02          6.28238393E+01
       3700.0000          1.42845782E+02          1.17240855E+02          6.43914730E+01
       3800.0000          1.46340187E+02          1.20075087E+02          6.59564686E+01
       3900.0000          1.49829121E+02          1.22904491E+02          6.75188941E+01
       4000.0000          1.53312717E+02          1.25729191E+02          6.90788133E+01
       4100.0000          1.56791100E+02          1.28549300E+02          7.06362863E+01
       4200.0000          1.60264387E+02          1.31364928E+02          7.21913697E+01
       4300.0000          1.63732691E+02          1.34176176E+02          7.37441171E+01
       4400.0000          1.67196114E+02          1.36983141E+02          7.52945789E+01
       4500.0000          1.70654758E+02          1.39785915E+02          7.68428031E+01
       4600.0000          1.74108716E+02          1.42584584E+02          7.83888349E+01
       4700.0000          1.77558077E+02          1.45379230E+02          7.99327173E+01
       4800.0000          1.81002926E+02          1.48169931E+02          8.14744913E+01
       4900.0000          1.84443345E+02          1.50956762E+02          8.30141957E+01
       5000.0000          1.87879409E+02          1.53739794E+02          8.45518675E+01
       5100.0000          1.91311192E+02          1.56519093E+02          8.60875418E+01
       5200.0000          1.94738763E+02          1.59294724E+02          8.76212524E+01
       5300.0000          1.98162190E+02          1.62066749E+02          8.91530312E+01
       5400.0000          2.01581535E+02          1.64835225E+02          9.06829090E+01
       5500.0000          2.04996860E+02          1.67600210E+02          9.22109151E+01
       5600.0000          2.08408223E+02          1.70361756E+02          9.37370774E+01
       5700.0000          2.11815680E+02          1.73119915E+02          9.52614230E+01
       5800.0000          2.15219284E+02          1.75874737E+02          9.67839776E+01
       5900.0000          2.18619087E+02          1.78626268E+02          9.83047658E+01
       6000.0000          2.22015137E+02          1.81374554E+02          9.98238114E+01
       6100.0000          2.25407483E+02          1.84119638E+02          1.01341137E+02
       6200.0000          2.28796170E+02          1.86861563E+02          1.02856765E+02
       6300.0000          2.32181240E+02          1.89600369E+02          1.04370717E+02
       6400.0000          2.35562738E+02          1.92336094E+02          1.05883011E+02
       6500.0000          2.38940703E+02          1.95068776E+02          1.07393669E+02
       6600.0000          2.42315174E+02          1.97798451E+02          1.08902709E+02
       6700.0000          2.45686189E+02          2.00525154E+02          1.10410149E+02
       6800.0000          2.49053785E+02          2.03248918E+02          1.11916007E+02
       6900.0000          2.52417997E+02          2.05969776E+02          1.13420299E+02
       7000.0000          2.55778859E+02          2.08687759E+02          1.14923042E+02
       7100.0000          2.59136403E+02          2.11402897E+02          1.16424253E+02
       7200.0000          2.62490662E+02          2.14115219E+02          1.17923945E+02
       7300.0000          2.65841666E+02          2.16824754E+02          1.19422134E+02
       7400.0000          2.69189445E+02          2.19531529E+02          1.20918834E+02
       7500.0000          2.72534028E+02          2.22235571E+02          1.22414060E+02
       7600.0000          2.75875443E+02          2.24936905E+02          1.23907824E+02
       7700.0000          2.79213717E+02          2.27635557E+02          1.25400140E+02
       7800.0000          2.82548876E+02          2.30331550E+02          1.26891020E+02
       7900.0000          2.85880945E+02          2.33024907E+02          1.28380477E+02
       8000.0000          2.89209951E+02          2.35715652E+02          1.29868522E+02
       8100.0000          2.92535915E+02          2.38403807E+02          1.31355167E+02
       8200.0000          2.95858863E+02          2.41089393E+02          1.32840423E+02
       8300.0000          2.99178816E+02          2.43772431E+02          1.34324302E+02
       8400.0000          3.02495797E+02          2.46452941E+02          1.35806813E+02
       8500.0000          3.05809827E+02          2.49130944E+02          1.37287968E+02
       8600.0000          3.09120927E+02          2.51806457E+02          1.38767776E+02
       8700.0000          3.12429117E+02          2.54479500E+02          1.40246246E+02
       8800.0000          3.15734418E+02          2.57150091E+02          1.41723389E+02
       8900.0000          3.19036848E+02          2.59818248E+02          1.43199214E+02
       9000.0000          3.22336427E+02          2.62483988E+02          1.44673730E+02
       9100.0000          3.25633172E+02          2.65147328E+02          1.46146945E+02
       9200.0000          3.28927102E+02          2.67808284E+02          1.47618869E+02
       9300.0000          3.32218233E+02          2.70466871E+02          1.49089509E+02
       9400.0000          3.35506584E+02          2.73123107E+02          1.50558874E+02
       9500.0000          3.38792170E+02          2.75777006E+02          1.52026971E+02
       9600.0000          3.42075008E+02          2.78428582E+02          1.53493809E+02
       9700.0000          3.45355114E+02          2.81077851E+02          1.54959395E+02
       9800.0000          3.48632503E+02          2.83724826E+02          1.56423736E+02
       9900.0000          3.51907190E+02          2.86369521E+02          1.57886841E+02
      10000.0000          3.55179190E+02          2.89011950E+02          1.59348715E+02
      11000.0000          3.87754431E+02          3.15314365E+02          1.73901250E+02
      12000.0000          4.20075078E+02          3.41403042E+02          1.88337532E+02
      13000.0000          4.52151715E+02          3.67287623E+02          2.02662627E+02
      14000.0000          4.83993193E+02          3.92976145E+02          2.16880763E+02
      15000.0000          5.15607048E+02          4.18475430E+02          2.30995534E+02
      16000.0000          5.46999800E+02          4.43791358E+02          2.45010043E+02
      17000.0000          5.78177165E+02          4.68929067E+02          2.58927003E+02
      18000.0000          6.09144214E+02          4.93893097E+02          2.72748818E+02
      19000.0000          6.39905496E+02          5.18687506E+02          2.86477637E+02
      20000.0000          6.70465128E+02          5.43315955E+02          3.00115405E+02
      21000.0000          7.00826867E+02          5.67781772E+02          3.13663890E+02
      22000.0000          7.30994168E+02          5.92088004E+02          3.27124714E+02
      23000.0000          7.60970230E+02          6.16237463E+02          3.40499379E+02
      24000.0000          7.90758031E+02          6.40232760E+02          3.53789277E+02
      25000.0000          8.20360359E+02          6.64076328E+02          3.66995709E+02
      26000.0000          8.49779837E+02          6.87770449E+02          3.80119899E+02
      27000.0000          8.79018942E+02          7.11317273E+02          3.93162999E+02
      28000.0000          9.08080024E+02          7.34718830E+02          4.06126101E+02
      29000.0000          9.36965319E+02          7.57977050E+02          4.19010240E+02
      30000.0000          9.65676963E+02          7.81093767E+02          4.31816405E+02
      31000.0000          9.94217000E+02          8.04070735E+02          4.44545541E+02
      32000.0000          1.02258739E+03          8.26909633E+02          4.57198554E+02
      33000.0000          1.05079004E+03          8.49612071E+02          4.69776315E+02
      34000.0000          1.07882674E+03          8.72179601E+02          4.82279661E+02
      35000.0000          1.10669928E+03          8.94613717E+02          4.94709403E+02
      36000.0000          1.13440936E+03          9.16915863E+02          5.07066322E+02
      37000.0000          1.16195862E+03          9.39087437E+02          5.19351177E+02
      38000.0000          1.18934868E+03          9.61129794E+02          5.31564703E+02
      39000.0000          1.21658109E+03          9.83044248E+02          5.43707614E+02
      40000.0000          1.24365739E+03          1.00483208E+03          5.55780605E+02
      41000.0000          1.27057904E+03          1.02649453E+03          5.67784353E+02
      42000.0000          1.29734750E+03          1.04803281E+03          5.79719518E+02
      43000.0000          1.32396418E+03          1.06944811E+03          5.91586745E+02
      44000.0000          1.35043046E+03          1.09074157E+03          6.03386661E+02
      45000.0000          1.37674770E+03          1.11191433E+03          6.15119884E+02
      46000.0000          1.40291722E+03          1.13296749E+03          6.26787014E+02
      47000.0000          1.42894032E+03          1.15390214E+03          6.38388643E+02
      48000.0000          1.45481828E+03          1.17471932E+03          6.49925348E+02
      49000.0000          1.48055234E+03          1.19542008E+03          6.61397697E+02
      50000.0000          1.50614374E+03          1.21600543E+03          6.72806245E+02
