#Energy      Ti   O  Total
        470.0000          2.04141927E+01          1.57382304E+01          8.88690829E+00
        480.0000          2.06283547E+01          1.60291168E+01          9.02010679E+00
        490.0000          2.08429236E+01          1.63198072E+01          9.15305435E+00
        500.0000          2.10578472E+01          1.66103052E+01          9.28575591E+00
        510.0000          2.12730779E+01          1.69006146E+01          9.41821625E+00
        520.0000          2.14885728E+01          1.71907389E+01          9.55043996E+00
        530.0000          2.17042925E+01          1.74806816E+01          9.68243147E+00
        537.9990          2.18769844E+01          1.77124783E+01          9.78784719E+00
        538.0010          2.18770276E+01          1.77125362E+01          9.78787353E+00
        540.0000          2.19202013E+01          1.77704460E+01          9.81419505E+00
        550.0000          2.21362666E+01          1.80600356E+01          9.94573483E+00
        560.0000          2.23524588E+01          1.83494533E+01          1.00770548E+01
        566.9990          2.25038324E+01          1.85519163E+01          1.01688370E+01
        567.0010          2.25038757E+01          1.85519741E+01          1.01688632E+01
        570.0000          2.25687505E+01          1.86387024E+01          1.02081588E+01
        580.0000          2.27851171E+01          1.89277858E+01          1.03390506E+01
        590.0000          2.30015357E+01          1.92167065E+01          1.04697339E+01
        600.0000          2.32179857E+01          1.95054673E+01          1.06002120E+01
        610.0000          2.34344479E+01          1.97940709E+01          1.07304885E+01
        620.0000          2.36509051E+01          2.00825202E+01          1.08605666E+01
        630.0000          2.38673412E+01          2.03708176E+01          1.09904496E+01
        640.0000          2.40837415E+01          2.06589657E+01          1.11201405E+01
        650.0000          2.43000928E+01          2.09469669E+01          1.12496424E+01
        660.0000          2.45163827E+01          2.12348237E+01          1.13789582E+01
        670.0000          2.47326000E+01          2.15225384E+01          1.15080908E+01
        680.0000          2.49487342E+01          2.18101133E+01          1.16370430E+01
        690.0000          2.51647760E+01          2.20975505E+01          1.17658175E+01
        700.0000          2.53807167E+01          2.23848523E+01          1.18944170E+01
        710.0000          2.55965483E+01          2.26720206E+01          1.20228439E+01
        720.0000          2.58122636E+01          2.29590575E+01          1.21511009E+01
        730.0000          2.60278558E+01          2.32459651E+01          1.22791904E+01
        740.0000          2.62433188E+01          2.35327451E+01          1.24071147E+01
        750.0000          2.64586472E+01          2.38193995E+01          1.25348762E+01
        760.0000          2.66738358E+01          2.41059302E+01          1.26624771E+01
        770.0000          2.68888799E+01          2.43923388E+01          1.27899197E+01
        780.0000          2.71037754E+01          2.46786271E+01          1.29172061E+01
        790.0000          2.73185183E+01          2.49647969E+01          1.30443385E+01
        800.0000          2.75331052E+01          2.52508496E+01          1.31713189E+01
        810.0000          2.77475329E+01          2.55367871E+01          1.32981492E+01
        820.0000          2.79617985E+01          2.58226107E+01          1.34248316E+01
        830.0000          2.81758994E+01          2.61083220E+01          1.35513679E+01
        840.0000          2.83898333E+01          2.63939226E+01          1.36777600E+01
        850.0000          2.86035981E+01          2.66794138E+01          1.38040097E+01
        860.0000          2.88171919E+01          2.69647971E+01          1.39301188E+01
        870.0000          2.90306131E+01          2.72500738E+01          1.40560891E+01
        880.0000          2.92438602E+01          2.75352454E+01          1.41819223E+01
        890.0000          2.94569318E+01          2.78203130E+01          1.43076202E+01
        900.0000          2.96698269E+01          2.81052781E+01          1.44331843E+01
        910.0000          2.98825444E+01          2.83901418E+01          1.45586162E+01
        920.0000          3.00950836E+01          2.86749054E+01          1.46839176E+01
        930.0000          3.03074438E+01          2.89595701E+01          1.48090900E+01
        940.0000          3.05196242E+01          2.92441370E+01          1.49341349E+01
        950.0000          3.07316246E+01          2.95286073E+01          1.50590538E+01
        960.0000          3.09434444E+01          2.98129821E+01          1.51838481E+01
        970.0000          3.11550835E+01          3.00972625E+01          1.53085194E+01
        980.0000          3.13665417E+01          3.03814495E+01          1.54330689E+01
        990.0000          3.15778189E+01          3.06655443E+01          1.55574981E+01
       1000.0000          3.17889150E+01          3.09495478E+01          1.56818083E+01
       1100.0000          3.38899640E+01          3.37847735E+01          1.69186435E+01
       1200.0000          3.59733079E+01          3.66118521E+01          1.81448857E+01
       1300.0000          3.80396226E+01          3.94315172E+01          1.93615330E+01
       1400.0000          4.00897262E+01          4.22443770E+01          2.05694292E+01
       1500.0000          4.21244770E+01          4.50509423E+01          2.17692946E+01
       1600.0000          4.41447215E+01          4.78516471E+01          2.29617502E+01
       1700.0000          4.61512683E+01          5.06468631E+01          2.41473356E+01
       1800.0000          4.81448772E+01          5.34369122E+01          2.53265235E+01
       1900.0000          5.01262545E+01          5.62220749E+01          2.64997302E+01
       2000.0000          5.20960537E+01          5.90025974E+01          2.76673250E+01
       2100.0000          5.40548776E+01          6.17786976E+01          2.88296371E+01
       2200.0000          5.60032816E+01          6.45505689E+01          2.99869616E+01
       2300.0000          5.79417773E+01          6.73183843E+01          3.11395641E+01
       2400.0000          5.98708363E+01          7.00822991E+01          3.22876847E+01
       2500.0000          6.17908935E+01          7.28424535E+01          3.34315412E+01
       2600.0000          6.37023509E+01          7.55989743E+01          3.45713322E+01
       2700.0000          6.56055803E+01          7.83519770E+01          3.57072391E+01
       2800.0000          6.75009260E+01          8.11015670E+01          3.68394282E+01
       2900.0000          6.93887077E+01          8.38478408E+01          3.79680525E+01
       3000.0000          7.12692226E+01          8.65908869E+01          3.90932530E+01
       3100.0000          7.31427472E+01          8.93307871E+01          4.02151600E+01
       3200.0000          7.50095395E+01          9.20676166E+01          4.13338944E+01
       3300.0000          7.68698406E+01          9.48014455E+01          4.24495684E+01
       3400.0000          7.87238757E+01          9.75323384E+01          4.35622864E+01
       3500.0000          8.05718561E+01          1.00260356E+02          4.46721459E+01
       3600.0000          8.24139798E+01          1.02985554E+02          4.57792379E+01
       3700.0000          8.42504330E+01          1.05707985E+02          4.68836475E+01
       3800.0000          8.60813910E+01          1.08427699E+02          4.79854548E+01
       3900.0000          8.79070186E+01          1.11144741E+02          4.90847348E+01
       4000.0000          8.97274716E+01          1.13859155E+02          5.01815580E+01
       4100.0000          9.15428970E+01          1.16570983E+02          5.12759912E+01
       4200.0000          9.33534338E+01          1.19280261E+02          5.23680970E+01
       4300.0000          9.51592137E+01          1.21987027E+02          5.34579347E+01
       4400.0000          9.69603614E+01          1.24691314E+02          5.45455606E+01
       4500.0000          9.87569954E+01          1.27393157E+02          5.56310277E+01
       4600.0000          1.00549228E+02          1.30092584E+02          5.67143865E+01
       4700.0000          1.02337166E+02          1.32789625E+02          5.77956849E+01
       4800.0000          1.04120911E+02          1.35484309E+02          5.88749683E+01
       4900.0000          1.05900561E+02          1.38176662E+02          5.99522800E+01
       4969.9990          1.07143911E+02          1.40059908E+02          6.07052364E+01
       4970.0010          1.07143946E+02          1.40059962E+02          6.07052579E+01
       5000.0000          1.07676207E+02          1.40866708E+02          6.10276612E+01
       5100.0000          1.09447938E+02          1.43554472E+02          6.21011513E+01
       5200.0000          1.11215838E+02          1.46239977E+02          6.31727878E+01
       5300.0000          1.12979987E+02          1.48923244E+02          6.42426064E+01
       5400.0000          1.14740463E+02          1.51604295E+02          6.53106415E+01
       5500.0000          1.16497339E+02          1.54283150E+02          6.63769257E+01
       5600.0000          1.18250686E+02          1.56959827E+02          6.74414904E+01
       5700.0000          1.20000571E+02          1.59634345E+02          6.85043658E+01
       5800.0000          1.21747060E+02          1.62306723E+02          6.95655805E+01
       5900.0000          1.23490214E+02          1.64976976E+02          7.06251623E+01
       6000.0000          1.25230095E+02          1.67645121E+02          7.16831378E+01
       6100.0000          1.26966759E+02          1.70311175E+02          7.27395324E+01
       6200.0000          1.28700262E+02          1.72975151E+02          7.37943707E+01
       6300.0000          1.30430657E+02          1.75637065E+02          7.48476763E+01
       6400.0000          1.32157996E+02          1.78296931E+02          7.58994720E+01
       6500.0000          1.33882327E+02          1.80954761E+02          7.69497797E+01
       6600.0000          1.35603700E+02          1.83610570E+02          7.79986204E+01
       6700.0000          1.37322159E+02          1.86264370E+02          7.90460146E+01
       6800.0000          1.39037750E+02          1.88916173E+02          8.00919820E+01
       6900.0000          1.40750515E+02          1.91565991E+02          8.11365414E+01
       7000.0000          1.42460496E+02          1.94213836E+02          8.21797113E+01
       7100.0000          1.44167733E+02          1.96859717E+02          8.32215093E+01
       7200.0000          1.45872264E+02          1.99503647E+02          8.42619527E+01
       7300.0000          1.47574127E+02          2.02145636E+02          8.53010580E+01
       7400.0000          1.49273359E+02          2.04785693E+02          8.63388412E+01
       7500.0000          1.50969994E+02          2.07423829E+02          8.73753179E+01
       7600.0000          1.52664067E+02          2.10060053E+02          8.84105032E+01
       7700.0000          1.54355610E+02          2.12694374E+02          8.94444116E+01
       7800.0000          1.56044656E+02          2.15326801E+02          9.04770574E+01
       7900.0000          1.57731236E+02          2.17957344E+02          9.15084542E+01
       8000.0000          1.59415379E+02          2.20586010E+02          9.25386154E+01
       8100.0000          1.61097116E+02          2.23212807E+02          9.35675539E+01
       8200.0000          1.62776474E+02          2.25837744E+02          9.45952823E+01
       8300.0000          1.64453481E+02          2.28460829E+02          9.56218129E+01
       8400.0000          1.66128164E+02          2.31082069E+02          9.66471574E+01
       8500.0000          1.67800549E+02          2.33701472E+02          9.76713274E+01
       8600.0000          1.69470661E+02          2.36319045E+02          9.86943342E+01
       8700.0000          1.71138526E+02          2.38934795E+02          9.97161886E+01
       8800.0000          1.72804166E+02          2.41548730E+02          1.00736901E+02
       8900.0000          1.74467606E+02          2.44160854E+02          1.01756483E+02
       9000.0000          1.76128867E+02          2.46771177E+02          1.02774943E+02
       9100.0000          1.77787973E+02          2.49379703E+02          1.03792291E+02
       9200.0000          1.79444945E+02          2.51986439E+02          1.04808538E+02
       9300.0000          1.81099803E+02          2.54591392E+02          1.05823692E+02
       9400.0000          1.82752569E+02          2.57194567E+02          1.06837763E+02
       9500.0000          1.84403263E+02          2.59795970E+02          1.07850759E+02
       9600.0000          1.86051903E+02          2.62395608E+02          1.08862690E+02
       9700.0000          1.87698509E+02          2.64993485E+02          1.09873562E+02
       9800.0000          1.89343100E+02          2.67589607E+02          1.10883386E+02
       9900.0000          1.90985693E+02          2.70183980E+02          1.11892168E+02
      10000.0000          1.92626306E+02          2.72776610E+02          1.12899917E+02
      11000.0000          2.08927178E+02          2.98608084E+02          1.22922187E+02
      12000.0000          2.25046874E+02          3.24270341E+02          1.32848607E+02
      13000.0000          2.40997841E+02          3.49767377E+02          1.42684742E+02
      14000.0000          2.56790336E+02          3.75102637E+02          1.52435201E+02
      15000.0000          2.72432957E+02          4.00279147E+02          1.62103864E+02
      16000.0000          2.87933012E+02          4.25299610E+02          1.71694050E+02
      17000.0000          3.03296792E+02          4.50166468E+02          1.81208631E+02
      18000.0000          3.18529776E+02          4.74881956E+02          1.90650121E+02
      19000.0000          3.33636776E+02          4.99448140E+02          2.00020747E+02
      20000.0000          3.48622065E+02          5.23866944E+02          2.09322494E+02
      21000.0000          3.63489459E+02          5.48140175E+02          2.18557151E+02
      22000.0000          3.78242398E+02          5.72269539E+02          2.27726338E+02
      23000.0000          3.92883996E+02          5.96256655E+02          2.36831533E+02
      24000.0000          4.07417096E+02          6.20103068E+02          2.45874096E+02
      25000.0000          4.21844303E+02          6.43810259E+02          2.54855278E+02
      26000.0000          4.36168017E+02          6.67379651E+02          2.63776244E+02
      27000.0000          4.50390463E+02          6.90812615E+02          2.72638078E+02
      28000.0000          4.64513704E+02          7.14110479E+02          2.81441793E+02
      29000.0000          4.78539671E+02          7.37274528E+02          2.90188345E+02
      30000.0000          4.92470170E+02          7.60306011E+02          2.98878632E+02
      31000.0000          5.06306899E+02          7.83206143E+02          3.07513504E+02
      32000.0000          5.20051460E+02          8.05976109E+02          3.16093769E+02
      33000.0000          5.33705365E+02          8.28617065E+02          3.24620195E+02
      34000.0000          5.47270052E+02          8.51130141E+02          3.33093516E+02
      35000.0000          5.60746884E+02          8.73516444E+02          3.41514431E+02
      36000.0000          5.74137162E+02          8.95777057E+02          3.49883613E+02
      37000.0000          5.87442128E+02          9.17913042E+02          3.58201706E+02
      38000.0000          6.00662969E+02          9.39925442E+02          3.66469332E+02
      39000.0000          6.13800825E+02          9.61815280E+02          3.74687089E+02
      40000.0000          6.26856789E+02          9.83583564E+02          3.82855555E+02
      41000.0000          6.39831914E+02          1.00523128E+03          3.90975287E+02
      42000.0000          6.52727213E+02          1.02675941E+03          3.99046827E+02
      43000.0000          6.65543666E+02          1.04816890E+03          4.07070699E+02
      44000.0000          6.78282216E+02          1.06946071E+03          4.15047413E+02
      45000.0000          6.90943780E+02          1.09063575E+03          4.22977462E+02
      46000.0000          7.03529241E+02          1.11169496E+03          4.30861329E+02
      47000.0000          7.16039461E+02          1.13263923E+03          4.38699481E+02
      48000.0000          7.28475272E+02          1.15346945E+03          4.46492377E+02
      49000.0000          7.40837486E+02          1.17418651E+03          4.54240461E+02
      50000.0000          7.53126890E+02          1.19479128E+03          4.61944169E+02
