#Energy      Ca-K-shell   Ca-L1-shell   Ca-L2-shell   Ca-L3-shell   Ca-M1-shell   Ca-M2-shell   Ca-M3-shell   Valence  Total
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.31354875E+03          1.15608402E+04          5.75591732E+03          3.71660919E+04          2.53479089E+03
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.25270130E+03          1.20206410E+04          5.87797937E+03          3.79130498E+04          2.57885216E+03
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.19264375E+03          1.22641961E+04          5.98060876E+03          3.88014402E+04          2.60892188E+03
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.13336082E+03          1.24483765E+04          6.03298179E+03          3.97324636E+04          2.62643437E+03
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.07483761E+03          1.25349421E+04          6.03520831E+03          4.06211672E+04          2.62961453E+03
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.01705962E+03          1.25200452E+04          5.99546761E+03          4.16119432E+04          2.62056542E+03
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.96001270E+03          1.24190551E+04          5.92523039E+03          4.26522589E+04          2.60183833E+03
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.90368306E+03          1.22718658E+04          5.83588245E+03          4.33483264E+04          2.57583976E+03
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.84805727E+03          1.21480950E+04          5.76331184E+03          4.43140615E+04          2.55483871E+03
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.80681089E+03          1.19239760E+04          5.64780503E+03          4.53419004E+04          2.52189180E+03
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.75591296E+03          1.17573244E+04          5.55824022E+03          4.64185518E+04          2.49552010E+03
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.70559998E+03          1.14940823E+04          5.47147176E+03          4.72744309E+04          2.46433402E+03
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.65586190E+03          1.13002401E+04          5.38737070E+03          4.83538364E+04          2.43710724E+03
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.71020763E+03          1.11128277E+04          5.30581591E+03          4.92075682E+04          2.41786262E+03
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.68220320E+03          1.09315302E+04          5.22669348E+03          5.02686218E+04          2.39305833E+03
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.65437827E+03          1.07560533E+04          5.14989618E+03          5.12998258E+04          2.36859469E+03
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.62673112E+03          1.05861209E+04          5.07532302E+03          5.24150281E+04          2.34470787E+03
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.59926005E+03          1.04214746E+04          5.00287874E+03          5.35797945E+04          2.32129803E+03
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.65869527E+03          1.01316512E+04          4.81742971E+03          5.44668808E+04          2.27205191E+03
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.64620212E+03          9.96323402E+03          4.74014809E+03          5.56144587E+04          2.24733473E+03
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.63374497E+03          9.80032446E+03          4.66530684E+03          5.68114346E+04          2.22314955E+03
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.62132367E+03          9.69501959E+03          4.62227194E+03          5.80610682E+04          2.20894751E+03
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66796629E+03          9.55454371E+03          4.55889317E+03          5.88184507E+04          2.19114441E+03
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66810883E+03          9.41808053E+03          4.49722894E+03          6.00181041E+04          2.17124640E+03
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66825138E+03          9.28546055E+03          4.46956288E+03          6.12677124E+04          2.15928572E+03
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66839393E+03          9.23518956E+03          4.41908553E+03          6.22428150E+04          2.14592101E+03
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66853649E+03          9.12696766E+03          4.36973559E+03          6.34988203E+04          2.12983353E+03
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.73061132E+03          9.02125277E+03          4.35473023E+03          6.44960252E+04          2.12526731E+03
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.74324914E+03          8.99289196E+03          4.31650228E+03          6.57292899E+04          2.11659983E+03
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.75592361E+03          8.91105603E+03          4.27893966E+03          6.70106379E+04          2.10502250E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.76863487E+03          8.83069610E+03          4.24202514E+03          6.83429373E+04          2.09357113E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.84313861E+03          8.81396521E+03          4.24514772E+03          6.91736299E+04          2.09838146E+03
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.86893325E+03          8.75496218E+03          4.21860844E+03          7.04636254E+04          2.09112810E+03
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.89487880E+03          8.69674387E+03          4.19239892E+03          7.18026485E+04          2.08392470E+03
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.92097661E+03          8.63929471E+03          4.16651307E+03          7.31935484E+04          2.07677076E+03
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.94722801E+03          8.65246874E+03          4.18362195E+03          7.39068503E+04          2.08377488E+03
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.04622491E+03          8.61301511E+03          4.16737948E+03          7.52202024E+04          2.08376763E+03
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.08668182E+03          8.57391965E+03          4.15126263E+03          7.63611165E+04          2.08042863E+03
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.12750223E+03          8.53517751E+03          4.13526997E+03          7.76821113E+04          2.07720413E+03
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.16869105E+03          8.57894871E+03          4.16198974E+03          7.90496154E+04          2.08964057E+03
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.27082480E+03          8.55741025E+03          4.15487445E+03          8.04661289E+04          2.09278662E+03
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.32609379E+03          8.53597966E+03          4.14778346E+03          8.13634764E+04          2.09309961E+03
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.38202572E+03          8.51465615E+03          4.14071663E+03          8.27343536E+04          2.09370454E+03
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.43863259E+03          8.57558904E+03          4.17259145E+03          8.41522178E+04          2.10925938E+03
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.49592668E+03          8.57094115E+03          4.17344393E+03          8.51471185E+04          2.11266302E+03
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.55392059E+03          8.56629829E+03          4.17429676E+03          8.65048460E+04          2.11628134E+03
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.67485446E+03          8.56166046E+03          4.17514993E+03          8.79065750E+04          2.12292333E+03
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.74564155E+03          8.62889249E+03          4.20846438E+03          8.90255007E+04          2.13972948E+03
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.81747212E+03          8.63916016E+03          4.21610013E+03          9.04021965E+04          2.14657269E+03
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.89036941E+03          8.64945229E+03          4.22376364E+03          9.18221398E+04          2.15345983E+03
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.96435736E+03          8.65976898E+03          4.23145507E+03          9.32874009E+04          2.16039129E+03
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00756298E+04          8.72740516E+03          4.26464849E+03          9.42584487E+04          2.17900046E+03
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01589251E+04          8.75051148E+03          4.27809602E+03          9.56825679E+04          2.18859225E+03
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10917595E+04          9.10676188E+03          4.47321151E+03          1.09252225E+05          2.31122118E+03
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21041976E+04          9.67458337E+03          4.76785520E+03          1.24060937E+05          2.47660806E+03
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31698627E+04          1.03207735E+04          5.10047299E+03          1.38556348E+05          2.65886431E+03
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43673724E+04          1.10877762E+04          5.49051545E+03          1.53952814E+05          2.87010492E+03
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55555255E+04          1.19457007E+04          5.92791529E+03          1.69938279E+05          3.10004635E+03
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68516908E+04          1.29412528E+04          6.43039323E+03          1.86524246E+05          3.36150028E+03
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82019669E+04          1.39742610E+04          6.95676079E+03          2.04117052E+05          3.63446760E+03
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97256279E+04          1.50839790E+04          7.51486926E+03          2.22672685E+05          3.92847988E+03
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12882883E+04          1.62590521E+04          8.11853091E+03          2.41083978E+05          4.24085850E+03
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27844103E+04          1.75802172E+04          8.79676583E+03          2.61206480E+05          4.58130725E+03
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44269869E+04          1.89229337E+04          9.47642885E+03          2.82366753E+05          4.92973322E+03
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.60823448E+04          2.04496717E+04          1.01768184E+04          3.04607995E+05          5.29700022E+03
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79407389E+04          2.19529263E+04          1.09722845E+04          3.27993396E+05          5.69704441E+03
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96229574E+04          2.34905498E+04          1.17836471E+04          3.52016522E+05          6.09636929E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15645780E+04          2.52745721E+04          1.27051204E+04          3.78029383E+05          6.55306876E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35824803E+04          2.71085891E+04          1.36403596E+04          4.02831875E+05          7.01949533E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56247372E+04          2.89234898E+04          1.45465957E+04          4.29993585E+05          7.47861604E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.76784856E+04          3.09102630E+04          1.55604532E+04          4.56362889E+05          7.97774029E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98877637E+04          3.29504683E+04          1.65944626E+04          4.85459807E+05          8.49329782E+03
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21171714E+04          3.51901422E+04          1.77569325E+04          5.14687809E+05          9.05638839E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.43232031E+04          3.74746701E+04          1.89120446E+04          5.44788508E+05          9.61925377E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.65330260E+04          3.98057556E+04          2.00356805E+04          5.76275013E+05          1.01772523E+04
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.89548126E+04          4.23906629E+04          2.14138177E+04          6.07998941E+05          1.08271205E+04
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.14355947E+04          4.49588356E+04          2.27177429E+04          6.39817805E+05          1.14592481E+04
        348.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.36393122E+04          4.72759331E+04          2.38764956E+04          6.70070731E+05          1.20235622E+04
        349.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.79431361E+03          5.36398495E+04          4.72765096E+04          2.38767988E+04          6.70078250E+05          2.88416074E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57831723E+03          5.39095671E+04          4.75662310E+04          2.40291872E+04          6.73855548E+05          2.76140934E+03
        352.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01667876E+03          5.47358035E+04          4.84577058E+04          2.44100837E+04          6.85455221E+05          2.42235108E+03
        353.0010          1.00000000E+30          1.00000000E+30          7.73273465E+03          3.01634897E+03          5.47363629E+04          4.84583114E+04          2.44103833E+04          6.85463090E+05          1.84441370E+03
        360.0000          1.00000000E+30          1.00000000E+30          5.13224714E+03          2.30610340E+03          5.64130282E+04          5.04310706E+04          2.54159549E+04          7.07890744E+05          1.41484384E+03
        370.0000          1.00000000E+30          1.00000000E+30          4.62194316E+03          2.30721580E+03          5.92471421E+04          5.33904403E+04          2.68889461E+04          7.43073100E+05          1.38135626E+03
        380.0000          1.00000000E+30          1.00000000E+30          4.81851724E+03          2.45208807E+03          6.19326676E+04          5.63715948E+04          2.85614556E+04          7.77316367E+05          1.45871874E+03
        390.0000          1.00000000E+30          1.00000000E+30          5.07126658E+03          2.58468605E+03          6.46602794E+04          5.94112343E+04          3.01028138E+04          8.16816588E+05          1.53651227E+03
        400.0000          1.00000000E+30          1.00000000E+30          5.35475947E+03          2.71927342E+03          6.75000201E+04          6.27118382E+04          3.16904735E+04          8.53373831E+05          1.61816788E+03
        410.0000          1.00000000E+30          1.00000000E+30          5.64220874E+03          2.83735110E+03          7.03292194E+04          6.61334221E+04          3.33882590E+04          8.90848666E+05          1.69465698E+03
        420.0000          1.00000000E+30          1.00000000E+30          5.93633277E+03          2.99687749E+03          7.35502495E+04          6.95904870E+04          3.53132055E+04          9.28043835E+05          1.78732195E+03
        430.0000          1.00000000E+30          1.00000000E+30          6.26760072E+03          3.15963667E+03          7.63831936E+04          7.35243828E+04          3.70702745E+04          9.71509259E+05          1.88415923E+03
        440.0000          1.00000000E+30          1.00000000E+30          6.60015564E+03          3.32506348E+03          7.94230610E+04          7.70885626E+04          3.90125442E+04          1.00859992E+06          1.98237720E+03
        440.9990          1.00000000E+30          1.00000000E+30          6.63722851E+03          3.34302153E+03          7.97597256E+04          7.75074510E+04          3.92280926E+04          1.01300600E+06          1.99316495E+03
        441.0010          1.00000000E+30          1.53385205E+04          6.63730315E+03          3.34305768E+03          7.97604025E+04          7.75082942E+04          3.92285265E+04          1.01301486E+06          1.76396556E+03
        450.0000          1.00000000E+30          1.56657746E+04          6.92837943E+03          3.49106519E+03          8.29268969E+04          8.10517021E+04          4.09870885E+04          1.05043201E+06          1.83702172E+03
        460.0000          1.00000000E+30          1.60462091E+04          7.24680051E+03          3.66018161E+03          8.57685824E+04          8.50877141E+04          4.29638543E+04          1.09322528E+06          1.91892762E+03
        470.0000          1.00000000E+30          1.64074258E+04          7.58130963E+03          3.83218228E+03          8.92487624E+04          8.91309310E+04          4.52844427E+04          1.14068000E+06          2.00327471E+03
        480.0000          1.00000000E+30          1.67980842E+04          7.96262996E+03          4.02144173E+03          9.24743440E+04          9.32463459E+04          4.72862777E+04          1.18270966E+06          2.09504957E+03
        490.0000          1.00000000E+30          1.73441703E+04          8.35510911E+03          4.21581312E+03          9.57403133E+04          9.80104381E+04          4.95242028E+04          1.22618256E+06          2.19201492E+03
        500.0000          1.00000000E+30          1.78538322E+04          8.74591041E+03          4.43134083E+03          9.94337365E+04          1.02578532E+05          5.18358940E+04          1.27169105E+06          2.29411229E+03
