#Energy      Valence  Total
       4800.0000          4.93824464E+01          4.93824464E+01
       4900.0000          5.02447306E+01          5.02447306E+01
       5000.0000          5.11046038E+01          5.11046038E+01
       5100.0000          5.19622630E+01          5.19622630E+01
       5200.0000          5.28178246E+01          5.28178246E+01
       5300.0000          5.36712465E+01          5.36712465E+01
       5400.0000          5.45240731E+01          5.45240731E+01
       5500.0000          5.53729446E+01          5.53729446E+01
       5600.0000          5.62208350E+01          5.62208350E+01
       5700.0000          5.70662363E+01          5.70662363E+01
       5800.0000          5.79096874E+01          5.79096874E+01
       5900.0000          5.87531701E+01          5.87531701E+01
       6000.0000          5.95931428E+01          5.95931428E+01
       6100.0000          6.04308816E+01          6.04308816E+01
       6200.0000          6.12695125E+01          6.12695125E+01
       6300.0000          6.21043776E+01          6.21043776E+01
       6400.0000          6.29383673E+01          6.29383673E+01
       6500.0000          6.37695001E+01          6.37695001E+01
       6600.0000          6.45996357E+01          6.45996357E+01
       6700.0000          6.54293449E+01          6.54293449E+01
       6800.0000          6.62563816E+01          6.62563816E+01
       6900.0000          6.70828190E+01          6.70828190E+01
       7000.0000          6.79079212E+01          6.79079212E+01
       7100.0000          6.87306082E+01          6.87306082E+01
       7200.0000          6.95539596E+01          6.95539596E+01
       7300.0000          7.03736810E+01          7.03736810E+01
       7400.0000          7.11927903E+01          7.11927903E+01
       7500.0000          7.20100167E+01          7.20100167E+01
       7600.0000          7.28270610E+01          7.28270610E+01
       7700.0000          7.36423670E+01          7.36423670E+01
       7800.0000          7.44554708E+01          7.44554708E+01
       7900.0000          7.52687790E+01          7.52687790E+01
       8000.0000          7.60789416E+01          7.60789416E+01
       8100.0000          7.68913559E+01          7.68913559E+01
       8200.0000          7.76986895E+01          7.76986895E+01
       8300.0000          7.85072967E+01          7.85072967E+01
       8400.0000          7.93122965E+01          7.93122965E+01
       8500.0000          8.01195643E+01          8.01195643E+01
       8600.0000          8.09246550E+01          8.09246550E+01
       8700.0000          8.17262949E+01          8.17262949E+01
       8800.0000          8.25297794E+01          8.25297794E+01
       8900.0000          8.33306604E+01          8.33306604E+01
       9000.0000          8.41288702E+01          8.41288702E+01
       9100.0000          8.49286816E+01          8.49286816E+01
       9200.0000          8.57278777E+01          8.57278777E+01
       9300.0000          8.65257872E+01          8.65257872E+01
       9400.0000          8.73214267E+01          8.73214267E+01
       9500.0000          8.81148253E+01          8.81148253E+01
       9600.0000          8.89079919E+01          8.89079919E+01
       9700.0000          8.97012796E+01          8.97012796E+01
       9800.0000          9.04938803E+01          9.04938803E+01
       9900.0000          9.12853965E+01          9.12853965E+01
      10000.0000          9.20758035E+01          9.20758035E+01
      11000.0000          9.99297177E+01          9.99297177E+01
      12000.0000          1.07697380E+02          1.07697380E+02
      13000.0000          1.15395607E+02          1.15395607E+02
      14000.0000          1.23025939E+02          1.23025939E+02
      15000.0000          1.30593372E+02          1.30593372E+02
      16000.0000          1.38104634E+02          1.38104634E+02
      17000.0000          1.45564759E+02          1.45564759E+02
      18000.0000          1.52972057E+02          1.52972057E+02
      19000.0000          1.60339483E+02          1.60339483E+02
      20000.0000          1.67667139E+02          1.67667139E+02
      21000.0000          1.74946556E+02          1.74946556E+02
      22000.0000          1.82195617E+02          1.82195617E+02
      23000.0000          1.89403111E+02          1.89403111E+02
      24000.0000          1.96577676E+02          1.96577676E+02
      25000.0000          2.03731250E+02          2.03731250E+02
      26000.0000          2.10842522E+02          2.10842522E+02
      27000.0000          2.17936426E+02          2.17936426E+02
      28000.0000          2.24985724E+02          2.24985724E+02
      29000.0000          2.32013357E+02          2.32013357E+02
      30000.0000          2.39022399E+02          2.39022399E+02
      31000.0000          2.46004046E+02          2.46004046E+02
      32000.0000          2.52952651E+02          2.52952651E+02
      33000.0000          2.59901946E+02          2.59901946E+02
      34000.0000          2.66818289E+02          2.66818289E+02
      35000.0000          2.73702962E+02          2.73702962E+02
      36000.0000          2.80583274E+02          2.80583274E+02
      37000.0000          2.87421515E+02          2.87421515E+02
      38000.0000          2.94262248E+02          2.94262248E+02
      39000.0000          3.01096114E+02          3.01096114E+02
      40000.0000          3.07874274E+02          3.07874274E+02
      41000.0000          3.14670568E+02          3.14670568E+02
      42000.0000          3.21425935E+02          3.21425935E+02
      43000.0000          3.28182890E+02          3.28182890E+02
      44000.0000          3.34887798E+02          3.34887798E+02
      45000.0000          3.41618882E+02          3.41618882E+02
      46000.0000          3.48325771E+02          3.48325771E+02
      47000.0000          3.55022922E+02          3.55022922E+02
      48000.0000          3.61677807E+02          3.61677807E+02
      49000.0000          3.68332770E+02          3.68332770E+02
      50000.0000          3.74973927E+02          3.74973927E+02
