#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   O-K-shell   Valence  Total
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32867014E+02          1.32867014E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34585143E+02          1.34585143E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36869845E+02          1.36869845E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39257668E+02          1.39257668E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42120450E+02          1.42120450E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45046141E+02          1.45046141E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41556209E+02          1.41556209E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43868469E+02          1.43868469E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46370770E+02          1.46370770E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49017648E+02          1.49017648E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51925890E+02          1.51925890E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54836737E+02          1.54836737E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58012829E+02          1.58012829E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61443007E+02          1.61443007E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64982968E+02          1.64982968E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68459692E+02          1.68459692E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72397267E+02          1.72397267E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76580253E+02          1.76580253E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80512857E+02          1.80512857E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85028071E+02          1.85028071E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89524850E+02          1.89524850E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94257590E+02          1.94257590E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99298790E+02          1.99298790E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04205736E+02          2.04205736E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09330746E+02          2.09330746E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15128790E+02          2.15128790E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20497057E+02          2.20497057E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26702783E+02          2.26702783E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32665712E+02          2.32665712E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38487275E+02          2.38487275E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45301612E+02          2.45301612E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51824363E+02          2.51824363E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58254006E+02          2.58254006E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65328108E+02          2.65328108E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72610329E+02          2.72610329E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80333472E+02          2.80333472E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.87395132E+02          2.87395132E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95649237E+02          2.95649237E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03510601E+02          3.03510601E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.11336969E+02          3.11336969E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.19848101E+02          3.19848101E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28381656E+02          3.28381656E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.37636819E+02          3.37636819E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.47429274E+02          3.47429274E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55545223E+02          3.55545223E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.65643364E+02          3.65643364E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74459559E+02          3.74459559E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.84849270E+02          3.84849270E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94004258E+02          3.94004258E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04574959E+02          4.04574959E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15337236E+02          4.15337236E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25230236E+02          4.25230236E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36450971E+02          4.36450971E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.47138165E+02          4.47138165E+02
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58609636E+02          4.58609636E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58621610E+02          4.58621610E+02
         77.0010          1.00000000E+30          1.00000000E+30          1.13448861E+04          4.87269909E+03          1.00000000E+30          4.58633585E+02          4.04242880E+02
         78.0000          1.00000000E+30          1.00000000E+30          8.49919995E+03          3.66520745E+03          1.00000000E+30          4.70382107E+02          3.97389123E+02
         79.0000          1.00000000E+30          1.00000000E+30          6.38189312E+03          2.76555013E+03          1.00000000E+30          4.82305196E+02          3.85852935E+02
         80.0000          1.00000000E+30          1.00000000E+30          4.81573922E+03          2.08566494E+03          1.00000000E+30          4.93712567E+02          3.68651926E+02
         81.0000          1.00000000E+30          1.00000000E+30          3.64268347E+03          1.57936015E+03          1.00000000E+30          5.06363040E+02          3.46914050E+02
         82.0000          1.00000000E+30          1.00000000E+30          2.78319345E+03          1.23419755E+03          1.00000000E+30          5.19911875E+02          3.23316405E+02
         83.0000          1.00000000E+30          1.00000000E+30          2.24127632E+03          1.01826722E+03          1.00000000E+30          5.30187333E+02          3.01717319E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.89225266E+03          8.77204358E+02          1.00000000E+30          5.43066354E+02          2.84912341E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.66524856E+03          7.82141993E+02          1.00000000E+30          5.56909262E+02          2.72132848E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.51087177E+03          7.18834671E+02          1.00000000E+30          5.70263167E+02          2.62702565E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.39967951E+03          6.76040761E+02          1.00000000E+30          5.82946800E+02          2.55815163E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.33010267E+03          6.43553627E+02          1.00000000E+30          5.97092605E+02          2.51226247E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.27553244E+03          6.20827845E+02          1.00000000E+30          6.11233611E+02          2.48091278E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.23619273E+03          6.05443960E+02          1.00000000E+30          6.23690290E+02          2.46064459E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.21002514E+03          5.94951304E+02          1.00000000E+30          6.38196301E+02          2.45449673E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.19283224E+03          5.87786717E+02          1.00000000E+30          6.52399788E+02          2.45552993E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.18077066E+03          5.82767461E+02          1.00000000E+30          6.68226782E+02          2.46344691E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.17349424E+03          5.79737159E+02          1.00000000E+30          6.81895501E+02          2.47305859E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.16247773E+03          5.75109675E+02          1.00000000E+30          6.97409631E+02          2.47960043E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.16021375E+03          5.70555479E+02          1.00000000E+30          7.13191099E+02          2.48958307E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.15368559E+03          5.72199522E+02          1.00000000E+30          7.27456771E+02          2.50684270E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.14723048E+03          5.69730345E+02          1.00000000E+30          7.43833788E+02          2.51808799E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.15060694E+03          5.67282387E+02          1.00000000E+30          7.58500772E+02          2.53146149E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.14723603E+03          5.69415958E+02          1.00000000E+30          7.74942381E+02          2.55215055E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.14872238E+03          5.71242908E+02          1.00000000E+30          9.47673537E+02          2.72011375E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.19961913E+03          5.98593617E+02          1.00000000E+30          1.14181034E+03          2.95859514E+02
        120.9990          1.00000000E+30          1.00000000E+30          1.20626292E+03          6.02131187E+02          1.00000000E+30          1.16423654E+03          2.98622784E+02
        121.0010          1.00000000E+30          3.85484632E+03          1.20627629E+03          6.02138311E+02          1.00000000E+30          1.16428232E+03          2.77157453E+02
        130.0000          1.00000000E+30          3.99034186E+03          1.30417840E+03          6.52738804E+02          1.00000000E+30          1.35933569E+03          3.04411114E+02
        140.0000          1.00000000E+30          4.15253676E+03          1.46167420E+03          7.32747417E+02          1.00000000E+30          1.59738465E+03          3.42969204E+02
        150.0000          1.00000000E+30          4.28731113E+03          1.65059590E+03          8.28146117E+02          1.00000000E+30          1.86389325E+03          3.87129340E+02
        160.0000          1.00000000E+30          4.41294764E+03          1.86149410E+03          9.34918094E+02          1.00000000E+30          2.15272177E+03          4.35170588E+02
        170.0000          1.00000000E+30          4.65924650E+03          2.09088808E+03          1.05065449E+03          1.00000000E+30          2.47403307E+03          4.88071853E+02
        180.0000          1.00000000E+30          4.92586428E+03          2.34418774E+03          1.17862820E+03          1.00000000E+30          2.81282764E+03          5.45388553E+02
        190.0000          1.00000000E+30          5.21018714E+03          2.62830315E+03          1.32304373E+03          1.00000000E+30          3.18144815E+03          6.08805587E+02
        200.0000          1.00000000E+30          5.49420601E+03          2.93941341E+03          1.48047742E+03          1.00000000E+30          3.57983754E+03          6.77041689E+02
        210.0000          1.00000000E+30          5.80366291E+03          3.30547747E+03          1.65970694E+03          1.00000000E+30          4.01239229E+03          7.53819786E+02
        220.0000          1.00000000E+30          6.11527925E+03          3.66011599E+03          1.84584263E+03          1.00000000E+30          4.46262125E+03          8.31544297E+02
        230.0000          1.00000000E+30          6.47247105E+03          4.07821333E+03          2.05012947E+03          1.00000000E+30          4.94942152E+03          9.17832176E+02
        240.0000          1.00000000E+30          6.82277713E+03          4.49933837E+03          2.26824421E+03          1.00000000E+30          5.47258743E+03          1.00763653E+03
        250.0000          1.00000000E+30          7.20241899E+03          4.96536924E+03          2.49827969E+03          1.00000000E+30          6.01965046E+03          1.10297949E+03
        260.0000          1.00000000E+30          7.61808731E+03          5.45475032E+03          2.75819118E+03          1.00000000E+30          6.61420774E+03          1.20723501E+03
        270.0000          1.00000000E+30          8.03405891E+03          5.99288668E+03          3.00972225E+03          1.00000000E+30          7.21142415E+03          1.31188830E+03
        280.0000          1.00000000E+30          8.45305086E+03          6.53399320E+03          3.30506464E+03          1.00000000E+30          7.87649657E+03          1.42679366E+03
        290.0000          1.00000000E+30          8.90835753E+03          7.15644194E+03          3.60155678E+03          1.00000000E+30          8.56385599E+03          1.54699161E+03
        300.0000          1.00000000E+30          9.35814726E+03          7.76528263E+03          3.92711991E+03          1.00000000E+30          9.29694341E+03          1.67269158E+03
        310.0000          1.00000000E+30          9.87214562E+03          8.45714849E+03          4.26621277E+03          1.00000000E+30          1.00413405E+04          1.80659824E+03
        320.0000          1.00000000E+30          1.03080832E+04          9.17146356E+03          4.63247131E+03          1.00000000E+30          1.08124265E+04          1.94401707E+03
        330.0000          1.00000000E+30          1.08492692E+04          9.94049039E+03          5.01587189E+03          1.00000000E+30          1.16433267E+04          2.09194515E+03
        340.0000          1.00000000E+30          1.13609323E+04          1.07518728E+04          5.44356044E+03          1.00000000E+30          1.25021338E+04          2.24861779E+03
        350.0000          1.00000000E+30          1.18709978E+04          1.16220619E+04          5.85159424E+03          1.00000000E+30          1.34288065E+04          2.40591345E+03
        360.0000          1.00000000E+30          1.24502203E+04          1.24827603E+04          6.31464119E+03          1.00000000E+30          1.43642487E+04          2.57460059E+03
        370.0000          1.00000000E+30          1.30018351E+04          1.34283687E+04          6.79905478E+03          1.00000000E+30          1.53405187E+04          2.74991547E+03
        380.0000          1.00000000E+30          1.36545136E+04          1.44135882E+04          7.30145908E+03          1.00000000E+30          1.63837320E+04          2.93590984E+03
        390.0000          1.00000000E+30          1.41991970E+04          1.54755896E+04          7.80534113E+03          1.00000000E+30          1.74291403E+04          3.11976478E+03
        400.0000          1.00000000E+30          1.48211306E+04          1.65385410E+04          8.37179075E+03          1.00000000E+30          1.85236266E+04          3.31818110E+03
        410.0000          1.00000000E+30          1.54484640E+04          1.76884743E+04          8.96109880E+03          1.00000000E+30          1.96819512E+04          3.52526310E+03
        420.0000          1.00000000E+30          1.60705332E+04          1.88857164E+04          9.54742104E+03          1.00000000E+30          2.08600602E+04          3.73336898E+03
        430.0000          1.00000000E+30          1.67959399E+04          2.01485727E+04          1.01896404E+04          1.00000000E+30          2.20688913E+04          3.95849835E+03
        440.0000          1.00000000E+30          1.74127055E+04          2.14723486E+04          1.08648885E+04          1.00000000E+30          2.33411775E+04          4.18614630E+03
        450.0000          1.00000000E+30          1.81193289E+04          2.28644692E+04          1.15793891E+04          1.00000000E+30          2.46812619E+04          4.42864751E+03
        460.0000          1.00000000E+30          1.89189250E+04          2.44501120E+04          1.23159234E+04          1.00000000E+30          2.59743098E+04          4.68489378E+03
        470.0000          1.00000000E+30          1.95831240E+04          2.59239661E+04          1.30722259E+04          1.00000000E+30          2.74579918E+04          4.93690498E+03
        480.0000          1.00000000E+30          2.02613301E+04          2.74205872E+04          1.38476978E+04          1.00000000E+30          2.88953648E+04          5.19087235E+03
        490.0000          1.00000000E+30          2.10802426E+04          2.91127384E+04          1.47602658E+04          1.00000000E+30          3.03805269E+04          5.48088495E+03
        500.0000          1.00000000E+30          2.18620656E+04          3.08087395E+04          1.56133204E+04          1.00000000E+30          3.19143419E+04          5.76098575E+03
        510.0000          1.00000000E+30          2.26531653E+04          3.24697400E+04          1.64346992E+04          1.00000000E+30          3.35105859E+04          6.03755237E+03
        520.0000          1.00000000E+30          2.34408706E+04          3.42964153E+04          1.73572320E+04          1.00000000E+30          3.51007198E+04          6.33230353E+03
        530.0000          1.00000000E+30          2.43339366E+04          3.63593146E+04          1.84082326E+04          1.00000000E+30          3.68610627E+04          6.66442038E+03
        537.9990          1.00000000E+30          2.49440741E+04          3.78556946E+04          1.91573856E+04          1.00000000E+30          3.82216648E+04          6.90282860E+03
        538.0010          1.00000000E+30          2.49442519E+04          3.78561318E+04          1.91576072E+04          2.99678967E+03          3.82220446E+04          2.08961475E+03
        540.0000          1.00000000E+30          2.51232587E+04          3.82009385E+04          1.93326359E+04          2.97275148E+03          3.86042375E+04          2.08333457E+03
        550.0000          1.00000000E+30          2.60587503E+04          4.03042805E+04          2.03996044E+04          3.00866791E+03          4.03708898E+04          2.13060627E+03
        560.0000          1.00000000E+30          2.69243265E+04          4.24317741E+04          2.14789097E+04          3.10457038E+03          4.23564224E+04          2.20760003E+03
        570.0000          1.00000000E+30          2.78095280E+04          4.46556681E+04          2.26072734E+04          3.18145978E+03          4.41566382E+04          2.27503439E+03
        580.0000          1.00000000E+30          2.88034992E+04          4.71412077E+04          2.38687163E+04          3.25174879E+03          4.63154046E+04          2.34222409E+03
        590.0000          1.00000000E+30          2.96698899E+04          4.94244026E+04          2.50273546E+04          3.35107355E+03          4.81289922E+04          2.42082255E+03
        600.0000          1.00000000E+30          3.07079954E+04          5.17773125E+04          2.62214968E+04          3.46939429E+03          5.03778905E+04          2.51193379E+03
        610.0000          1.00000000E+30          3.15783290E+04          5.45409411E+04          2.75313708E+04          3.60290594E+03          5.24036405E+04          2.61123388E+03
        620.0000          1.00000000E+30          3.26382623E+04          5.71995150E+04          2.88887909E+04          3.74359994E+03          5.45301872E+04          2.71592942E+03
        630.0000          1.00000000E+30          3.36351283E+04          5.97883262E+04          3.03880095E+04          3.90983368E+03          5.68133925E+04          2.83502119E+03
        640.0000          1.00000000E+30          3.47690308E+04          6.28274420E+04          3.17747007E+04          4.06362653E+03          5.91865834E+04          2.94871525E+03
        650.0000          1.00000000E+30          3.57797709E+04          6.56635673E+04          3.32269849E+04          4.22976805E+03          6.14916081E+04          3.06789983E+03
        660.0000          1.00000000E+30          3.69706482E+04          6.86227339E+04          3.47576651E+04          4.39013171E+03          6.41116643E+04          3.18701806E+03
        670.0000          1.00000000E+30          3.79546234E+04          7.17372295E+04          3.63056752E+04          4.57541907E+03          6.63847315E+04          3.31725749E+03
        680.0000          1.00000000E+30          3.91915957E+04          7.48866172E+04          3.80560105E+04          4.73828596E+03          6.89212982E+04          3.43994482E+03
        690.0000          1.00000000E+30          4.01688899E+04          7.84648838E+04          3.96556284E+04          4.89972006E+03          7.17447516E+04          3.56013610E+03
        700.0000          1.00000000E+30          4.14268738E+04          8.17152222E+04          4.14119622E+04          5.08316377E+03          7.42285076E+04          3.69379966E+03
        710.0000          1.00000000E+30          4.25279601E+04          8.52643825E+04          4.33993381E+04          5.28087789E+03          7.69652679E+04          3.83671960E+03
        720.0000          1.00000000E+30          4.38439100E+04          8.88969765E+04          4.51344520E+04          5.43878989E+03          7.98395187E+04          3.95878524E+03
        730.0000          1.00000000E+30          4.49679620E+04          9.26636714E+04          4.69619804E+04          5.60907392E+03          8.26389872E+04          4.08652035E+03
        740.0000          1.00000000E+30          4.61809248E+04          9.69034156E+04          4.89051224E+04          5.79212371E+03          8.54585713E+04          4.22348853E+03
        750.0000          1.00000000E+30          4.75123735E+04          1.00672990E+05          5.10927192E+04          5.99200516E+03          8.86701153E+04          4.37217035E+03
        760.0000          1.00000000E+30          4.87091872E+04          1.04613695E+05          5.30680127E+04          6.17429842E+03          9.15073661E+04          4.50810831E+03
        770.0000          1.00000000E+30          5.00906579E+04          1.08785817E+05          5.50876038E+04          6.38502788E+03          9.47541149E+04          4.66245895E+03
        780.0000          1.00000000E+30          5.12978217E+04          1.12992564E+05          5.74589410E+04          6.57023708E+03          9.78796428E+04          4.80385811E+03
        790.0000          1.00000000E+30          5.27065006E+04          1.17740125E+05          5.96910933E+04          6.78821191E+03          1.01169895E+05          4.96480565E+03
        800.0000          1.00000000E+30          5.41947308E+04          1.22056918E+05          6.19821993E+04          7.00488283E+03          1.04645591E+05          5.12578237E+03
        810.0000          1.00000000E+30          5.54938691E+04          1.26728936E+05          6.43625693E+04          7.24450849E+03          1.07895886E+05          5.29796748E+03
        820.0000          1.00000000E+30          5.70493729E+04          1.31948803E+05          6.70554159E+04          7.44851774E+03          1.11510755E+05          5.45723271E+03
        830.0000          1.00000000E+30          5.83533991E+04          1.36799685E+05          6.94062557E+04          7.69774522E+03          1.14886957E+05          5.63484335E+03
        840.0000          1.00000000E+30          5.99372242E+04          1.41851391E+05          7.18868248E+04          7.96422839E+03          1.18434896E+05          5.82582842E+03
        850.0000          1.00000000E+30          6.16094242E+04          1.47629485E+05          7.45135134E+04          8.16066367E+03          1.22284276E+05          5.98293303E+03
        860.0000          1.00000000E+30          6.28156652E+04          1.52580186E+05          7.74090968E+04          8.43142370E+03          1.25818347E+05          6.17498157E+03
        870.0000          1.00000000E+30          6.44969998E+04          1.57817363E+05          8.00702788E+04          8.66422904E+03          1.29861377E+05          6.35131695E+03
        880.0000          1.00000000E+30          6.62708156E+04          1.63383823E+05          8.32012893E+04          8.94906287E+03          1.33496513E+05          6.55894361E+03
        890.0000          1.00000000E+30          6.74121598E+04          1.69530002E+05          8.58956353E+04          9.18519588E+03          1.37613214E+05          6.73344448E+03
        900.0000          1.00000000E+30          6.91542909E+04          1.75154021E+05          8.88665661E+04          9.43998709E+03          1.41679336E+05          6.92458214E+03
        910.0000          1.00000000E+30          7.09888544E+04          1.81767054E+05          9.22308034E+04          9.72942956E+03          1.45913830E+05          7.13954548E+03
        920.0000          1.00000000E+30          7.23398645E+04          1.87461481E+05          9.52892850E+04          9.99411195E+03          1.49910017E+05          7.33234545E+03
        930.0000          1.00000000E+30          7.41931368E+04          1.93745579E+05          9.84856897E+04          1.02987954E+04          1.54184539E+05          7.55412690E+03
        940.0000          1.00000000E+30          7.56431727E+04          2.00802558E+05          1.02129326E+05          1.05520226E+04          1.58778469E+05          7.74844629E+03
        950.0000          1.00000000E+30          7.74850174E+04          2.07274267E+05          1.05242952E+05          1.08652595E+04          1.63416129E+05          7.97525276E+03
        960.0000          1.00000000E+30          7.90947864E+04          2.14033615E+05          1.09103191E+05          1.11361816E+04          1.67547983E+05          8.18018111E+03
