#Energy      Li   Mn   O  Total
        370.0000          1.27807927E+02          1.88693649E+01          1.24624569E+01          7.08912186E+00
        380.0000          1.31111614E+02          1.90331680E+01          1.27474089E+01          7.21426470E+00
        390.0000          1.34414586E+02          1.91993753E+01          1.30321290E+01          7.33901163E+00
        400.0000          1.37716860E+02          1.93677583E+01          1.33166216E+01          7.46337732E+00
        410.0000          1.41018454E+02          1.95381121E+01          1.36008911E+01          7.58737530E+00
        420.0000          1.44319382E+02          1.97102527E+01          1.38849417E+01          7.71101813E+00
        430.0000          1.47619659E+02          1.98840145E+01          1.41687778E+01          7.83431746E+00
        440.0000          1.50919299E+02          2.00592481E+01          1.44524036E+01          7.95728416E+00
        450.0000          1.54218317E+02          2.02358183E+01          1.47358232E+01          8.07992837E+00
        460.0000          1.57516724E+02          2.04136031E+01          1.50190406E+01          8.20225958E+00
        470.0000          1.60814532E+02          2.05924912E+01          1.53020597E+01          8.32428670E+00
        480.0000          1.64111754E+02          2.07723821E+01          1.55848845E+01          8.44601808E+00
        490.0000          1.67408401E+02          2.09531838E+01          1.58675186E+01          8.56746162E+00
        500.0000          1.70704482E+02          2.11348128E+01          1.61499657E+01          8.68862475E+00
        510.0000          1.74000007E+02          2.13171927E+01          1.64322294E+01          8.80951451E+00
        520.0000          1.77294988E+02          2.15002536E+01          1.67143132E+01          8.93013754E+00
        530.0000          1.80589432E+02          2.16839318E+01          1.69962204E+01          9.05050018E+00
        537.9990          1.83224278E+02          2.18312607E+01          1.72215931E+01          9.14659485E+00
        538.0010          1.83224937E+02          2.18312976E+01          1.72216494E+01          9.14661886E+00
        540.0000          1.83883349E+02          2.18681686E+01          1.72779543E+01          9.17060844E+00
        550.0000          1.87176747E+02          2.20529103E+01          1.75595181E+01          9.29046801E+00
        560.0000          1.90469634E+02          2.22381077E+01          1.78409149E+01          9.41008436E+00
        570.0000          1.93762018E+02          2.24237152E+01          1.81221477E+01          9.52946269E+00
        580.0000          1.97053907E+02          2.26096913E+01          1.84032194E+01          9.64860796E+00
        590.0000          2.00345308E+02          2.27959973E+01          1.86841329E+01          9.76752493E+00
        600.0000          2.03636227E+02          2.29825978E+01          1.89648910E+01          9.88621817E+00
        610.0000          2.06926671E+02          2.31694601E+01          1.92454963E+01          1.00046920E+01
        620.0000          2.10216647E+02          2.33565539E+01          1.95259514E+01          1.01229507E+01
        630.0000          2.13506162E+02          2.35438513E+01          1.98062589E+01          1.02409983E+01
        640.0000          2.16795219E+02          2.37313265E+01          2.00864212E+01          1.03588386E+01
        644.9990          2.18439250E+02          2.38251043E+01          2.02264207E+01          1.04176704E+01
        645.0010          2.18439908E+02          2.38251419E+01          2.02264767E+01          1.04176939E+01
        650.0000          2.20083827E+02          2.39189554E+01          2.03664408E+01          1.04764753E+01
        655.9990          2.22056449E+02          2.40315784E+01          2.05343570E+01          1.05469495E+01
        656.0010          2.22057107E+02          2.40316160E+01          2.05344129E+01          1.05469730E+01
        660.0000          2.23371990E+02          2.41067159E+01          2.06463199E+01          1.05939122E+01
        670.0000          2.26659713E+02          2.42945875E+01          2.09260609E+01          1.07111526E+01
        680.0000          2.29947002E+02          2.44825511E+01          2.12056659E+01          1.08282000E+01
        690.0000          2.33233862E+02          2.46705890E+01          2.14851370E+01          1.09450575E+01
        700.0000          2.36520297E+02          2.48586849E+01          2.17644765E+01          1.10617283E+01
        710.0000          2.39806312E+02          2.50468236E+01          2.20436862E+01          1.11782154E+01
        720.0000          2.43091912E+02          2.52349907E+01          2.23227681E+01          1.12945218E+01
        730.0000          2.46377101E+02          2.54231733E+01          2.26017243E+01          1.14106504E+01
        740.0000          2.49661884E+02          2.56113592E+01          2.28805565E+01          1.15266038E+01
        750.0000          2.52946263E+02          2.57995368E+01          2.31592665E+01          1.16423848E+01
        760.0000          2.56230244E+02          2.59876957E+01          2.34378562E+01          1.17579960E+01
        770.0000          2.59513831E+02          2.61758261E+01          2.37163273E+01          1.18734398E+01
        772.9190          2.60472236E+02          2.62307347E+01          2.37975909E+01          1.19071067E+01
        772.9210          2.60472892E+02          2.62307723E+01          2.37976466E+01          1.19071298E+01
        780.0000          2.62797026E+02          2.63639188E+01          2.39946814E+01          1.19887188E+01
        790.0000          2.66079834E+02          2.65519653E+01          2.42729202E+01          1.21038353E+01
        800.0000          2.69362258E+02          2.67399577E+01          2.45510453E+01          1.22187917E+01
        810.0000          2.72644301E+02          2.69278886E+01          2.48290582E+01          1.23335902E+01
        820.0000          2.75925968E+02          2.71157512E+01          2.51069605E+01          1.24482330E+01
        830.0000          2.79207260E+02          2.73035391E+01          2.53847536E+01          1.25627222E+01
        840.0000          2.82488181E+02          2.74912464E+01          2.56624390E+01          1.26770599E+01
        850.0000          2.85768735E+02          2.76788676E+01          2.59400181E+01          1.27912482E+01
        860.0000          2.89048924E+02          2.78663975E+01          2.62174923E+01          1.29052891E+01
        870.0000          2.92328751E+02          2.80538315E+01          2.64948628E+01          1.30191844E+01
        880.0000          2.95608219E+02          2.82411649E+01          2.67721311E+01          1.31329361E+01
        890.0000          2.98887331E+02          2.84283939E+01          2.70492984E+01          1.32465460E+01
        900.0000          3.02166089E+02          2.86155145E+01          2.73263659E+01          1.33600159E+01
        910.0000          3.05444495E+02          2.88025232E+01          2.76033349E+01          1.34733476E+01
        920.0000          3.08722553E+02          2.89894167E+01          2.78802065E+01          1.35865427E+01
        930.0000          3.12000265E+02          2.91761920E+01          2.81569819E+01          1.36996029E+01
        940.0000          3.15277633E+02          2.93628463E+01          2.84336623E+01          1.38125300E+01
        950.0000          3.18554660E+02          2.95493770E+01          2.87102488E+01          1.39253254E+01
        960.0000          3.21831347E+02          2.97357816E+01          2.89867424E+01          1.40379908E+01
        970.0000          3.25107698E+02          2.99220580E+01          2.92631442E+01          1.41505277E+01
        980.0000          3.28383714E+02          3.01082042E+01          2.95394553E+01          1.42629375E+01
        990.0000          3.31659397E+02          3.02942181E+01          2.98156766E+01          1.43752218E+01
       1000.0000          3.34934749E+02          3.04800983E+01          3.00918093E+01          1.44873820E+01
       1100.0000          3.67670514E+02          3.23312505E+01          3.28484592E+01          1.56024539E+01
       1200.0000          4.00375173E+02          3.41679669E+01          3.55971879E+01          1.67064997E+01
       1300.0000          4.33050169E+02          3.59900196E+01          3.83387085E+01          1.78005685E+01
       1400.0000          4.65696684E+02          3.77975991E+01          4.10736125E+01          1.88855420E+01
       1500.0000          4.98315701E+02          3.95911172E+01          4.38023965E+01          1.99621708E+01
       1600.0000          5.30908048E+02          4.13710965E+01          4.65254822E+01          2.10311011E+01
       1700.0000          5.63474432E+02          4.31381070E+01          4.92432314E+01          2.20928938E+01
       1800.0000          5.96015464E+02          4.48927299E+01          5.19559568E+01          2.31480401E+01
       1900.0000          6.28531673E+02          4.66355370E+01          5.46639312E+01          2.41969731E+01
       2000.0000          6.61023523E+02          4.83670787E+01          5.73673941E+01          2.52400771E+01
       2100.0000          6.93491424E+02          5.00878789E+01          6.00665572E+01          2.62776951E+01
       2200.0000          7.25935741E+02          5.17984318E+01          6.27616086E+01          2.73101346E+01
       2300.0000          7.58356800E+02          5.34992016E+01          6.54527165E+01          2.83376728E+01
       2400.0000          7.90754893E+02          5.51906230E+01          6.81400320E+01          2.93605606E+01
       2500.0000          8.23130287E+02          5.68731021E+01          7.08236911E+01          3.03790258E+01
       2600.0000          8.55483221E+02          5.85470186E+01          7.35038175E+01          3.13932764E+01
       2700.0000          8.87813915E+02          6.02127269E+01          7.61805232E+01          3.24035023E+01
       2800.0000          9.20122569E+02          6.18705580E+01          7.88539109E+01          3.34098783E+01
       2900.0000          9.52409369E+02          6.35208215E+01          8.15240741E+01          3.44125648E+01
       3000.0000          9.84674485E+02          6.51638068E+01          8.41910993E+01          3.54117101E+01
       3100.0000          1.01691807E+03          6.67997850E+01          8.68550656E+01          3.64074515E+01
       3200.0000          1.04914028E+03          6.84290100E+01          8.95160464E+01          3.73999161E+01
       3300.0000          1.08134125E+03          7.00517203E+01          9.21741096E+01          3.83892223E+01
       3400.0000          1.11352110E+03          7.16681395E+01          9.48293184E+01          3.93754802E+01
       3500.0000          1.14567995E+03          7.32784782E+01          9.74817312E+01          4.03587927E+01
       3600.0000          1.17781792E+03          7.48829344E+01          1.00131403E+02          4.13392560E+01
       3700.0000          1.20993510E+03          7.64816948E+01          1.02778384E+02          4.23169603E+01
       3800.0000          1.24203160E+03          7.80749357E+01          1.05422724E+02          4.32919900E+01
       3900.0000          1.27410752E+03          7.96628232E+01          1.08064466E+02          4.42644247E+01
       4000.0000          1.30616294E+03          8.12455149E+01          1.10703653E+02          4.52343393E+01
       4100.0000          1.33819794E+03          8.28231594E+01          1.13340324E+02          4.62018042E+01
       4200.0000          1.37021260E+03          8.43958979E+01          1.15974517E+02          4.71668862E+01
       4300.0000          1.40220701E+03          8.59638643E+01          1.18606267E+02          4.81296482E+01
       4400.0000          1.43418123E+03          8.75271855E+01          1.21235608E+02          4.90901498E+01
       4500.0000          1.46613534E+03          8.90859822E+01          1.23862571E+02          5.00484475E+01
       4600.0000          1.49806939E+03          9.06403693E+01          1.26487186E+02          5.10045949E+01
       4700.0000          1.52998345E+03          9.21904561E+01          1.29109482E+02          5.19586430E+01
       4800.0000          1.56187759E+03          9.37363468E+01          1.31729485E+02          5.29106401E+01
       4900.0000          1.59375186E+03          9.52781407E+01          1.34347221E+02          5.38606324E+01
       5000.0000          1.62560632E+03          9.68159327E+01          1.36962715E+02          5.48086638E+01
       5100.0000          1.65744102E+03          9.83498134E+01          1.39575990E+02          5.57547761E+01
       5200.0000          1.68925601E+03          9.98798693E+01          1.42187069E+02          5.66990093E+01
       5300.0000          1.72105135E+03          1.01406183E+02          1.44795972E+02          5.76414017E+01
       5400.0000          1.75282709E+03          1.02928835E+02          1.47402720E+02          5.85819898E+01
       5500.0000          1.78458326E+03          1.04447900E+02          1.50007332E+02          5.95208085E+01
       5600.0000          1.81631992E+03          1.05963451E+02          1.52609828E+02          6.04578913E+01
       5700.0000          1.84803711E+03          1.07475559E+02          1.55210225E+02          6.13932704E+01
       5800.0000          1.87973487E+03          1.08984290E+02          1.57808540E+02          6.23269764E+01
       5900.0000          1.91141325E+03          1.10489709E+02          1.60404789E+02          6.32590390E+01
       6000.0000          1.94307229E+03          1.11991878E+02          1.62998989E+02          6.41894866E+01
       6100.0000          1.97471202E+03          1.13490857E+02          1.65591156E+02          6.51183464E+01
       6200.0000          2.00633248E+03          1.14986703E+02          1.68181302E+02          6.60456446E+01
       6300.0000          2.03793371E+03          1.16479471E+02          1.70769444E+02          6.69714066E+01
       6400.0000          2.06951575E+03          1.17969214E+02          1.73355593E+02          6.78956567E+01
       6500.0000          2.10107864E+03          1.19455985E+02          1.75939765E+02          6.88184184E+01
       6543.9990          2.11495993E+03          1.20109220E+02          1.77076151E+02          6.92239586E+01
       6544.0010          2.11496056E+03          1.20109250E+02          1.77076203E+02          6.92239770E+01
       6600.0000          2.13262240E+03          1.20939832E+02          1.78521970E+02          6.97397141E+01
       6700.0000          2.16414708E+03          1.22420803E+02          1.81102223E+02          7.06595658E+01
       6800.0000          2.19565270E+03          1.23898945E+02          1.83680533E+02          7.15779944E+01
       6900.0000          2.22713929E+03          1.25374302E+02          1.86256914E+02          7.24950203E+01
       7000.0000          2.25860690E+03          1.26846917E+02          1.88831376E+02          7.34106632E+01
       7100.0000          2.29005555E+03          1.28316832E+02          1.91403929E+02          7.43249421E+01
       7200.0000          2.32148527E+03          1.29784087E+02          1.93974585E+02          7.52378752E+01
       7300.0000          2.35289609E+03          1.31248721E+02          1.96543354E+02          7.61494803E+01
       7400.0000          2.38428804E+03          1.32710772E+02          1.99110244E+02          7.70597748E+01
       7500.0000          2.41566115E+03          1.34170277E+02          2.01675266E+02          7.79687751E+01
       7600.0000          2.44701545E+03          1.35627271E+02          2.04238430E+02          7.88764976E+01
       7700.0000          2.47835097E+03          1.37081788E+02          2.06799743E+02          7.97829577E+01
       7800.0000          2.50966773E+03          1.38533862E+02          2.09359215E+02          8.06881707E+01
       7900.0000          2.54096576E+03          1.39983525E+02          2.11916854E+02          8.15921514E+01
       8000.0000          2.57224509E+03          1.41430808E+02          2.14472669E+02          8.24949139E+01
       8100.0000          2.60350574E+03          1.42875743E+02          2.17026667E+02          8.33964722E+01
       8200.0000          2.63474774E+03          1.44318358E+02          2.19578857E+02          8.42968398E+01
       8300.0000          2.66597112E+03          1.45758682E+02          2.22129245E+02          8.51960296E+01
       8400.0000          2.69717589E+03          1.47196744E+02          2.24677840E+02          8.60940546E+01
       8500.0000          2.72836210E+03          1.48632570E+02          2.27224649E+02          8.69909270E+01
       8600.0000          2.75952975E+03          1.50066188E+02          2.29769678E+02          8.78866588E+01
       8700.0000          2.79067887E+03          1.51497622E+02          2.32312935E+02          8.87812618E+01
       8800.0000          2.82180949E+03          1.52926897E+02          2.34854426E+02          8.96747474E+01
       8900.0000          2.85292163E+03          1.54354039E+02          2.37394158E+02          9.05671267E+01
       9000.0000          2.88401532E+03          1.55779070E+02          2.39932138E+02          9.14584104E+01
       9100.0000          2.91509057E+03          1.57202014E+02          2.42468371E+02          9.23486092E+01
       9200.0000          2.94614742E+03          1.58622894E+02          2.45002864E+02          9.32377332E+01
       9300.0000          2.97718587E+03          1.60041731E+02          2.47535623E+02          9.41257924E+01
       9400.0000          3.00820596E+03          1.61458547E+02          2.50066654E+02          9.50127967E+01
       9500.0000          3.03920770E+03          1.62873363E+02          2.52595961E+02          9.58987556E+01
       9600.0000          3.07019113E+03          1.64286198E+02          2.55123552E+02          9.67836782E+01
       9700.0000          3.10115625E+03          1.65697074E+02          2.57649431E+02          9.76675737E+01
       9800.0000          3.13210309E+03          1.67106009E+02          2.60173605E+02          9.85504509E+01
       9900.0000          3.16303168E+03          1.68513021E+02          2.62696077E+02          9.94323184E+01
      10000.0000          3.19394202E+03          1.69918131E+02          2.65216854E+02          1.00313185E+02
      11000.0000          3.50204690E+03          1.83868319E+02          2.90332433E+02          1.09068504E+02
      12000.0000          3.80834976E+03          1.97645693E+02          3.15283483E+02          1.17731708E+02
      13000.0000          4.11286901E+03          2.11263230E+02          3.40073892E+02          1.26308747E+02
      14000.0000          4.41562198E+03          2.24731613E+02          3.64707008E+02          1.34804537E+02
      15000.0000          4.71662519E+03          2.38059780E+02          3.89185775E+02          1.43223210E+02
      16000.0000          5.01589449E+03          2.51255316E+02          4.13512818E+02          1.51568287E+02
      17000.0000          5.31344515E+03          2.64324737E+02          4.37690514E+02          1.59842807E+02
      18000.0000          5.60929202E+03          2.77273699E+02          4.61721034E+02          1.68049426E+02
      19000.0000          5.90344953E+03          2.90107164E+02          4.85606389E+02          1.76190480E+02
      20000.0000          6.19593176E+03          3.02829517E+02          5.09348448E+02          1.84268050E+02
      21000.0000          6.48675250E+03          3.15444669E+02          5.32948969E+02          1.92284002E+02
      22000.0000          6.77592526E+03          3.27956130E+02          5.56409609E+02          2.00240017E+02
      23000.0000          7.06346331E+03          3.40367069E+02          5.79731944E+02          2.08137627E+02
      24000.0000          7.34937968E+03          3.52680369E+02          6.02917476E+02          2.15978231E+02
      25000.0000          7.63368720E+03          3.64898663E+02          6.25967643E+02          2.23763113E+02
      26000.0000          7.91639850E+03          3.77024366E+02          6.48883831E+02          2.31493461E+02
      27000.0000          8.19752606E+03          3.89059710E+02          6.71667372E+02          2.39170380E+02
      28000.0000          8.47708213E+03          4.01006760E+02          6.94319557E+02          2.46794894E+02
      29000.0000          8.75507885E+03          4.12867436E+02          7.16841635E+02          2.54367968E+02
      30000.0000          9.03152818E+03          4.24643531E+02          7.39234821E+02          2.61890501E+02
      31000.0000          9.30644193E+03          4.36336724E+02          7.61500297E+02          2.69363347E+02
      32000.0000          9.57983179E+03          4.47948592E+02          7.83639214E+02          2.76787307E+02
