#Energy      Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   C-K-shell   Valence  Total
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86436245E+02          2.86436245E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.98448299E+02          2.98448299E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.10786453E+02          3.10786453E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.23282225E+02          3.23282225E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.36929919E+02          3.36929919E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50071084E+02          3.50071084E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63559735E+02          3.63559735E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.77452923E+02          3.77452923E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.92568642E+02          3.92568642E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06742361E+02          4.06742361E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21959773E+02          4.21959773E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36793416E+02          4.36793416E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.53070318E+02          4.53070318E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.70249119E+02          4.70249119E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.85662533E+02          4.85662533E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.03529165E+02          5.03529165E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.20463430E+02          5.20463430E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.38296166E+02          5.38296166E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57128837E+02          5.57128837E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76565746E+02          5.76565746E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.94618970E+02          5.94618970E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.14972657E+02          6.14972657E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.35334260E+02          6.35334260E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.54776510E+02          6.54776510E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.76082905E+02          6.76082905E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.97088594E+02          6.97088594E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.18623191E+02          7.18623191E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.40628476E+02          7.40628476E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.62869325E+02          7.62869325E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.85553457E+02          7.85553457E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.09738489E+02          8.09738489E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.33857542E+02          8.33857542E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.57201238E+02          8.57201238E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.82346852E+02          8.82346852E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.07555961E+02          9.07555961E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.34056131E+02          9.34056131E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.58494794E+02          9.58494794E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.85119685E+02          9.85119685E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01263575E+03          1.01263575E+03
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04022329E+03          1.04022329E+03
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06920936E+03          1.06920936E+03
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09639520E+03          1.09639520E+03
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12455090E+03          1.12455090E+03
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15558190E+03          1.15558190E+03
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18519762E+03          1.18519762E+03
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21566217E+03          1.21566217E+03
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24705428E+03          1.24705428E+03
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27635247E+03          1.27635247E+03
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30908032E+03          1.30908032E+03
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34195073E+03          1.34195073E+03
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37580869E+03          1.37580869E+03
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40837655E+03          1.40837655E+03
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43910378E+03          1.43910378E+03
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47363816E+03          1.47363816E+03
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50945263E+03          1.50945263E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54726640E+03          1.54726640E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58057717E+03          1.58057717E+03
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61823492E+03          1.61823492E+03
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65684627E+03          1.65684627E+03
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68850235E+03          1.68850235E+03
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72823402E+03          1.72823402E+03
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76776309E+03          1.76776309E+03
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80544798E+03          1.80544798E+03
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84562648E+03          1.84562648E+03
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.88626835E+03          1.88626835E+03
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92829901E+03          1.92829901E+03
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96361123E+03          1.96361123E+03
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00653940E+03          2.00653940E+03
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04966352E+03          2.04966352E+03
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09285698E+03          2.09285698E+03
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13650084E+03          2.13650084E+03
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17458336E+03          2.17458336E+03
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22062677E+03          2.22062677E+03
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26618482E+03          2.26618482E+03
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.30673056E+03          2.30673056E+03
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35454000E+03          2.35454000E+03
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39795864E+03          2.39795864E+03
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44592966E+03          2.44592966E+03
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63872710E+03          2.63872710E+03
        104.0010          1.00000000E+30          1.00000000E+30          1.51623166E+04          5.60170340E+03          1.00000000E+30          2.63883258E+03          1.60404073E+03
        110.0000          1.00000000E+30          1.00000000E+30          2.18207835E+03          9.33901348E+02          1.00000000E+30          2.94070112E+03          5.35013831E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.24750828E+03          6.14980102E+02          1.00000000E+30          3.49352474E+03          3.68471973E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.22864656E+03          6.25410431E+02          1.00000000E+30          4.09849042E+03          3.76386139E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.30667555E+03          6.51842352E+02          1.00000000E+30          4.75721986E+03          3.98466542E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.37471024E+03          6.86744320E+02          1.00000000E+30          5.47728893E+03          4.22628529E+02
        153.9990          1.00000000E+30          1.00000000E+30          1.41344825E+03          7.03748458E+02          1.00000000E+30          5.78423253E+03          4.34530262E+02
        154.0010          1.00000000E+30          4.35119690E+03          1.41346724E+03          7.06884394E+02          1.00000000E+30          5.78439942E+03          3.96064822E+02
        160.0000          1.00000000E+30          4.41064031E+03          1.48455748E+03          7.43509990E+02          1.00000000E+30          6.26630575E+03          4.15820930E+02
        170.0000          1.00000000E+30          4.51342353E+03          1.63740759E+03          8.20984582E+02          1.00000000E+30          7.10185701E+03          4.56383288E+02
        180.0000          1.00000000E+30          4.60611936E+03          1.81080236E+03          9.08847726E+02          1.00000000E+30          7.99698629E+03          5.01332211E+02
        190.0000          1.00000000E+30          4.75045980E+03          2.00222521E+03          1.00594468E+03          1.00000000E+30          8.93844789E+03          5.50685976E+02
        200.0000          1.00000000E+30          4.97416750E+03          2.20428459E+03          1.10758268E+03          1.00000000E+30          9.95866637E+03          6.03142572E+02
        210.0000          1.00000000E+30          5.24922694E+03          2.42891228E+03          1.22153948E+03          1.00000000E+30          1.10222990E+04          6.61561417E+02
        220.0000          1.00000000E+30          5.52029173E+03          2.68959298E+03          1.35364359E+03          1.00000000E+30          1.21709879E+04          7.27874714E+02
        230.0000          1.00000000E+30          5.78452394E+03          2.95861319E+03          1.48868375E+03          1.00000000E+30          1.33764882E+04          7.95314865E+02
        240.0000          1.00000000E+30          6.04776429E+03          3.26207905E+03          1.64076828E+03          1.00000000E+30          1.46532288E+04          8.69853970E+02
        250.0000          1.00000000E+30          6.33873163E+03          3.59268796E+03          1.80640293E+03          1.00000000E+30          1.60250252E+04          9.50487094E+02
        260.0000          1.00000000E+30          6.63150008E+03          3.92795190E+03          1.98830281E+03          1.00000000E+30          1.74653689E+04          1.03564835E+03
        270.0000          1.00000000E+30          6.96746191E+03          4.31105393E+03          2.17236212E+03          1.00000000E+30          1.89748611E+04          1.12547233E+03
        280.0000          1.00000000E+30          7.29823224E+03          4.69305469E+03          2.36512352E+03          1.00000000E+30          2.05273287E+04          1.21709766E+03
        287.9990          1.00000000E+30          7.59749635E+03          5.02578001E+03          2.53017699E+03          1.00000000E+30          2.17934097E+04          1.29582172E+03
        288.0010          1.00000000E+30          7.59757424E+03          5.02587290E+03          2.53022256E+03          2.09035537E+03          2.17937690E+04          7.99945123E+02
        290.0000          1.00000000E+30          7.67623358E+03          5.09162199E+03          2.57661066E+03          2.15501305E+03          2.21270345E+04          8.16988164E+02
        300.0000          1.00000000E+30          8.03323775E+03          5.54219226E+03          2.79719912E+03          2.45327900E+03          2.38120645E+04          8.99255882E+02
        310.0000          1.00000000E+30          8.43104505E+03          6.02654847E+03          3.04685110E+03          2.63131106E+03          2.56193972E+04          9.69160319E+02
        320.0000          1.00000000E+30          8.81160254E+03          6.48665373E+03          3.27389795E+03          2.77194732E+03          2.74536651E+04          1.03063251E+03
        330.0000          1.00000000E+30          9.25331598E+03          7.02160098E+03          3.54391473E+03          2.91535248E+03          2.93911999E+04          1.09926791E+03
        340.0000          1.00000000E+30          9.62753107E+03          7.59382408E+03          3.83156122E+03          3.08556780E+03          3.14360751E+04          1.17309619E+03
        350.0000          1.00000000E+30          1.00965700E+04          8.19004524E+03          4.12878972E+03          3.29092575E+03          3.35529265E+04          1.25468273E+03
        360.0000          1.00000000E+30          1.05222559E+04          8.77165907E+03          4.43543594E+03          3.50926233E+03          3.56670644E+04          1.33780267E+03
        370.0000          1.00000000E+30          1.09314796E+04          9.44529913E+03          4.75949566E+03          3.76849862E+03          3.79103371E+04          1.43021886E+03
        380.0000          1.00000000E+30          1.14118901E+04          1.00872954E+04          5.10584299E+03          4.01953117E+03          4.02443979E+04          1.52380961E+03
        390.0000          1.00000000E+30          1.18852600E+04          1.08093670E+04          5.45509215E+03          4.27624458E+03          4.27587090E+04          1.62021446E+03
        400.0000          1.00000000E+30          1.24174628E+04          1.15599094E+04          5.83051337E+03          4.52613167E+03          4.51228170E+04          1.71924680E+03
        410.0000          1.00000000E+30          1.28912848E+04          1.23355416E+04          6.22126653E+03          4.80715862E+03          4.78142594E+04          1.82377024E+03
        420.0000          1.00000000E+30          1.34191616E+04          1.31643710E+04          6.63749510E+03          5.09016390E+03          5.05215058E+04          1.93276663E+03
        430.0000          1.00000000E+30          1.39497228E+04          1.39736316E+04          7.07292500E+03          5.38619365E+03          5.31845018E+04          2.04458867E+03
        440.0000          1.00000000E+30          1.45444484E+04          1.48602144E+04          7.53374328E+03          5.69575329E+03          5.61345974E+04          2.16371347E+03
        450.0000          1.00000000E+30          1.50683588E+04          1.57770336E+04          8.00789032E+03          6.01013364E+03          5.90624774E+04          2.28341152E+03
        460.0000          1.00000000E+30          1.55963391E+04          1.67830452E+04          8.47527187E+03          6.33284789E+03          6.20678245E+04          2.40552241E+03
        470.0000          1.00000000E+30          1.61798430E+04          1.77984217E+04          9.03706937E+03          6.68413700E+03          6.52773880E+04          2.54082741E+03
        480.0000          1.00000000E+30          1.68184059E+04          1.88570655E+04          9.52512731E+03          7.07668761E+03          6.84387353E+04          2.67812677E+03
        490.0000          1.00000000E+30          1.73838701E+04          1.99784731E+04          1.00881428E+04          7.44094729E+03          7.18167481E+04          2.81673829E+03
        500.0000          1.00000000E+30          1.80586266E+04          2.11243739E+04          1.06649795E+04          7.81082794E+03          7.52130433E+04          2.96031687E+03
        510.0000          1.00000000E+30          1.86198564E+04          2.22353354E+04          1.12580555E+04          8.22536956E+03          7.86654812E+04          3.10759750E+03
        520.0000          1.00000000E+30          1.93155363E+04          2.34896019E+04          1.18964305E+04          8.65118028E+03          8.22255484E+04          3.26631416E+03
        530.0000          1.00000000E+30          1.99803229E+04          2.47589923E+04          1.25591927E+04          9.09403404E+03          8.60840841E+04          3.42888128E+03
        540.0000          1.00000000E+30          2.07438922E+04          2.60850411E+04          1.32225494E+04          9.53444723E+03          8.98738460E+04          3.59478121E+03
        550.0000          1.00000000E+30          2.13511160E+04          2.75749708E+04          1.39157347E+04          9.99254231E+03          9.37474202E+04          3.76359472E+03
        560.0000          1.00000000E+30          2.21472493E+04          2.89369823E+04          1.46432134E+04          1.04721545E+04          9.80277542E+04          3.94176071E+03
        570.0000          1.00000000E+30          2.27423721E+04          3.03357954E+04          1.53819307E+04          1.09571494E+04          1.02074576E+05          4.11509321E+03
        580.0000          1.00000000E+30          2.35517131E+04          3.18918189E+04          1.61408750E+04          1.14535771E+04          1.06399841E+05          4.30148694E+03
        590.0000          1.00000000E+30          2.42578145E+04          3.36283801E+04          1.69582015E+04          1.19792266E+04          1.10734294E+05          4.49564274E+03
        600.0000          1.00000000E+30          2.49866599E+04          3.52242547E+04          1.78627169E+04          1.25554451E+04          1.15321330E+05          4.70120215E+03
        610.0000          1.00000000E+30          2.58286920E+04          3.68847127E+04          1.87025371E+04          1.30846251E+04          1.19640728E+05          4.90002117E+03
        620.0000          1.00000000E+30          2.65379290E+04          3.86439940E+04          1.95777989E+04          1.36420822E+04          1.24662903E+05          5.10303933E+03
        630.0000          1.00000000E+30          2.74103482E+04          4.04200612E+04          2.05019035E+04          1.42261221E+04          1.29188552E+05          5.31822758E+03
        640.0000          1.00000000E+30          2.81207486E+04          4.22360922E+04          2.14357570E+04          1.48639779E+04          1.34209230E+05          5.53660251E+03
        650.0000          1.00000000E+30          2.90048778E+04          4.41843142E+04          2.23933256E+04          1.54586174E+04          1.39181865E+05          5.75906586E+03
        660.0000          1.00000000E+30          2.98264160E+04          4.61955671E+04          2.34743205E+04          1.61594678E+04          1.44273841E+05          6.00280965E+03
        670.0000          1.00000000E+30          3.07643475E+04          4.84080386E+04          2.45323475E+04          1.67609581E+04          1.49812554E+05          6.23974883E+03
        680.0000          1.00000000E+30          3.15960560E+04          5.04329000E+04          2.56177156E+04          1.74432343E+04          1.55332852E+05          6.48172412E+03
        690.0000          1.00000000E+30          3.25738780E+04          5.28649669E+04          2.66868688E+04          1.81378692E+04          1.60458390E+05          6.73615732E+03
        700.0000          1.00000000E+30          3.33833106E+04          5.49863555E+04          2.79519271E+04          1.89297355E+04          1.66518651E+05          7.00528341E+03
        710.0000          1.00000000E+30          3.43919977E+04          5.72736342E+04          2.90720781E+04          1.96120088E+04          1.71831279E+05          7.25991456E+03
        720.0000          1.00000000E+30          3.52011060E+04          5.95724960E+04          3.02733546E+04          2.03292419E+04          1.77793499E+05          7.51644908E+03
        730.0000          1.00000000E+30          3.62207894E+04          6.22567804E+04          3.14809066E+04          2.10905952E+04          1.83889117E+05          7.79491237E+03
        740.0000          1.00000000E+30          3.71409970E+04          6.45991199E+04          3.28889398E+04          2.19418717E+04          1.90097142E+05          8.08765055E+03
        750.0000          1.00000000E+30          3.82070418E+04          6.72197380E+04          3.41188826E+04          2.27095203E+04          1.96255513E+05          8.36898199E+03
        760.0000          1.00000000E+30          3.91461605E+04          7.01846405E+04          3.54855631E+04          2.34944006E+04          2.02674709E+05          8.66016483E+03
        770.0000          1.00000000E+30          4.02361192E+04          7.27509027E+04          3.68873115E+04          2.44012744E+04          2.08784148E+05          8.97025748E+03
        780.0000          1.00000000E+30          4.13885125E+04          7.54706415E+04          3.84733935E+04          2.52401703E+04          2.15815622E+05          9.28880830E+03
        790.0000          1.00000000E+30          4.22623389E+04          7.83575380E+04          3.98576725E+04          2.61095967E+04          2.22246808E+05          9.58656859E+03
        800.0000          1.00000000E+30          4.34255059E+04          8.15427279E+04          4.13201547E+04          2.70794185E+04          2.29207831E+05          9.92221158E+03
        810.0000          1.00000000E+30          4.46545117E+04          8.44646967E+04          4.28690708E+04          2.79854008E+04          2.36111870E+05          1.02534175E+04
        820.0000          1.00000000E+30          4.54825806E+04          8.79154663E+04          4.45765695E+04          2.89259716E+04          2.43391900E+05          1.05849317E+04
        830.0000          1.00000000E+30          4.66937660E+04          9.08759524E+04          4.61454435E+04          2.99767815E+04          2.51240754E+05          1.09373105E+04
        840.0000          1.00000000E+30          4.77359895E+04          9.41500756E+04          4.79946005E+04          3.08970903E+04          2.57872236E+05          1.12804470E+04
        850.0000          1.00000000E+30          4.89810488E+04          9.78544830E+04          4.95828667E+04          3.20100911E+04          2.65389092E+05          1.16534126E+04
        860.0000          1.00000000E+30          5.00626860E+04          1.01240222E+05          5.13295836E+04          3.29682988E+04          2.73635391E+05          1.20017671E+04
        870.0000          1.00000000E+30          5.13308527E+04          1.04775992E+05          5.33131208E+04          3.40017354E+04          2.80768447E+05          1.23831866E+04
        880.0000          1.00000000E+30          5.26649384E+04          1.08810286E+05          5.51117415E+04          3.51661057E+04          2.89431058E+05          1.27853117E+04
        890.0000          1.00000000E+30          5.36764703E+04          1.12255356E+05          5.69959050E+04          3.61979614E+04          2.96639689E+05          1.31439766E+04
        900.0000          1.00000000E+30          5.50200099E+04          1.15947310E+05          5.91348581E+04          3.74327905E+04          3.05490264E+05          1.35688367E+04
        910.0000          1.00000000E+30          5.64325347E+04          1.20141063E+05          6.09687807E+04          3.84690516E+04          3.13106738E+05          1.39597772E+04
        920.0000          1.00000000E+30          5.73978149E+04          1.24063673E+05          6.32284215E+04          3.96178598E+04          3.21861110E+05          1.43582466E+04
        930.0000          1.00000000E+30          5.87900114E+04          1.28568374E+05          6.51605248E+04          4.09044522E+04          3.30324282E+05          1.47909489E+04
        940.0000          1.00000000E+30          6.02514228E+04          1.32489035E+05          6.72641713E+04          4.20816875E+04          3.39736873E+05          1.52164320E+04
        950.0000          1.00000000E+30          6.13662972E+04          1.36538260E+05          6.96142892E+04          4.34326222E+04          3.48609032E+05          1.56550571E+04
        960.0000          1.00000000E+30          6.28446772E+04          1.41223030E+05          7.17203460E+04          4.46600948E+04          3.57296730E+05          1.60962069E+04
