#Energy      Si  Total
         55.0000          4.01736631E+00          4.01736631E+00
         56.0000          4.01221582E+00          4.01221582E+00
         57.0000          4.00781257E+00          4.00781257E+00
         58.0000          4.00411792E+00          4.00411792E+00
         59.0000          4.00109582E+00          4.00109582E+00
         60.0000          3.99871260E+00          3.99871260E+00
         61.0000          3.99693674E+00          3.99693674E+00
         62.0000          3.99573875E+00          3.99573875E+00
         63.0000          3.99509099E+00          3.99509099E+00
         64.0000          3.99496751E+00          3.99496751E+00
         65.0000          3.99534394E+00          3.99534394E+00
         66.0000          3.99619737E+00          3.99619737E+00
         67.0000          3.99750626E+00          3.99750626E+00
         68.0000          3.99925029E+00          3.99925029E+00
         69.0000          4.00141033E+00          4.00141033E+00
         70.0000          4.00396833E+00          4.00396833E+00
         71.0000          4.00690723E+00          4.00690723E+00
         72.0000          4.01021091E+00          4.01021091E+00
         73.0000          4.01386415E+00          4.01386415E+00
         74.0000          4.01785251E+00          4.01785251E+00
         75.0000          4.02216233E+00          4.02216233E+00
         76.0000          4.02678068E+00          4.02678068E+00
         77.0000          4.03169526E+00          4.03169526E+00
         78.0000          4.03689442E+00          4.03689442E+00
         79.0000          4.04236709E+00          4.04236709E+00
         80.0000          4.04810275E+00          4.04810275E+00
         81.0000          4.05409139E+00          4.05409139E+00
         82.0000          4.06032349E+00          4.06032349E+00
         83.0000          4.06678999E+00          4.06678999E+00
         84.0000          4.07348225E+00          4.07348225E+00
         85.0000          4.08039204E+00          4.08039204E+00
         86.0000          4.08751150E+00          4.08751150E+00
         87.0000          4.09483316E+00          4.09483316E+00
         88.0000          4.10234986E+00          4.10234986E+00
         89.0000          4.11005476E+00          4.11005476E+00
         90.0000          4.11794134E+00          4.11794134E+00
         91.0000          4.12600335E+00          4.12600335E+00
         92.0000          4.13423482E+00          4.13423482E+00
         93.0000          4.14263004E+00          4.14263004E+00
         94.0000          4.15118353E+00          4.15118353E+00
         95.0000          4.15989005E+00          4.15989005E+00
         96.0000          4.16874458E+00          4.16874458E+00
         97.0000          4.17774230E+00          4.17774230E+00
         98.0000          4.18687858E+00          4.18687858E+00
         99.0000          4.19614901E+00          4.19614901E+00
        100.0000          4.20554931E+00          4.20554931E+00
        103.9990          4.24436001E+00          4.24436001E+00
        104.0010          4.24437988E+00          4.24437988E+00
        110.0000          4.30587037E+00          4.30587037E+00
        120.0000          4.41553625E+00          4.41553625E+00
        130.0000          4.53222133E+00          4.53222133E+00
        140.0000          4.65427182E+00          4.65427182E+00
        150.0000          4.78048232E+00          4.78048232E+00
        153.9990          4.83190937E+00          4.83190937E+00
        154.0010          4.83193521E+00          4.83193521E+00
        160.0000          4.90995565E+00          4.90995565E+00
        170.0000          5.04201199E+00          5.04201199E+00
        180.0000          5.17612813E+00          5.17612813E+00
        190.0000          5.31189597E+00          5.31189597E+00
        200.0000          5.44899334E+00          5.44899334E+00
        210.0000          5.58716330E+00          5.58716330E+00
        220.0000          5.72619896E+00          5.72619896E+00
        230.0000          5.86593244E+00          5.86593244E+00
        240.0000          6.00622645E+00          6.00622645E+00
        250.0000          6.14696800E+00          6.14696800E+00
        260.0000          6.28806361E+00          6.28806361E+00
        270.0000          6.42943547E+00          6.42943547E+00
        280.0000          6.57101857E+00          6.57101857E+00
        290.0000          6.71275836E+00          6.71275836E+00
        300.0000          6.85460889E+00          6.85460889E+00
        310.0000          6.99653137E+00          6.99653137E+00
        320.0000          7.13849296E+00          7.13849296E+00
        330.0000          7.28046577E+00          7.28046577E+00
        340.0000          7.42242613E+00          7.42242613E+00
        350.0000          7.56435387E+00          7.56435387E+00
        360.0000          7.70623181E+00          7.70623181E+00
        370.0000          7.84804535E+00          7.84804535E+00
        380.0000          7.98978202E+00          7.98978202E+00
        390.0000          8.13143123E+00          8.13143123E+00
        400.0000          8.27298397E+00          8.27298397E+00
        410.0000          8.41443261E+00          8.41443261E+00
        420.0000          8.55577070E+00          8.55577070E+00
        430.0000          8.69699281E+00          8.69699281E+00
        440.0000          8.83809438E+00          8.83809438E+00
        450.0000          8.97907164E+00          8.97907164E+00
        460.0000          9.11992146E+00          9.11992146E+00
        470.0000          9.26064131E+00          9.26064131E+00
        480.0000          9.40122915E+00          9.40122915E+00
        490.0000          9.54168338E+00          9.54168338E+00
        500.0000          9.68200279E+00          9.68200279E+00
        510.0000          9.82218649E+00          9.82218649E+00
        520.0000          9.96223390E+00          9.96223390E+00
        530.0000          1.01021447E+01          1.01021447E+01
        540.0000          1.02419187E+01          1.02419187E+01
        550.0000          1.03815560E+01          1.03815560E+01
        560.0000          1.05210570E+01          1.05210570E+01
        570.0000          1.06604218E+01          1.06604218E+01
        580.0000          1.07996512E+01          1.07996512E+01
        590.0000          1.09387457E+01          1.09387457E+01
        600.0000          1.10777060E+01          1.10777060E+01
        610.0000          1.12165330E+01          1.12165330E+01
        620.0000          1.13552275E+01          1.13552275E+01
        630.0000          1.14937905E+01          1.14937905E+01
        640.0000          1.16322229E+01          1.16322229E+01
        650.0000          1.17705259E+01          1.17705259E+01
        660.0000          1.19087004E+01          1.19087004E+01
        670.0000          1.20467476E+01          1.20467476E+01
        680.0000          1.21846686E+01          1.21846686E+01
        690.0000          1.23224645E+01          1.23224645E+01
        700.0000          1.24601366E+01          1.24601366E+01
        710.0000          1.25976860E+01          1.25976860E+01
        720.0000          1.27351138E+01          1.27351138E+01
        730.0000          1.28724213E+01          1.28724213E+01
        740.0000          1.30096097E+01          1.30096097E+01
        750.0000          1.31466802E+01          1.31466802E+01
        760.0000          1.32836340E+01          1.32836340E+01
        770.0000          1.34204721E+01          1.34204721E+01
        780.0000          1.35571960E+01          1.35571960E+01
        790.0000          1.36938066E+01          1.36938066E+01
        800.0000          1.38303053E+01          1.38303053E+01
        810.0000          1.39666931E+01          1.39666931E+01
        820.0000          1.41029712E+01          1.41029712E+01
        830.0000          1.42391408E+01          1.42391408E+01
        840.0000          1.43752030E+01          1.43752030E+01
        850.0000          1.45111589E+01          1.45111589E+01
        860.0000          1.46470096E+01          1.46470096E+01
        870.0000          1.47827563E+01          1.47827563E+01
        880.0000          1.49184000E+01          1.49184000E+01
        890.0000          1.50539418E+01          1.50539418E+01
        900.0000          1.51893827E+01          1.51893827E+01
        910.0000          1.53247239E+01          1.53247239E+01
        920.0000          1.54599662E+01          1.54599662E+01
        930.0000          1.55951109E+01          1.55951109E+01
        940.0000          1.57301588E+01          1.57301588E+01
        950.0000          1.58651109E+01          1.58651109E+01
        960.0000          1.59999683E+01          1.59999683E+01
        970.0000          1.61347319E+01          1.61347319E+01
        980.0000          1.62694027E+01          1.62694027E+01
        990.0000          1.64039815E+01          1.64039815E+01
       1000.0000          1.65384694E+01          1.65384694E+01
       1100.0000          1.78785381E+01          1.78785381E+01
       1200.0000          1.92104312E+01          1.92104312E+01
       1300.0000          2.05348739E+01          2.05348739E+01
       1400.0000          2.18524909E+01          2.18524909E+01
       1500.0000          2.31638225E+01          2.31638225E+01
       1600.0000          2.44693379E+01          2.44693379E+01
       1700.0000          2.57694474E+01          2.57694474E+01
       1800.0000          2.70645111E+01          2.70645111E+01
       1843.9990          2.76328110E+01          2.76328110E+01
       1844.0010          2.76328368E+01          2.76328368E+01
       1900.0000          2.83548470E+01          2.83548470E+01
       2000.0000          2.96407374E+01          2.96407374E+01
       2100.0000          3.09224342E+01          3.09224342E+01
       2200.0000          3.22001629E+01          3.22001629E+01
       2300.0000          3.34741265E+01          3.34741265E+01
       2400.0000          3.47445082E+01          3.47445082E+01
       2500.0000          3.60114745E+01          3.60114745E+01
       2600.0000          3.72751765E+01          3.72751765E+01
       2700.0000          3.85357525E+01          3.85357525E+01
       2800.0000          3.97933289E+01          3.97933289E+01
       2900.0000          4.10480219E+01          4.10480219E+01
       3000.0000          4.22999386E+01          4.22999386E+01
       3100.0000          4.35491778E+01          4.35491778E+01
       3200.0000          4.47958308E+01          4.47958308E+01
       3300.0000          4.60399827E+01          4.60399827E+01
       3400.0000          4.72817123E+01          4.72817123E+01
       3500.0000          4.85210930E+01          4.85210930E+01
       3600.0000          4.97581937E+01          4.97581937E+01
       3700.0000          5.09930783E+01          5.09930783E+01
       3800.0000          5.22258071E+01          5.22258071E+01
       3900.0000          5.34564366E+01          5.34564366E+01
       4000.0000          5.46850196E+01          5.46850196E+01
       4100.0000          5.59116063E+01          5.59116063E+01
       4200.0000          5.71362436E+01          5.71362436E+01
       4300.0000          5.83589760E+01          5.83589760E+01
       4400.0000          5.95798456E+01          5.95798456E+01
       4500.0000          6.07988920E+01          6.07988920E+01
       4600.0000          6.20161531E+01          6.20161531E+01
       4700.0000          6.32316645E+01          6.32316645E+01
       4800.0000          6.44454603E+01          6.44454603E+01
       4900.0000          6.56575727E+01          6.56575727E+01
       5000.0000          6.68680325E+01          6.68680325E+01
       5100.0000          6.80768690E+01          6.80768690E+01
       5200.0000          6.92841101E+01          6.92841101E+01
       5300.0000          7.04897826E+01          7.04897826E+01
       5400.0000          7.16939118E+01          7.16939118E+01
       5500.0000          7.28965222E+01          7.28965222E+01
       5600.0000          7.40976371E+01          7.40976371E+01
       5700.0000          7.52972789E+01          7.52972789E+01
       5800.0000          7.64954690E+01          7.64954690E+01
       5900.0000          7.76922279E+01          7.76922279E+01
       6000.0000          7.88875754E+01          7.88875754E+01
       6100.0000          8.00815304E+01          8.00815304E+01
       6200.0000          8.12741112E+01          8.12741112E+01
       6300.0000          8.24653353E+01          8.24653353E+01
       6400.0000          8.36552195E+01          8.36552195E+01
       6500.0000          8.48437803E+01          8.48437803E+01
       6600.0000          8.60310331E+01          8.60310331E+01
       6700.0000          8.72169932E+01          8.72169932E+01
       6800.0000          8.84016751E+01          8.84016751E+01
       6900.0000          8.95850929E+01          8.95850929E+01
       7000.0000          9.07672602E+01          9.07672602E+01
       7100.0000          9.19481902E+01          9.19481902E+01
       7200.0000          9.31278956E+01          9.31278956E+01
       7300.0000          9.43063886E+01          9.43063886E+01
       7400.0000          9.54836813E+01          9.54836813E+01
       7500.0000          9.66597851E+01          9.66597851E+01
       7600.0000          9.78347112E+01          9.78347112E+01
       7700.0000          9.90084705E+01          9.90084705E+01
       7800.0000          1.00181073E+02          1.00181073E+02
       7900.0000          1.01352530E+02          1.01352530E+02
       8000.0000          1.02522851E+02          1.02522851E+02
       8100.0000          1.03692045E+02          1.03692045E+02
       8200.0000          1.04860121E+02          1.04860121E+02
       8300.0000          1.06027089E+02          1.06027089E+02
       8400.0000          1.07192958E+02          1.07192958E+02
       8500.0000          1.08357736E+02          1.08357736E+02
       8600.0000          1.09521432E+02          1.09521432E+02
       8700.0000          1.10684053E+02          1.10684053E+02
       8800.0000          1.11845608E+02          1.11845608E+02
       8900.0000          1.13006104E+02          1.13006104E+02
       9000.0000          1.14165548E+02          1.14165548E+02
       9100.0000          1.15323949E+02          1.15323949E+02
       9200.0000          1.16481313E+02          1.16481313E+02
       9300.0000          1.17637647E+02          1.17637647E+02
       9400.0000          1.18792958E+02          1.18792958E+02
       9500.0000          1.19947252E+02          1.19947252E+02
       9600.0000          1.21100536E+02          1.21100536E+02
       9700.0000          1.22252817E+02          1.22252817E+02
       9800.0000          1.23404100E+02          1.23404100E+02
       9900.0000          1.24554391E+02          1.24554391E+02
      10000.0000          1.25703697E+02          1.25703697E+02
      11000.0000          1.37143746E+02          1.37143746E+02
      12000.0000          1.48490831E+02          1.48490831E+02
      13000.0000          1.59749146E+02          1.59749146E+02
      14000.0000          1.70922186E+02          1.70922186E+02
      15000.0000          1.82012920E+02          1.82012920E+02
      16000.0000          1.93023903E+02          1.93023903E+02
      17000.0000          2.03957371E+02          2.03957371E+02
      18000.0000          2.14815298E+02          2.14815298E+02
      19000.0000          2.25599451E+02          2.25599451E+02
      20000.0000          2.36311420E+02          2.36311420E+02
      21000.0000          2.46952654E+02          2.46952654E+02
      22000.0000          2.57524477E+02          2.57524477E+02
      23000.0000          2.68028113E+02          2.68028113E+02
      24000.0000          2.78464697E+02          2.78464697E+02
      25000.0000          2.88835288E+02          2.88835288E+02
      26000.0000          2.99140878E+02          2.99140878E+02
      27000.0000          3.09382401E+02          3.09382401E+02
      28000.0000          3.19560743E+02          3.19560743E+02
      29000.0000          3.29676740E+02          3.29676740E+02
      30000.0000          3.39731193E+02          3.39731193E+02
      31000.0000          3.49724862E+02          3.49724862E+02
      32000.0000          3.59658478E+02          3.59658478E+02
      33000.0000          3.69532743E+02          3.69532743E+02
      34000.0000          3.79348330E+02          3.79348330E+02
      35000.0000          3.89105889E+02          3.89105889E+02
      36000.0000          3.98806050E+02          3.98806050E+02
      37000.0000          4.08449419E+02          4.08449419E+02
      38000.0000          4.18036585E+02          4.18036585E+02
      39000.0000          4.27568122E+02          4.27568122E+02
      40000.0000          4.37044584E+02          4.37044584E+02
      41000.0000          4.46466513E+02          4.46466513E+02
      42000.0000          4.55834436E+02          4.55834436E+02
      43000.0000          4.65148867E+02          4.65148867E+02
      44000.0000          4.74410308E+02          4.74410308E+02
      45000.0000          4.83619251E+02          4.83619251E+02
      46000.0000          4.92776174E+02          4.92776174E+02
      47000.0000          5.01881549E+02          5.01881549E+02
      48000.0000          5.10935834E+02          5.10935834E+02
      49000.0000          5.19939482E+02          5.19939482E+02
      50000.0000          5.28892934E+02          5.28892934E+02
