#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   Valence  Total
       3700.0000          9.90822366E+04          1.71529561E+06          1.71899273E+07          8.78563631E+06          2.34984138E+07          9.18259468E+04
       3800.0000          1.06742274E+05          1.83881186E+06          1.88901351E+07          9.68835318E+06          2.52602601E+07          9.89322123E+04
       3900.0000          1.14824739E+05          1.97008921E+06          2.06920529E+07          1.06815117E+07          2.70878398E+07          1.06435287E+05
       4000.0000          1.23092571E+05          2.10841101E+06          2.27154560E+07          1.16649898E+07          2.89800204E+07          1.14122500E+05
       4100.0000          1.31541494E+05          2.25515476E+06          2.49008186E+07          1.27511649E+07          3.09108199E+07          1.22002890E+05
       4200.0000          1.40838776E+05          2.40671148E+06          2.71121965E+07          1.39421840E+07          3.30299209E+07          1.30638587E+05
       4300.0000          1.49811716E+05          2.56234896E+06          2.94704998E+07          1.51526708E+07          3.51889481E+07          1.39011345E+05
       4400.0000          1.59955595E+05          2.71876169E+06          3.20814179E+07          1.65093821E+07          3.74518489E+07          1.48412150E+05
       4500.0000          1.70250594E+05          2.89206635E+06          3.47521896E+07          1.79524524E+07          3.98463934E+07          1.58001785E+05
       4600.0000          1.81039921E+05          3.06739743E+06          3.76712654E+07          1.93683284E+07          4.23018897E+07          1.68025755E+05
       4700.0000          1.92473095E+05          3.25072227E+06          4.08003755E+07          2.09901937E+07          4.48130319E+07          1.78647319E+05
       4800.0000          2.04165727E+05          3.44405917E+06          4.41190649E+07          2.26472903E+07          4.75194029E+07          1.89530267E+05
       4900.0000          2.16137325E+05          3.64125932E+06          4.74669857E+07          2.44376270E+07          5.01371441E+07          2.00672192E+05
       5000.0000          2.28944960E+05          3.84307230E+06          5.12165837E+07          2.63466357E+07          5.32572671E+07          2.12570224E+05
       5100.0000          2.42201372E+05          4.05886789E+06          5.51083985E+07          2.82734108E+07          5.61625004E+07          2.24896474E+05
       5200.0000          2.56075587E+05          4.28215964E+06          5.90241690E+07          3.03731840E+07          5.89905259E+07          2.37787142E+05
       5300.0000          2.70612835E+05          4.51509893E+06          6.33270188E+07          3.25998319E+07          6.23977872E+07          2.51301264E+05
       5400.0000          2.85085067E+05          4.74702736E+06          6.78425071E+07          3.49517463E+07          6.56467362E+07          2.64762703E+05
       5500.0000          3.00146812E+05          4.98968014E+06          7.26204123E+07          3.74401996E+07          6.89487897E+07          2.78776763E+05
       5600.0000          3.16091668E+05          5.24423085E+06          7.76454814E+07          4.00779463E+07          7.24728511E+07          2.93603525E+05
       5700.0000          3.32257223E+05          5.50223634E+06          8.29576819E+07          4.28859016E+07          7.61093544E+07          3.08644675E+05
       5800.0000          3.48749652E+05          5.79561423E+06          8.85781116E+07          4.57417516E+07          7.98931150E+07          3.24086214E+05
       5900.0000          3.66181010E+05          6.06337827E+06          9.45453216E+07          4.85713396E+07          8.38215452E+07          3.40262238E+05
       6000.0000          3.84224138E+05          6.35084515E+06          1.00589826E+08          5.17028432E+07          8.77396667E+07          3.57042516E+05
       6100.0000          4.02962649E+05          6.64684411E+06          1.06593210E+08          5.49704170E+07          9.18391473E+07          3.74457703E+05
       6200.0000          4.22371170E+05          6.95456949E+06          1.13747690E+08          5.87131368E+07          9.61130297E+07          3.92525689E+05
       6300.0000          4.43856685E+05          7.27341107E+06          1.20744528E+08          6.23115421E+07          1.00794522E+08          4.12419084E+05
       6400.0000          4.63603747E+05          7.63141124E+06          1.27915993E+08          6.60429849E+07          1.05216027E+08          4.30938749E+05
       6500.0000          4.84265188E+05          7.95253246E+06          1.35469691E+08          6.99949684E+07          1.09714596E+08          4.50143581E+05
       6600.0000          5.06045236E+05          8.28720263E+06          1.43322846E+08          7.39364232E+07          1.14481979E+08          4.70363945E+05
       6700.0000          5.28048136E+05          8.64148368E+06          1.51614858E+08          7.85660810E+07          1.19832707E+08          4.90880332E+05
       6800.0000          5.52920892E+05          8.99831344E+06          1.60331157E+08          8.29630715E+07          1.24797278E+08          5.13871297E+05
       6900.0000          5.75604248E+05          9.40695575E+06          1.69488913E+08          8.75746670E+07          1.29982363E+08          5.35153899E+05
       7000.0000          5.99721048E+05          9.77210954E+06          1.78684116E+08          9.24945253E+07          1.35362366E+08          5.57547412E+05
       7100.0000          6.27217470E+05          1.01631456E+07          1.88368274E+08          9.75139743E+07          1.41446165E+08          5.82964065E+05
       7200.0000          6.52293364E+05          1.06127922E+07          1.98598569E+08          1.02675298E+08          1.46788113E+08          6.06477526E+05
       7300.0000          6.78602856E+05          1.10161428E+07          2.09049643E+08          1.08760513E+08          1.52384721E+08          6.30941800E+05
       7400.0000          7.05935677E+05          1.14396693E+07          2.21032363E+08          1.14323163E+08          1.58316003E+08          6.56356355E+05
       7500.0000          7.36764688E+05          1.18797100E+07          2.31451685E+08          1.20084073E+08          1.64940880E+08          6.84850153E+05
       7600.0000          7.63768826E+05          1.23790999E+07          2.44210305E+08          1.26190766E+08          1.70962960E+08          7.10254222E+05
       7700.0000          7.92369136E+05          1.28113468E+07          2.56246501E+08          1.32600174E+08          1.77093693E+08          7.36819471E+05
       7800.0000          8.22622183E+05          1.32683207E+07          2.68750802E+08          1.39299300E+08          1.84221451E+08          7.64923466E+05
       7900.0000          8.55778665E+05          1.37524896E+07          2.83316392E+08          1.46936471E+08          1.90790802E+08          7.95660671E+05
       8000.0000          8.86418786E+05          1.42852332E+07          2.96727467E+08          1.53764069E+08          1.97590333E+08          8.24353490E+05
       8100.0000          9.22332797E+05          1.47740512E+07          3.10878377E+08          1.60939352E+08          2.05249999E+08          8.57488856E+05
       8200.0000          9.53408304E+05          1.53484300E+07          3.25708469E+08          1.68611817E+08          2.12363424E+08          8.86735713E+05
       8300.0000          9.91601765E+05          1.58426185E+07          3.40415993E+08          1.76391066E+08          2.19760383E+08          9.21873561E+05
       8400.0000          1.02457041E+06          1.64508567E+07          3.57876023E+08          1.85432703E+08          2.28087078E+08          9.52946120E+05
       8500.0000          1.05916877E+06          1.69853365E+07          3.73483970E+08          1.93505170E+08          2.35324464E+08          9.85119111E+05
       8600.0000          1.09916775E+06          1.75380294E+07          3.90304065E+08          2.02443250E+08          2.44173086E+08          1.02208166E+06
       8700.0000          1.13554297E+06          1.81812432E+07          4.07310449E+08          2.11269366E+08          2.51728025E+08          1.05619073E+06
       8800.0000          1.17378180E+06          1.87605177E+07          4.27270859E+08          2.21706568E+08          2.59924207E+08          1.09176419E+06
       8900.0000          1.21632202E+06          1.93667385E+07          4.44804651E+08          2.30896756E+08          2.69182000E+08          1.13111974E+06
       9000.0000          1.25625391E+06          2.00554825E+07          4.64236823E+08          2.40743147E+08          2.77381734E+08          1.16850807E+06
       9100.0000          1.30224546E+06          2.06434915E+07          4.84395970E+08          2.51090046E+08          2.87218549E+08          1.21083767E+06
       9200.0000          1.34089115E+06          2.13676772E+07          5.04237165E+08          2.62611275E+08          2.95470055E+08          1.24727488E+06
       9300.0000          1.38229907E+06          2.19850056E+07          5.27487729E+08          2.72999305E+08          3.05751147E+08          1.28576447E+06
       9400.0000          1.42975670E+06          2.26563573E+07          5.48174387E+08          2.85113793E+08          3.14694481E+08          1.32966927E+06
       9500.0000          1.47378471E+06          2.34052815E+07          5.73228369E+08          2.96506815E+08          3.24061127E+08          1.37088930E+06
       9600.0000          1.52447365E+06          2.40758321E+07          5.95337984E+08          3.08506472E+08          3.34707002E+08          1.41761857E+06
       9700.0000          1.56836894E+06          2.48649529E+07          6.18823385E+08          3.21857453E+08          3.44499288E+08          1.45889981E+06
       9800.0000          1.61371119E+06          2.55463853E+07          6.43405462E+08          3.34018139E+08          3.54765137E+08          1.50104871E+06
       9900.0000          1.66608619E+06          2.63635634E+07          6.68944357E+08          3.48427526E+08          3.65953208E+08          1.54981644E+06
      10000.0000          1.72197502E+06          2.72347490E+07          6.97441719E+08          3.61028552E+08          3.77878852E+08          1.60180340E+06
      11000.0000          2.29247909E+06          3.58350240E+07          1.00449077E+09          5.23930128E+08          4.98115375E+08          2.13207614E+06
      12000.0000          2.96621901E+06          4.64291825E+07          1.40849074E+09          7.39993605E+08          6.43604394E+08          2.76027462E+06
      13000.0000          3.78532963E+06          5.87130695E+07          1.92761076E+09          1.00766446E+09          8.16956259E+08          3.52180886E+06
      14000.0000          4.73955616E+06          7.31758965E+07          2.57412620E+09          1.35127380E+09          1.01754093E+09          4.40980867E+06
      15000.0000          5.84488677E+06          9.01171688E+07          3.38580012E+09          1.77385138E+09          1.25046420E+09          5.43935945E+06
      16000.0000          7.11106891E+06          1.09150048E+08          4.36669305E+09          2.29541242E+09          1.52266968E+09          6.61774242E+06
      17000.0000          8.57504998E+06          1.31161362E+08          5.53283072E+09          2.90704323E+09          1.82137000E+09          7.97986767E+06
      18000.0000          1.02274808E+07          1.56029761E+08          6.94220014E+09          3.65709176E+09          2.17698474E+09          9.51821992E+06
      19000.0000          1.20679466E+07          1.83791764E+08          8.58577874E+09          4.54582203E+09          2.56315356E+09          1.12319573E+07
      20000.0000          1.41627800E+07          2.14657512E+08          1.05142104E+10          5.55872863E+09          2.99321523E+09          1.31795220E+07
      21000.0000          1.64699608E+07          2.49879985E+08          1.27796033E+10          6.75765562E+09          3.46893799E+09          1.53296591E+07
      22000.0000          1.90926628E+07          2.88052473E+08          1.53481305E+10          8.14468686E+09          4.00954245E+09          1.77667009E+07
      23000.0000          2.18831216E+07          3.30553453E+08          1.82985610E+10          9.74538873E+09          4.58408606E+09          2.03674465E+07
      24000.0000          2.49633514E+07          3.76150555E+08          2.17018553E+10          1.15445228E+10          5.23390007E+09          2.32336630E+07
      25000.0000          2.84877113E+07          4.26492457E+08          2.55750735E+10          1.35890016E+10          5.95205469E+09          2.65053298E+07
      26000.0000          3.21944207E+07          4.81854992E+08          2.99713447E+10          1.59320650E+10          6.71772564E+09          2.99566342E+07
      27000.0000          3.61232809E+07          5.41935088E+08          3.46990928E+10          1.85765587E+10          7.56791063E+09          3.36213506E+07
      28000.0000          4.04557141E+07          6.08932543E+08          4.00503686E+10          2.14427862E+10          8.42900491E+09          3.76635814E+07
      29000.0000          4.51730201E+07          6.77708111E+08          4.61567804E+10          2.46895782E+10          9.43084547E+09          4.20506023E+07
      30000.0000          5.04285856E+07          7.52901426E+08          5.27858591E+10          2.83738625E+10          1.04740968E+10          4.69309953E+07
      31000.0000          5.57589429E+07          8.33184158E+08          6.01423986E+10          3.22394052E+10          1.15874861E+10          5.18981681E+07
      32000.0000          6.17069829E+07          9.19364403E+08          6.83387111E+10          3.66413314E+10          1.28374100E+10          5.74278593E+07
      33000.0000          6.82201188E+07          1.01546809E+09          7.70982794E+10          4.15052312E+10          1.41010038E+10          6.34873042E+07
      34000.0000          7.47466612E+07          1.11280410E+09          8.67887086E+10          4.67754034E+10          1.54824736E+10          6.95669358E+07
      35000.0000          8.19052193E+07          1.21672249E+09          9.74237066E+10          5.28338931E+10          1.69888246E+10          7.62243450E+07
      36000.0000          8.96567030E+07          1.33091338E+09          1.09068842E+11          5.90787311E+10          1.85259006E+10          8.34369828E+07
      37000.0000          9.76459436E+07          1.45337525E+09          1.21845505E+11          6.59094954E+10          2.02408652E+10          9.08932358E+07
      38000.0000          1.06406339E+08          1.57756596E+09          1.35167703E+11          7.33531932E+10          2.19580083E+10          9.90256213E+07
      39000.0000          1.15716215E+08          1.71733569E+09          1.50413842E+11          8.14413750E+10          2.38316886E+10          1.07700400E+08
      40000.0000          1.25163970E+08          1.85298738E+09          1.65818997E+11          9.02111768E+10          2.59071100E+10          1.16483539E+08
      41000.0000          1.35716994E+08          2.00691246E+09          1.83446377E+11          9.94330235E+10          2.80736892E+10          1.26299613E+08
      42000.0000          1.46373113E+08          2.16935598E+09          2.01361405E+11          1.09630903E+11          3.01398496E+10          1.36238140E+08
      43000.0000          1.58279629E+08          2.32910718E+09          2.21378459E+11          1.21096292E+11          3.24402386E+10          1.47256267E+08
      44000.0000          1.70507328E+08          2.50995437E+09          2.43137747E+11          1.32259556E+11          3.51007823E+10          1.58643852E+08
      45000.0000          1.82208536E+08          2.69265080E+09          2.65177918E+11          1.45040711E+11          3.74823499E+10          1.69579384E+08
      46000.0000          1.95627158E+08          2.88736810E+09          2.89179359E+11          1.58879212E+11          4.02486198E+10          1.82059872E+08
      47000.0000          2.09358179E+08          3.09138764E+09          3.15759777E+11          1.72712986E+11          4.31279972E+10          1.94851016E+08
      48000.0000          2.25089952E+08          3.30669260E+09          3.43261253E+11          1.87794418E+11          4.61142094E+10          2.09423697E+08
      49000.0000          2.39275789E+08          3.53395988E+09          3.73167570E+11          2.04009829E+11          4.92733254E+10          2.22711050E+08
      50000.0000          2.55586996E+08          3.76205075E+09          4.04878620E+11          2.21858084E+11          5.25615275E+10          2.37847357E+08
