#Energy      Cu  Total
         39.0000          1.89565163E+01          1.89565163E+01
         40.0000          1.85881843E+01          1.85881843E+01
         41.0000          1.82381667E+01          1.82381667E+01
         42.0000          1.79051651E+01          1.79051651E+01
         43.0000          1.75880012E+01          1.75880012E+01
         44.0000          1.72856031E+01          1.72856031E+01
         45.0000          1.69969939E+01          1.69969939E+01
         46.0000          1.67212806E+01          1.67212806E+01
         47.0000          1.64576462E+01          1.64576462E+01
         48.0000          1.62053411E+01          1.62053411E+01
         49.0000          1.59636766E+01          1.59636766E+01
         50.0000          1.57320186E+01          1.57320186E+01
         51.0000          1.55097827E+01          1.55097827E+01
         52.0000          1.52964289E+01          1.52964289E+01
         53.0000          1.50914579E+01          1.50914579E+01
         54.0000          1.48944070E+01          1.48944070E+01
         55.0000          1.47048471E+01          1.47048471E+01
         56.0000          1.45223794E+01          1.45223794E+01
         57.0000          1.43466330E+01          1.43466330E+01
         58.0000          1.41772624E+01          1.41772624E+01
         59.0000          1.40139453E+01          1.40139453E+01
         60.0000          1.38563809E+01          1.38563809E+01
         61.0000          1.37042879E+01          1.37042879E+01
         62.0000          1.35574030E+01          1.35574030E+01
         63.0000          1.34154797E+01          1.34154797E+01
         64.0000          1.32782867E+01          1.32782867E+01
         65.0000          1.31456066E+01          1.31456066E+01
         66.0000          1.30172356E+01          1.30172356E+01
         67.0000          1.28929816E+01          1.28929816E+01
         68.0000          1.27726638E+01          1.27726638E+01
         69.0000          1.26561119E+01          1.26561119E+01
         70.0000          1.25431653E+01          1.25431653E+01
         71.0000          1.24336722E+01          1.24336722E+01
         72.0000          1.23274895E+01          1.23274895E+01
         73.0000          1.22244816E+01          1.22244816E+01
         74.0000          1.21245202E+01          1.21245202E+01
         75.0000          1.20274841E+01          1.20274841E+01
         76.0000          1.19332581E+01          1.19332581E+01
         77.0000          1.18417331E+01          1.18417331E+01
         78.0000          1.17528056E+01          1.17528056E+01
         79.0000          1.16663772E+01          1.16663772E+01
         79.9990          1.15824374E+01          1.15824374E+01
         80.0000          1.15823545E+01          1.15823545E+01
         80.0010          1.15822717E+01          1.15822717E+01
         81.0000          1.15006487E+01          1.15006487E+01
         81.9990          1.14212535E+01          1.14212535E+01
         82.0000          1.14211751E+01          1.14211751E+01
         82.0010          1.14210967E+01          1.14210967E+01
         83.0000          1.13438532E+01          1.13438532E+01
         84.0000          1.12686065E+01          1.12686065E+01
         85.0000          1.11953617E+01          1.11953617E+01
         86.0000          1.11240492E+01          1.11240492E+01
         87.0000          1.10546024E+01          1.10546024E+01
         88.0000          1.09869578E+01          1.09869578E+01
         89.0000          1.09210548E+01          1.09210548E+01
         90.0000          1.08568353E+01          1.08568353E+01
         91.0000          1.07942438E+01          1.07942438E+01
         92.0000          1.07332274E+01          1.07332274E+01
         93.0000          1.06737351E+01          1.06737351E+01
         94.0000          1.06157184E+01          1.06157184E+01
         95.0000          1.05591307E+01          1.05591307E+01
         96.0000          1.05039272E+01          1.05039272E+01
         97.0000          1.04500652E+01          1.04500652E+01
         98.0000          1.03975035E+01          1.03975035E+01
         99.0000          1.03462027E+01          1.03462027E+01
        100.0000          1.02961250E+01          1.02961250E+01
        110.0000          9.85526026E+00          9.85526026E+00
        120.0000          9.50420657E+00          9.50420657E+00
        126.9990          9.30051916E+00          9.30051916E+00
        127.0010          9.30046523E+00          9.30046523E+00
        130.0000          9.22213893E+00          9.22213893E+00
        140.0000          8.99416549E+00          8.99416549E+00
        150.0000          8.80935705E+00          8.80935705E+00
        160.0000          8.65951301E+00          8.65951301E+00
        170.0000          8.53836143E+00          8.53836143E+00
        180.0000          8.44102474E+00          8.44102474E+00
        190.0000          8.36365379E+00          8.36365379E+00
        200.0000          8.30317125E+00          8.30317125E+00
        210.0000          8.25708813E+00          8.25708813E+00
        220.0000          8.22337027E+00          8.22337027E+00
        230.0000          8.20033949E+00          8.20033949E+00
        240.0000          8.18659944E+00          8.18659944E+00
        250.0000          8.18097923E+00          8.18097923E+00
        260.0000          8.18249000E+00          8.18249000E+00
        270.0000          8.19029118E+00          8.19029118E+00
        280.0000          8.20366391E+00          8.20366391E+00
        290.0000          8.22199004E+00          8.22199004E+00
        300.0000          8.24473523E+00          8.24473523E+00
        310.0000          8.27143542E+00          8.27143542E+00
        320.0000          8.30168573E+00          8.30168573E+00
        330.0000          8.33513150E+00          8.33513150E+00
        340.0000          8.37146083E+00          8.37146083E+00
        350.0000          8.41039839E+00          8.41039839E+00
        360.0000          8.45170037E+00          8.45170037E+00
        370.0000          8.49515008E+00          8.49515008E+00
        380.0000          8.54055446E+00          8.54055446E+00
        390.0000          8.58774090E+00          8.58774090E+00
        400.0000          8.63655475E+00          8.63655475E+00
        410.0000          8.68685702E+00          8.68685702E+00
        420.0000          8.73852256E+00          8.73852256E+00
        430.0000          8.79143836E+00          8.79143836E+00
        440.0000          8.84550220E+00          8.84550220E+00
        450.0000          8.90062140E+00          8.90062140E+00
        460.0000          8.95671176E+00          8.95671176E+00
        470.0000          9.01369666E+00          9.01369666E+00
        480.0000          9.07150625E+00          9.07150625E+00
        490.0000          9.13007672E+00          9.13007672E+00
        500.0000          9.18934972E+00          9.18934972E+00
        510.0000          9.24927178E+00          9.24927178E+00
        520.0000          9.30979383E+00          9.30979383E+00
        530.0000          9.37087079E+00          9.37087079E+00
        540.0000          9.43246119E+00          9.43246119E+00
        550.0000          9.49452680E+00          9.49452680E+00
        560.0000          9.55703238E+00          9.55703238E+00
        570.0000          9.61994537E+00          9.61994537E+00
        580.0000          9.68323567E+00          9.68323567E+00
        590.0000          9.74687541E+00          9.74687541E+00
        600.0000          9.81083878E+00          9.81083878E+00
        610.0000          9.87510183E+00          9.87510183E+00
        620.0000          9.93964231E+00          9.93964231E+00
        630.0000          1.00044396E+01          1.00044396E+01
        640.0000          1.00694744E+01          1.00694744E+01
        650.0000          1.01347289E+01          1.01347289E+01
        660.0000          1.02001864E+01          1.02001864E+01
        670.0000          1.02658314E+01          1.02658314E+01
        680.0000          1.03316493E+01          1.03316493E+01
        690.0000          1.03976267E+01          1.03976267E+01
        700.0000          1.04637508E+01          1.04637508E+01
        710.0000          1.05300098E+01          1.05300098E+01
        720.0000          1.05963927E+01          1.05963927E+01
        730.0000          1.06628890E+01          1.06628890E+01
        740.0000          1.07294892E+01          1.07294892E+01
        750.0000          1.07961840E+01          1.07961840E+01
        760.0000          1.08629649E+01          1.08629649E+01
        770.0000          1.09298240E+01          1.09298240E+01
        780.0000          1.09967536E+01          1.09967536E+01
        790.0000          1.10637469E+01          1.10637469E+01
        800.0000          1.11307970E+01          1.11307970E+01
        810.0000          1.11978978E+01          1.11978978E+01
        820.0000          1.12650434E+01          1.12650434E+01
        830.0000          1.13322282E+01          1.13322282E+01
        840.0000          1.13994472E+01          1.13994472E+01
        850.0000          1.14666954E+01          1.14666954E+01
        860.0000          1.15339681E+01          1.15339681E+01
        870.0000          1.16012611E+01          1.16012611E+01
        880.0000          1.16685703E+01          1.16685703E+01
        890.0000          1.17358919E+01          1.17358919E+01
        900.0000          1.18032221E+01          1.18032221E+01
        910.0000          1.18705575E+01          1.18705575E+01
        920.0000          1.19378951E+01          1.19378951E+01
        930.0000          1.20052316E+01          1.20052316E+01
        937.9990          1.20590914E+01          1.20590914E+01
        938.0010          1.20591049E+01          1.20591049E+01
        940.0000          1.20725642E+01          1.20725642E+01
        950.0000          1.21398903E+01          1.21398903E+01
        957.9990          1.21937379E+01          1.21937379E+01
        958.0010          1.21937514E+01          1.21937514E+01
        960.0000          1.22072072E+01          1.22072072E+01
        970.0000          1.22745125E+01          1.22745125E+01
        980.0000          1.23418040E+01          1.23418040E+01
        990.0000          1.24090795E+01          1.24090795E+01
       1000.0000          1.24763371E+01          1.24763371E+01
       1100.0000          1.31475491E+01          1.31475491E+01
       1102.9990          1.31676323E+01          1.31676323E+01
       1103.0010          1.31676457E+01          1.31676457E+01
       1200.0000          1.38154102E+01          1.38154102E+01
       1300.0000          1.44791248E+01          1.44791248E+01
       1400.0000          1.51382812E+01          1.51382812E+01
       1500.0000          1.57926985E+01          1.57926985E+01
       1600.0000          1.64423358E+01          1.64423358E+01
       1700.0000          1.70872377E+01          1.70872377E+01
       1800.0000          1.77275002E+01          1.77275002E+01
       1900.0000          1.83632494E+01          1.83632494E+01
       2000.0000          1.89946278E+01          1.89946278E+01
       2100.0000          1.96217853E+01          1.96217853E+01
       2200.0000          2.02448741E+01          2.02448741E+01
       2300.0000          2.08640448E+01          2.08640448E+01
       2400.0000          2.14794441E+01          2.14794441E+01
       2500.0000          2.20912139E+01          2.20912139E+01
       2600.0000          2.26994899E+01          2.26994899E+01
       2700.0000          2.33044018E+01          2.33044018E+01
       2800.0000          2.39060730E+01          2.39060730E+01
       2900.0000          2.45046205E+01          2.45046205E+01
       3000.0000          2.51001553E+01          2.51001553E+01
       3100.0000          2.56927824E+01          2.56927824E+01
       3200.0000          2.62826014E+01          2.62826014E+01
       3300.0000          2.68697064E+01          2.68697064E+01
       3400.0000          2.74541865E+01          2.74541865E+01
       3500.0000          2.80361261E+01          2.80361261E+01
       3600.0000          2.86156053E+01          2.86156053E+01
       3700.0000          2.91926998E+01          2.91926998E+01
       3800.0000          2.97674815E+01          2.97674815E+01
       3900.0000          3.03400186E+01          3.03400186E+01
       4000.0000          3.09103760E+01          3.09103760E+01
       4100.0000          3.14786151E+01          3.14786151E+01
       4200.0000          3.20447946E+01          3.20447946E+01
       4300.0000          3.26089700E+01          3.26089700E+01
       4400.0000          3.31711946E+01          3.31711946E+01
       4500.0000          3.37315189E+01          3.37315189E+01
       4600.0000          3.42899911E+01          3.42899911E+01
       4700.0000          3.48466572E+01          3.48466572E+01
       4800.0000          3.54015612E+01          3.54015612E+01
       4900.0000          3.59547451E+01          3.59547451E+01
       5000.0000          3.65062492E+01          3.65062492E+01
       5100.0000          3.70561119E+01          3.70561119E+01
       5200.0000          3.76043700E+01          3.76043700E+01
       5300.0000          3.81510589E+01          3.81510589E+01
       5400.0000          3.86962124E+01          3.86962124E+01
       5500.0000          3.92398630E+01          3.92398630E+01
       5600.0000          3.97820419E+01          3.97820419E+01
       5700.0000          4.03227791E+01          4.03227791E+01
       5800.0000          4.08621035E+01          4.08621035E+01
       5900.0000          4.14000426E+01          4.14000426E+01
       6000.0000          4.19366233E+01          4.19366233E+01
       6100.0000          4.24718711E+01          4.24718711E+01
       6200.0000          4.30058109E+01          4.30058109E+01
       6300.0000          4.35384665E+01          4.35384665E+01
       6400.0000          4.40698609E+01          4.40698609E+01
       6500.0000          4.46000163E+01          4.46000163E+01
       6600.0000          4.51289540E+01          4.51289540E+01
       6700.0000          4.56566950E+01          4.56566950E+01
       6800.0000          4.61832590E+01          4.61832590E+01
       6900.0000          4.67086655E+01          4.67086655E+01
       7000.0000          4.72329331E+01          4.72329331E+01
       7100.0000          4.77560801E+01          4.77560801E+01
       7200.0000          4.82781237E+01          4.82781237E+01
       7300.0000          4.87990811E+01          4.87990811E+01
       7400.0000          4.93189687E+01          4.93189687E+01
       7500.0000          4.98378023E+01          4.98378023E+01
       7600.0000          5.03555975E+01          5.03555975E+01
       7700.0000          5.08723691E+01          5.08723691E+01
       7800.0000          5.13881318E+01          5.13881318E+01
       7900.0000          5.19028996E+01          5.19028996E+01
       8000.0000          5.24166862E+01          5.24166862E+01
       8100.0000          5.29295050E+01          5.29295050E+01
       8200.0000          5.34413687E+01          5.34413687E+01
       8300.0000          5.39522901E+01          5.39522901E+01
       8400.0000          5.44622813E+01          5.44622813E+01
       8500.0000          5.49713541E+01          5.49713541E+01
       8600.0000          5.54795202E+01          5.54795202E+01
       8700.0000          5.59867908E+01          5.59867908E+01
       8800.0000          5.64931768E+01          5.64931768E+01
       8900.0000          5.69986889E+01          5.69986889E+01
       8985.9990          5.74327332E+01          5.74327332E+01
       8986.0010          5.74327433E+01          5.74327433E+01
       9000.0000          5.75033374E+01          5.75033374E+01
       9100.0000          5.80071326E+01          5.80071326E+01
       9200.0000          5.85100842E+01          5.85100842E+01
       9300.0000          5.90122018E+01          5.90122018E+01
       9400.0000          5.95134948E+01          5.95134948E+01
       9500.0000          6.00139724E+01          6.00139724E+01
       9600.0000          6.05136435E+01          6.05136435E+01
       9700.0000          6.10125167E+01          6.10125167E+01
       9800.0000          6.15106006E+01          6.15106006E+01
       9900.0000          6.20079035E+01          6.20079035E+01
      10000.0000          6.25044335E+01          6.25044335E+01
      11000.0000          6.74288761E+01          6.74288761E+01
      12000.0000          7.22837069E+01          7.22837069E+01
      13000.0000          7.70746174E+01          7.70746174E+01
      14000.0000          8.18062920E+01          8.18062920E+01
      15000.0000          8.64826472E+01          8.64826472E+01
      16000.0000          9.11070022E+01          9.11070022E+01
      17000.0000          9.56822034E+01          9.56822034E+01
      18000.0000          1.00210718E+02          1.00210718E+02
      19000.0000          1.04694704E+02          1.04694704E+02
      20000.0000          1.09136066E+02          1.09136066E+02
      21000.0000          1.13536497E+02          1.13536497E+02
      22000.0000          1.17897512E+02          1.17897512E+02
      23000.0000          1.22220475E+02          1.22220475E+02
      24000.0000          1.26506623E+02          1.26506623E+02
      25000.0000          1.30757082E+02          1.30757082E+02
      26000.0000          1.34972882E+02          1.34972882E+02
      27000.0000          1.39154971E+02          1.39154971E+02
      28000.0000          1.43304222E+02          1.43304222E+02
      29000.0000          1.47421447E+02          1.47421447E+02
      30000.0000          1.51507399E+02          1.51507399E+02
      31000.0000          1.55562780E+02          1.55562780E+02
      32000.0000          1.59588248E+02          1.59588248E+02
      33000.0000          1.63584422E+02          1.63584422E+02
      34000.0000          1.67551882E+02          1.67551882E+02
      35000.0000          1.71491178E+02          1.71491178E+02
      36000.0000          1.75402828E+02          1.75402828E+02
      37000.0000          1.79287324E+02          1.79287324E+02
      38000.0000          1.83145135E+02          1.83145135E+02
      39000.0000          1.86976704E+02          1.86976704E+02
      40000.0000          1.90782457E+02          1.90782457E+02
      41000.0000          1.94562800E+02          1.94562800E+02
      42000.0000          1.98318120E+02          1.98318120E+02
      43000.0000          2.02048791E+02          2.02048791E+02
      44000.0000          2.05755168E+02          2.05755168E+02
      45000.0000          2.09437596E+02          2.09437596E+02
      46000.0000          2.13096406E+02          2.13096406E+02
      47000.0000          2.16731916E+02          2.16731916E+02
      48000.0000          2.20344434E+02          2.20344434E+02
      49000.0000          2.23934258E+02          2.23934258E+02
      50000.0000          2.27501674E+02          2.27501674E+02
