#Energy      V-K-shell   V-L1-shell   V-L2-shell   V-L3-shell   V-M1-shell   V-M2-shell   V-M3-shell   O-K-shell   Valence  Total
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.40072381E+02          3.58058252E+02          1.00000000E+30          1.03718772E+01          9.96037987E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65474416E+02          3.28347083E+02          1.00000000E+30          1.00738744E+01          9.65077597E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.01774105E+02          3.02738353E+02          1.00000000E+30          9.78487560E+00          9.35220264E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.46869859E+02          2.80478103E+02          1.00000000E+30          9.50530278E+00          9.06489443E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99144637E+02          2.60984948E+02          1.00000000E+30          9.23557284E+00          8.78907070E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57356098E+02          2.43795789E+02          1.00000000E+30          8.97607859E+00          8.52491642E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.20517430E+02          2.28549005E+02          1.00000000E+30          8.72716938E+00          8.27257919E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.87841662E+02          2.14950475E+02          1.00000000E+30          8.48913311E+00          8.03214542E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58701536E+02          2.02760059E+02          1.00000000E+30          8.26218104E+00          7.80363427E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32580706E+02          1.91782062E+02          1.00000000E+30          8.04643680E+00          7.58699025E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09062527E+02          1.81853029E+02          1.00000000E+30          7.84193024E+00          7.38207951E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.87794210E+02          1.72838604E+02          1.00000000E+30          7.64859651E+00          7.18869160E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.68488852E+02          1.64624126E+02          1.00000000E+30          7.46628003E+00          7.00654300E+00
         71.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50909729E+02          1.57121086E+02          1.00000000E+30          7.29490872E+00          6.83544935E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42297781E+09          3.50892602E+02          1.57113932E+02          1.00000000E+30          7.29474247E+00          6.83528333E+00
         72.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42314672E+09          3.50875720E+02          1.57106780E+02          1.00000000E+30          7.29457622E+00          6.83511743E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27119248E+05          3.34808575E+02          1.50226003E+02          1.00000000E+30          7.13367375E+00          6.67431776E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.02026742E+04          3.20059668E+02          1.43890566E+02          1.00000000E+30          6.98270481E+00          6.52325968E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.34869182E+04          3.06494618E+02          1.38047299E+02          1.00000000E+30          6.84142098E+00          6.38170019E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.81281020E+04          2.93985319E+02          1.32645044E+02          1.00000000E+30          6.70937531E+00          6.24917310E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00481302E+04          2.82419769E+02          1.27638155E+02          1.00000000E+30          6.58610041E+00          6.12518886E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51945805E+04          2.71702569E+02          1.22987325E+02          1.00000000E+30          6.47111934E+00          6.00925433E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20179741E+04          2.61747662E+02          1.18658533E+02          1.00000000E+30          6.36395464E+00          5.90088087E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.80774202E+03          2.52482486E+02          1.14621601E+02          1.00000000E+30          6.26413564E+00          5.79959160E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.19776877E+03          2.43842744E+02          1.10849897E+02          1.00000000E+30          6.17120415E+00          5.70492553E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.98381960E+03          2.35770589E+02          1.07319751E+02          1.00000000E+30          6.08471871E+00          5.61644143E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04153378E+03          2.28216384E+02          1.04010480E+02          1.00000000E+30          6.00425754E+00          5.53372108E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.29374122E+03          2.21134310E+02          1.00903301E+02          1.00000000E+30          5.92942045E+00          5.45636889E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.68855897E+03          2.14485548E+02          9.79820150E+01          1.00000000E+30          5.85982984E+00          5.38401549E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19101292E+03          2.08233560E+02          9.52311485E+01          1.00000000E+30          5.79513107E+00          5.31631198E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.77599595E+03          2.02347688E+02          9.26376994E+01          1.00000000E+30          5.73499230E+00          5.25293647E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42560256E+03          1.96797744E+02          9.01895916E+01          1.00000000E+30          5.67910396E+00          5.19358711E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12695585E+03          1.91558891E+02          8.78761215E+01          1.00000000E+30          5.62717791E+00          5.13798697E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86975420E+03          1.86607951E+02          8.56872729E+01          1.00000000E+30          5.57894647E+00          5.08587638E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64651678E+03          1.81924079E+02          8.36141955E+01          1.00000000E+30          5.53416130E+00          5.03701707E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45134632E+03          1.77487379E+02          8.16487765E+01          1.00000000E+30          5.49259225E+00          4.99118756E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.27947375E+03          1.73281160E+02          7.97837661E+01          1.00000000E+30          5.45402618E+00          4.94818429E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12732948E+03          1.69289361E+02          7.80122963E+01          1.00000000E+30          5.41826579E+00          4.90781868E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99178760E+03          1.65497761E+02          7.63283597E+01          1.00000000E+30          5.38512849E+00          4.86991673E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87047492E+03          1.61893078E+02          7.47262202E+01          1.00000000E+30          5.35444532E+00          4.83431750E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76144538E+03          1.58463424E+02          7.32007933E+01          1.00000000E+30          5.32605988E+00          4.80087343E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66295903E+03          1.55197488E+02          7.17472536E+01          1.00000000E+30          5.29982740E+00          4.76944624E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57367731E+03          1.52085346E+02          7.03613585E+01          1.00000000E+30          5.27561383E+00          4.73991026E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49247984E+03          1.49117473E+02          6.90389297E+01          1.00000000E+30          5.25329494E+00          4.71214784E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.64500403E+02          1.25763447E+02          5.86098466E+01          1.00000000E+30          5.11263418E+00          4.51173730E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.99719994E+02          1.10377751E+02          5.17227460E+01          1.00000000E+30          5.07439107E+00          4.40740707E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.45679718E+02          9.98643368E+01          4.70154870E+01          1.00000000E+30          5.09717300E+00          4.36104328E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.47299618E+02          9.25022494E+01          4.37238788E+01          1.00000000E+30          5.15858327E+00          4.35220370E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.80386668E+02          8.72647222E+01          4.13893797E+01          1.00000000E+30          5.24564241E+00          4.36903498E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.32809984E+02          8.35077289E+01          3.97232735E+01          1.00000000E+30          5.35038458E+00          4.40419464E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.97868957E+02          8.08115750E+01          3.85369976E+01          1.00000000E+30          5.46768461E+00          4.45288497E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71576833E+02          7.88942184E+01          3.77035893E+01          1.00000000E+30          5.59411378E+00          4.51183324E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51420983E+02          7.75609746E+01          3.71352601E+01          1.00000000E+30          5.72730264E+00          4.57872686E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35743656E+02          7.66742836E+01          3.67698666E+01          1.00000000E+30          5.86319653E+00          4.65039083E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23411198E+02          7.61347914E+01          3.65624822E+01          1.00000000E+30          6.00466914E+00          4.72817350E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13625894E+02          7.58693905E+01          3.64799830E+01          1.00000000E+30          6.14740763E+00          4.80898437E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.05813052E+02          7.58233030E+01          3.64975200E+01          1.00000000E+30          6.29842391E+00          4.89676790E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99550516E+02          7.59548355E+01          3.65961518E+01          1.00000000E+30          6.44257152E+00          4.98206996E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94522460E+02          7.62317895E+01          3.67612321E+01          1.00000000E+30          6.59394585E+00          5.07316738E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90489545E+02          7.66289590E+01          3.69812829E+01          1.00000000E+30          6.74523472E+00          5.16547483E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87267431E+02          7.71263843E+01          3.72472023E+01          1.00000000E+30          6.90246407E+00          5.26235076E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84712804E+02          7.77080749E+01          3.75516923E+01          1.00000000E+30          7.05321334E+00          5.35642184E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82712558E+02          7.83610954E+01          3.78888429E+01          1.00000000E+30          7.20379618E+00          5.45127850E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81176665E+02          7.90748853E+01          3.82538245E+01          1.00000000E+30          7.35961205E+00          5.54989407E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80032915E+02          7.98407427E+01          3.86426557E+01          1.00000000E+30          7.51486162E+00          5.64884748E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79222566E+02          8.06514519E+01          3.90520295E+01          1.00000000E+30          7.66955790E+00          5.74807906E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78697601E+02          8.15009741E+01          3.94791809E+01          1.00000000E+30          7.81872192E+00          5.84474765E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78418425E+02          8.23842319E+01          3.99217792E+01          1.00000000E+30          7.97248688E+00          5.94447596E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78352111E+02          8.32969240E+01          4.03778519E+01          1.00000000E+30          8.13046830E+00          6.04696084E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78471140E+02          8.42353861E+01          4.08457161E+01          1.00000000E+30          8.28309408E+00          6.14685398E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78752320E+02          8.51964849E+01          4.13239324E+01          1.00000000E+30          8.43523848E+00          6.24682769E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79176015E+02          8.61775204E+01          4.18112604E+01          1.00000000E+30          8.58691564E+00          6.34685656E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79725484E+02          8.71761595E+01          4.23066286E+01          1.00000000E+30          8.74244860E+00          6.44926390E+00
