#Energy      Li-K-shell   Valence  Total
        750.0000          3.20920372E+05          2.32317148E+07          3.16547618E+05
        760.0000          3.33784435E+05          2.41212305E+07          3.29228639E+05
        770.0000          3.47125054E+05          2.51400001E+07          3.42397341E+05
        780.0000          3.61757253E+05          2.60500541E+07          3.56802337E+05
        790.0000          3.75048756E+05          2.71387330E+07          3.69936351E+05
        800.0000          3.90820739E+05          2.81005803E+07          3.85459794E+05
        810.0000          4.04788139E+05          2.92707084E+07          3.99266633E+05
        820.0000          4.19792792E+05          3.02613856E+07          4.14049010E+05
        830.0000          4.36674846E+05          3.13290196E+07          4.30671989E+05
        840.0000          4.51786623E+05          3.25517698E+07          4.45602103E+05
        850.0000          4.69995789E+05          3.36714021E+07          4.63525754E+05
        860.0000          4.85242808E+05          3.48411370E+07          4.78577517E+05
        870.0000          5.04513025E+05          3.61665784E+07          4.97572043E+05
        880.0000          5.20591231E+05          3.73069776E+07          5.13426741E+05
        890.0000          5.41054980E+05          3.87117838E+07          5.33597162E+05
        900.0000          5.57569330E+05          3.99076602E+07          5.49886597E+05
        910.0000          5.75682514E+05          4.12082981E+07          5.67750996E+05
        920.0000          5.96647114E+05          4.26764113E+07          5.88420569E+05
        930.0000          6.15671835E+05          4.39772554E+07          6.07171568E+05
        940.0000          6.35627872E+05          4.55358901E+07          6.26877395E+05
        950.0000          6.57967297E+05          4.68516643E+07          6.48855019E+05
        960.0000          6.81934177E+05          4.84767216E+07          6.72474313E+05
        970.0000          7.00868014E+05          4.98965283E+07          6.91159689E+05
        980.0000          7.21578083E+05          5.16115198E+07          7.11628836E+05
        990.0000          7.45863104E+05          5.30748238E+07          7.35526711E+05
       1000.0000          7.68093634E+05          5.46483891E+07          7.57447563E+05
       1100.0000          1.03223409E+06          7.28563326E+07          1.01781362E+06
       1200.0000          1.34768737E+06          9.55644438E+07          1.32894605E+06
       1300.0000          1.73243634E+06          1.21838185E+08          1.70814791E+06
       1400.0000          2.18047358E+06          1.53352186E+08          2.14990466E+06
       1500.0000          2.70905851E+06          1.90278256E+08          2.67103011E+06
       1600.0000          3.30831790E+06          2.32923336E+08          3.26198640E+06
       1700.0000          4.00643248E+06          2.82354701E+08          3.95037913E+06
       1800.0000          4.81626013E+06          3.38887794E+08          4.74877079E+06
       1900.0000          5.70650109E+06          4.01521835E+08          5.62653575E+06
       2000.0000          6.71416721E+06          4.71572276E+08          6.61991398E+06
       2100.0000          7.83769681E+06          5.49904295E+08          7.72755718E+06
       2200.0000          9.11877007E+06          6.37773531E+08          8.99022940E+06
       2300.0000          1.04849652E+07          7.36158172E+08          1.03377269E+07
       2400.0000          1.20361730E+07          8.41919636E+08          1.18665278E+07
       2500.0000          1.37014531E+07          9.58867065E+08          1.35084283E+07
       2600.0000          1.55935043E+07          1.08644075E+09          1.53728601E+07
       2700.0000          1.75975751E+07          1.22574760E+09          1.73485094E+07
       2800.0000          1.98005959E+07          1.38454763E+09          1.95214176E+07
       2900.0000          2.21751787E+07          1.54654996E+09          2.18617149E+07
       3000.0000          2.47410083E+07          1.72647278E+09          2.43914693E+07
       3100.0000          2.74693952E+07          1.91308206E+09          2.70805533E+07
       3200.0000          3.04691297E+07          2.11760654E+09          3.00369438E+07
       3300.0000          3.37042619E+07          2.33686368E+09          3.32250614E+07
       3400.0000          3.71206621E+07          2.57287018E+09          3.65927125E+07
       3500.0000          4.08807056E+07          2.83252691E+09          4.02990853E+07
       3600.0000          4.47487022E+07          3.09920833E+09          4.41117831E+07
       3700.0000          4.91088597E+07          3.40115569E+09          4.84098756E+07
       3800.0000          5.33694614E+07          3.69377681E+09          5.26093364E+07
       3900.0000          5.82516649E+07          4.03237045E+09          5.74221440E+07
       4000.0000          6.30663072E+07          4.36187365E+09          6.21674568E+07
       4100.0000          6.84898148E+07          4.74018774E+09          6.75143169E+07
       4200.0000          7.42965439E+07          5.12199381E+09          7.32342521E+07
       4300.0000          8.01096397E+07          5.52978542E+09          7.89656692E+07
       4400.0000          8.63379078E+07          5.96588673E+09          8.51062558E+07
       4500.0000          9.31884919E+07          6.42491977E+09          9.18561889E+07
       4600.0000          1.00276479E+08          6.91284706E+09          9.88426848E+07
       4700.0000          1.07668694E+08          7.40025171E+09          1.06124651E+08
       4800.0000          1.14967746E+08          7.92772016E+09          1.13324317E+08
       4900.0000          1.23234860E+08          8.48553314E+09          1.21470748E+08
       5000.0000          1.31696580E+08          9.08040834E+09          1.29813841E+08
       5100.0000          1.40604008E+08          9.69592092E+09          1.38594204E+08
       5200.0000          1.50137753E+08          1.03311094E+10          1.47987117E+08
       5300.0000          1.59965635E+08          1.10114285E+10          1.57675052E+08
       5400.0000          1.70052454E+08          1.16721737E+10          1.67610528E+08
       5500.0000          1.80770449E+08          1.24108162E+10          1.78175228E+08
       5600.0000          1.91053091E+08          1.31866419E+10          1.88324573E+08
       5700.0000          2.02667179E+08          1.40029725E+10          1.99775793E+08
       5800.0000          2.14805257E+08          1.48173023E+10          2.11735741E+08
       5900.0000          2.27501408E+08          1.56587070E+10          2.24243432E+08
       6000.0000          2.40190354E+08          1.65461410E+10          2.36753546E+08
       6100.0000          2.54744913E+08          1.74764028E+10          2.51084971E+08
       6200.0000          2.68590811E+08          1.84499395E+10          2.64736821E+08
       6300.0000          2.82841339E+08          1.94700841E+10          2.78791345E+08
       6400.0000          2.97856941E+08          2.04940725E+10          2.93589961E+08
       6500.0000          3.13573973E+08          2.15628211E+10          3.09079236E+08
       6600.0000          3.29990992E+08          2.28064785E+10          3.25284394E+08
       6700.0000          3.46404762E+08          2.39027022E+10          3.41456281E+08
       6800.0000          3.65603785E+08          2.50266491E+10          3.60339734E+08
       6900.0000          3.81807373E+08          2.64136004E+10          3.76367006E+08
       7000.0000          4.01793235E+08          2.76193401E+10          3.96031947E+08
       7100.0000          4.20712687E+08          2.88895576E+10          4.14673876E+08
       7200.0000          4.40051527E+08          3.04147500E+10          4.33775507E+08
       7300.0000          4.62824444E+08          3.17562511E+10          4.56176008E+08
       7400.0000          4.83174017E+08          3.31732311E+10          4.76237532E+08
       7500.0000          5.04319714E+08          3.46579278E+10          4.97086435E+08
       7600.0000          5.29457038E+08          3.63523566E+10          5.21856415E+08
       7700.0000          5.51736326E+08          3.79180360E+10          5.43823283E+08
       7800.0000          5.75183154E+08          3.95491302E+10          5.66937887E+08
       7900.0000          5.99679929E+08          4.12420543E+10          5.91085256E+08
       8000.0000          6.27556881E+08          4.29945444E+10          6.18528713E+08
       8100.0000          6.53344941E+08          4.48054780E+10          6.43954913E+08
       8200.0000          6.80152234E+08          4.66747599E+10          6.70383299E+08
       8300.0000          7.07926768E+08          4.87607456E+10          6.97795905E+08
       8400.0000          7.36637078E+08          5.06195232E+10          7.26070980E+08
       8500.0000          7.66269607E+08          5.28962781E+10          7.55327728E+08
       8600.0000          7.99574716E+08          5.47977130E+10          7.88075598E+08
       8700.0000          8.28807695E+08          5.68530499E+10          8.16898886E+08
       8800.0000          8.64953734E+08          5.90184065E+10          8.52460364E+08
       8900.0000          8.94803651E+08          6.14366500E+10          8.81958233E+08
       9000.0000          9.27211607E+08          6.37165304E+10          9.13912232E+08
       9100.0000          9.61411380E+08          6.63683218E+10          9.47683243E+08
       9200.0000          9.99390164E+08          6.85846598E+10          9.85036577E+08
       9300.0000          1.03531019E+09          7.09640728E+10          1.02042302E+09
       9400.0000          1.07673485E+09          7.35105192E+10          1.06119121E+09
       9500.0000          1.11168984E+09          7.62963182E+10          1.09572438E+09
       9600.0000          1.15580757E+09          7.88708823E+10          1.13911450E+09
       9700.0000          1.19252838E+09          8.18590115E+10          1.17540499E+09
       9800.0000          1.23284006E+09          8.44941486E+10          1.21511059E+09
       9900.0000          1.27923688E+09          8.76425827E+10          1.26083367E+09
      10000.0000          1.31963179E+09          9.03931244E+10          1.30064394E+09
      11000.0000          1.81732319E+09          1.24500576E+11          1.79117754E+09
      12000.0000          2.43624850E+09          1.67169350E+11          2.40125374E+09
      13000.0000          3.18897618E+09          2.18427956E+11          3.14308813E+09
      14000.0000          4.10045016E+09          2.79524889E+11          4.04116881E+09
      15000.0000          5.16753552E+09          3.54810146E+11          5.09335475E+09
      16000.0000          6.41347697E+09          4.38794531E+11          6.32108715E+09
      17000.0000          7.89936718E+09          5.38088093E+11          7.78507884E+09
      18000.0000          9.56869826E+09          6.55587075E+11          9.43104631E+09
      19000.0000          1.14892681E+10          7.85815369E+11          1.13237062E+10
      20000.0000          1.36410465E+10          9.34988634E+11          1.34448918E+10
      21000.0000          1.60750758E+10          1.10155121E+12          1.58438643E+10
      22000.0000          1.88139425E+10          1.28613664E+12          1.85426951E+10
      23000.0000          2.18924697E+10          1.49934435E+12          2.15774101E+10
      24000.0000          2.52329399E+10          1.72922748E+12          2.48700356E+10
      25000.0000          2.91738552E+10          1.98473801E+12          2.87512380E+10
      26000.0000          3.32885761E+10          2.26690219E+12          3.28068207E+10
      27000.0000          3.78155334E+10          2.57719227E+12          3.72686843E+10
      28000.0000          4.27784276E+10          2.93361081E+12          4.21635908E+10
      29000.0000          4.79807660E+10          3.29420339E+12          4.72919488E+10
      30000.0000          5.38581172E+10          3.69189402E+12          5.30837208E+10
      31000.0000          6.02440644E+10          4.12701525E+12          5.93773048E+10
      32000.0000          6.71759517E+10          4.58512215E+12          6.62059776E+10
      33000.0000          7.44428257E+10          5.08789177E+12          7.33693319E+10
      34000.0000          8.23304545E+10          5.64562486E+12          8.11470822E+10
      35000.0000          9.10003638E+10          6.22101522E+12          8.96884111E+10
      36000.0000          1.00406558E+11          6.83505899E+12          9.89529460E+10
      37000.0000          1.09837830E+11          7.51944760E+12          1.08256509E+11
      38000.0000          1.20118819E+11          8.21975793E+12          1.18388754E+11
      39000.0000          1.31514556E+11          8.99672729E+12          1.29619768E+11
      40000.0000          1.43245473E+11          9.77135105E+12          1.41175871E+11
      41000.0000          1.55487256E+11          1.06408862E+13          1.53247959E+11
      42000.0000          1.68888765E+11          1.15718240E+13          1.66459320E+11
      43000.0000          1.83226161E+11          1.24986843E+13          1.80578939E+11
      44000.0000          1.97767580E+11          1.35365229E+13          1.94919816E+11
      45000.0000          2.14078372E+11          1.45828790E+13          2.10981144E+11
      46000.0000          2.29894307E+11          1.57382418E+13          2.26584503E+11
      47000.0000          2.47291535E+11          1.69071113E+13          2.43726671E+11
      48000.0000          2.65524972E+11          1.81922483E+13          2.61705252E+11
      49000.0000          2.85106093E+11          1.94890127E+13          2.80995393E+11
      50000.0000          3.05035199E+11          2.08605433E+13          3.00639077E+11
