#Energy      Si  Total
        360.0000          1.12905843E+01          1.12905843E+01
        370.0000          1.14983587E+01          1.14983587E+01
        380.0000          1.17060205E+01          1.17060205E+01
        390.0000          1.19135541E+01          1.19135541E+01
        400.0000          1.21209464E+01          1.21209464E+01
        410.0000          1.23281862E+01          1.23281862E+01
        420.0000          1.25352640E+01          1.25352640E+01
        430.0000          1.27421719E+01          1.27421719E+01
        440.0000          1.29489032E+01          1.29489032E+01
        450.0000          1.31554523E+01          1.31554523E+01
        460.0000          1.33618148E+01          1.33618148E+01
        470.0000          1.35679868E+01          1.35679868E+01
        480.0000          1.37739654E+01          1.37739654E+01
        490.0000          1.39797482E+01          1.39797482E+01
        500.0000          1.41853336E+01          1.41853336E+01
        510.0000          1.43907200E+01          1.43907200E+01
        520.0000          1.45959068E+01          1.45959068E+01
        530.0000          1.48008935E+01          1.48008935E+01
        540.0000          1.50056797E+01          1.50056797E+01
        550.0000          1.52102657E+01          1.52102657E+01
        560.0000          1.54146519E+01          1.54146519E+01
        570.0000          1.56188387E+01          1.56188387E+01
        580.0000          1.58228270E+01          1.58228270E+01
        590.0000          1.60266176E+01          1.60266176E+01
        600.0000          1.62302117E+01          1.62302117E+01
        610.0000          1.64336104E+01          1.64336104E+01
        620.0000          1.66368151E+01          1.66368151E+01
        630.0000          1.68398270E+01          1.68398270E+01
        640.0000          1.70426477E+01          1.70426477E+01
        650.0000          1.72452786E+01          1.72452786E+01
        660.0000          1.74477214E+01          1.74477214E+01
        670.0000          1.76499776E+01          1.76499776E+01
        680.0000          1.78520490E+01          1.78520490E+01
        690.0000          1.80539371E+01          1.80539371E+01
        700.0000          1.82556437E+01          1.82556437E+01
        710.0000          1.84571706E+01          1.84571706E+01
        720.0000          1.86585194E+01          1.86585194E+01
        730.0000          1.88596920E+01          1.88596920E+01
        740.0000          1.90606900E+01          1.90606900E+01
        750.0000          1.92615152E+01          1.92615152E+01
        760.0000          1.94621694E+01          1.94621694E+01
        770.0000          1.96626543E+01          1.96626543E+01
        780.0000          1.98629717E+01          1.98629717E+01
        790.0000          2.00631232E+01          2.00631232E+01
        800.0000          2.02631106E+01          2.02631106E+01
        810.0000          2.04629356E+01          2.04629356E+01
        820.0000          2.06626000E+01          2.06626000E+01
        830.0000          2.08621053E+01          2.08621053E+01
        840.0000          2.10614533E+01          2.10614533E+01
        850.0000          2.12606455E+01          2.12606455E+01
        860.0000          2.14596837E+01          2.14596837E+01
        870.0000          2.16585694E+01          2.16585694E+01
        880.0000          2.18573042E+01          2.18573042E+01
        890.0000          2.20558897E+01          2.20558897E+01
        900.0000          2.22543274E+01          2.22543274E+01
        910.0000          2.24526190E+01          2.24526190E+01
        920.0000          2.26507658E+01          2.26507658E+01
        930.0000          2.28487695E+01          2.28487695E+01
        940.0000          2.30466314E+01          2.30466314E+01
        950.0000          2.32443530E+01          2.32443530E+01
        960.0000          2.34419358E+01          2.34419358E+01
        970.0000          2.36393811E+01          2.36393811E+01
        980.0000          2.38366905E+01          2.38366905E+01
        990.0000          2.40338651E+01          2.40338651E+01
       1000.0000          2.42309065E+01          2.42309065E+01
       1100.0000          2.61942732E+01          2.61942732E+01
       1200.0000          2.81456617E+01          2.81456617E+01
       1300.0000          3.00861343E+01          3.00861343E+01
       1400.0000          3.20166064E+01          3.20166064E+01
       1500.0000          3.39378696E+01          3.39378696E+01
       1600.0000          3.58506115E+01          3.58506115E+01
       1700.0000          3.77554330E+01          3.77554330E+01
       1800.0000          3.96528617E+01          3.96528617E+01
       1843.9990          4.04854914E+01          4.04854914E+01
       1844.0010          4.04855292E+01          4.04855292E+01
       1900.0000          4.15433636E+01          4.15433636E+01
       2000.0000          4.34273524E+01          4.34273524E+01
       2100.0000          4.53051970E+01          4.53051970E+01
       2200.0000          4.71772278E+01          4.71772278E+01
       2300.0000          4.90437423E+01          4.90437423E+01
       2400.0000          5.09050089E+01          5.09050089E+01
       2500.0000          5.27612715E+01          5.27612715E+01
       2600.0000          5.46127515E+01          5.46127515E+01
       2700.0000          5.64596515E+01          5.64596515E+01
       2800.0000          5.83021567E+01          5.83021567E+01
       2900.0000          6.01404374E+01          6.01404374E+01
       3000.0000          6.19746505E+01          6.19746505E+01
       3100.0000          6.38049406E+01          6.38049406E+01
       3200.0000          6.56314418E+01          6.56314418E+01
       3300.0000          6.74542784E+01          6.74542784E+01
       3400.0000          6.92735660E+01          6.92735660E+01
       3500.0000          7.10894124E+01          7.10894124E+01
       3600.0000          7.29019181E+01          7.29019181E+01
       3700.0000          7.47111771E+01          7.47111771E+01
       3800.0000          7.65172775E+01          7.65172775E+01
       3900.0000          7.83203021E+01          7.83203021E+01
       4000.0000          8.01203285E+01          8.01203285E+01
       4100.0000          8.19174299E+01          8.19174299E+01
       4200.0000          8.37116753E+01          8.37116753E+01
       4300.0000          8.55031297E+01          8.55031297E+01
       4400.0000          8.72918549E+01          8.72918549E+01
       4500.0000          8.90779090E+01          8.90779090E+01
       4600.0000          9.08613473E+01          9.08613473E+01
       4700.0000          9.26422221E+01          9.26422221E+01
       4800.0000          9.44205833E+01          9.44205833E+01
       4900.0000          9.61964781E+01          9.61964781E+01
       5000.0000          9.79699517E+01          9.79699517E+01
       5100.0000          9.97410469E+01          9.97410469E+01
       5200.0000          1.01509805E+02          1.01509805E+02
       5300.0000          1.03276264E+02          1.03276264E+02
       5400.0000          1.05040463E+02          1.05040463E+02
       5500.0000          1.06802436E+02          1.06802436E+02
       5600.0000          1.08562218E+02          1.08562218E+02
       5700.0000          1.10319842E+02          1.10319842E+02
       5800.0000          1.12075339E+02          1.12075339E+02
       5900.0000          1.13828739E+02          1.13828739E+02
       6000.0000          1.15580071E+02          1.15580071E+02
       6100.0000          1.17329363E+02          1.17329363E+02
       6200.0000          1.19076642E+02          1.19076642E+02
       6300.0000          1.20821932E+02          1.20821932E+02
       6400.0000          1.22565260E+02          1.22565260E+02
       6500.0000          1.24306649E+02          1.24306649E+02
       6600.0000          1.26046122E+02          1.26046122E+02
       6700.0000          1.27783700E+02          1.27783700E+02
       6800.0000          1.29519406E+02          1.29519406E+02
       6900.0000          1.31253259E+02          1.31253259E+02
       7000.0000          1.32985281E+02          1.32985281E+02
       7100.0000          1.34715490E+02          1.34715490E+02
       7200.0000          1.36443904E+02          1.36443904E+02
       7300.0000          1.38170543E+02          1.38170543E+02
       7400.0000          1.39895422E+02          1.39895422E+02
       7500.0000          1.41618560E+02          1.41618560E+02
       7600.0000          1.43339972E+02          1.43339972E+02
       7700.0000          1.45059675E+02          1.45059675E+02
       7800.0000          1.46777684E+02          1.46777684E+02
       7900.0000          1.48494013E+02          1.48494013E+02
       8000.0000          1.50208677E+02          1.50208677E+02
       8100.0000          1.51921691E+02          1.51921691E+02
       8200.0000          1.53633068E+02          1.53633068E+02
       8300.0000          1.55342821E+02          1.55342821E+02
       8400.0000          1.57050964E+02          1.57050964E+02
       8500.0000          1.58757508E+02          1.58757508E+02
       8600.0000          1.60462466E+02          1.60462466E+02
       8700.0000          1.62165850E+02          1.62165850E+02
       8800.0000          1.63867672E+02          1.63867672E+02
       8900.0000          1.65567942E+02          1.65567942E+02
       9000.0000          1.67266672E+02          1.67266672E+02
       9100.0000          1.68963873E+02          1.68963873E+02
       9200.0000          1.70659554E+02          1.70659554E+02
       9300.0000          1.72353726E+02          1.72353726E+02
       9400.0000          1.74046400E+02          1.74046400E+02
       9500.0000          1.75737584E+02          1.75737584E+02
       9600.0000          1.77427289E+02          1.77427289E+02
       9700.0000          1.79115522E+02          1.79115522E+02
       9800.0000          1.80802295E+02          1.80802295E+02
       9900.0000          1.82487614E+02          1.82487614E+02
      10000.0000          1.84171489E+02          1.84171489E+02
      11000.0000          2.00932578E+02          2.00932578E+02
      12000.0000          2.17557464E+02          2.17557464E+02
      13000.0000          2.34052290E+02          2.34052290E+02
      14000.0000          2.50422178E+02          2.50422178E+02
      15000.0000          2.66671476E+02          2.66671476E+02
      16000.0000          2.82803931E+02          2.82803931E+02
      17000.0000          2.98822816E+02          2.98822816E+02
      18000.0000          3.14731025E+02          3.14731025E+02
      19000.0000          3.30531145E+02          3.30531145E+02
      20000.0000          3.46225507E+02          3.46225507E+02
      21000.0000          3.61816231E+02          3.61816231E+02
      22000.0000          3.77305262E+02          3.77305262E+02
      23000.0000          3.92694390E+02          3.92694390E+02
      24000.0000          4.07985279E+02          4.07985279E+02
      25000.0000          4.23179479E+02          4.23179479E+02
      26000.0000          4.38278445E+02          4.38278445E+02
      27000.0000          4.53283546E+02          4.53283546E+02
      28000.0000          4.68196077E+02          4.68196077E+02
      29000.0000          4.83017267E+02          4.83017267E+02
      30000.0000          4.97748285E+02          4.97748285E+02
      31000.0000          5.12390249E+02          5.12390249E+02
      32000.0000          5.26944228E+02          5.26944228E+02
      33000.0000          5.41411249E+02          5.41411249E+02
      34000.0000          5.55792299E+02          5.55792299E+02
      35000.0000          5.70088333E+02          5.70088333E+02
      36000.0000          5.84300270E+02          5.84300270E+02
      37000.0000          5.98429000E+02          5.98429000E+02
      38000.0000          6.12475387E+02          6.12475387E+02
      39000.0000          6.26440268E+02          6.26440268E+02
      40000.0000          6.40324459E+02          6.40324459E+02
      41000.0000          6.54128752E+02          6.54128752E+02
      42000.0000          6.67853920E+02          6.67853920E+02
      43000.0000          6.81500715E+02          6.81500715E+02
      44000.0000          6.95069874E+02          6.95069874E+02
      45000.0000          7.08562116E+02          7.08562116E+02
      46000.0000          7.21978144E+02          7.21978144E+02
      47000.0000          7.35318645E+02          7.35318645E+02
      48000.0000          7.48584295E+02          7.48584295E+02
      49000.0000          7.61775754E+02          7.61775754E+02
      50000.0000          7.74893671E+02          7.74893671E+02
