#Energy      B-K-shell   N-K-shell   Valence  Total
         52.0000          1.00000000E+30          1.00000000E+30          1.83247619E+01          1.83247619E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.79754871E+01          1.79754871E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.76330188E+01          1.76330188E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.72969990E+01          1.72969990E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.69670981E+01          1.69670981E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.66430170E+01          1.66430170E+01
         58.0000          1.00000000E+30          1.00000000E+30          1.63244761E+01          1.63244761E+01
         59.0000          1.00000000E+30          1.00000000E+30          1.60112193E+01          1.60112193E+01
         60.0000          1.00000000E+30          1.00000000E+30          1.57030189E+01          1.57030189E+01
         61.0000          1.00000000E+30          1.00000000E+30          1.53996623E+01          1.53996623E+01
         62.0000          1.00000000E+30          1.00000000E+30          1.51009597E+01          1.51009597E+01
         63.0000          1.00000000E+30          1.00000000E+30          1.48067411E+01          1.48067411E+01
         64.0000          1.00000000E+30          1.00000000E+30          1.45168561E+01          1.45168561E+01
         65.0000          1.00000000E+30          1.00000000E+30          1.42311730E+01          1.42311730E+01
         66.0000          1.00000000E+30          1.00000000E+30          1.39495793E+01          1.39495793E+01
         67.0000          1.00000000E+30          1.00000000E+30          1.36719808E+01          1.36719808E+01
         68.0000          1.00000000E+30          1.00000000E+30          1.33983024E+01          1.33983024E+01
         69.0000          1.00000000E+30          1.00000000E+30          1.31284873E+01          1.31284873E+01
         70.0000          1.00000000E+30          1.00000000E+30          1.28624979E+01          1.28624979E+01
         71.0000          1.00000000E+30          1.00000000E+30          1.26003151E+01          1.26003151E+01
         72.0000          1.00000000E+30          1.00000000E+30          1.23419391E+01          1.23419391E+01
         73.0000          1.00000000E+30          1.00000000E+30          1.20873892E+01          1.20873892E+01
         74.0000          1.00000000E+30          1.00000000E+30          1.18367036E+01          1.18367036E+01
         75.0000          1.00000000E+30          1.00000000E+30          1.15899391E+01          1.15899391E+01
         76.0000          1.00000000E+30          1.00000000E+30          1.13471720E+01          1.13471720E+01
         77.0000          1.00000000E+30          1.00000000E+30          1.11084955E+01          1.11084955E+01
         78.0000          1.00000000E+30          1.00000000E+30          1.08740201E+01          1.08740201E+01
         79.0000          1.00000000E+30          1.00000000E+30          1.06438719E+01          1.06438719E+01
         80.0000          1.00000000E+30          1.00000000E+30          1.04181907E+01          1.04181907E+01
         81.0000          1.00000000E+30          1.00000000E+30          1.01971282E+01          1.01971282E+01
         82.0000          1.00000000E+30          1.00000000E+30          9.98084481E+00          9.98084481E+00
         83.0000          1.00000000E+30          1.00000000E+30          9.76950695E+00          9.76950695E+00
         84.0000          1.00000000E+30          1.00000000E+30          9.56328309E+00          9.56328309E+00
         85.0000          1.00000000E+30          1.00000000E+30          9.36234006E+00          9.36234006E+00
         86.0000          1.00000000E+30          1.00000000E+30          9.16683881E+00          9.16683881E+00
         87.0000          1.00000000E+30          1.00000000E+30          8.97693019E+00          8.97693019E+00
         88.0000          1.00000000E+30          1.00000000E+30          8.79275095E+00          8.79275095E+00
         89.0000          1.00000000E+30          1.00000000E+30          8.61441968E+00          8.61441968E+00
         90.0000          1.00000000E+30          1.00000000E+30          8.44203357E+00          8.44203357E+00
         91.0000          1.00000000E+30          1.00000000E+30          8.27566558E+00          8.27566558E+00
         92.0000          1.00000000E+30          1.00000000E+30          8.11536240E+00          8.11536240E+00
         93.0000          1.00000000E+30          1.00000000E+30          7.96114321E+00          7.96114321E+00
         94.0000          1.00000000E+30          1.00000000E+30          7.81299926E+00          7.81299926E+00
         95.0000          1.00000000E+30          1.00000000E+30          7.67089429E+00          7.67089429E+00
         96.0000          1.00000000E+30          1.00000000E+30          7.53476566E+00          7.53476566E+00
         97.0000          1.00000000E+30          1.00000000E+30          7.40452608E+00          7.40452608E+00
         98.0000          1.00000000E+30          1.00000000E+30          7.28006591E+00          7.28006591E+00
         99.0000          1.00000000E+30          1.00000000E+30          7.16125575E+00          7.16125575E+00
        100.0000          1.00000000E+30          1.00000000E+30          7.04794924E+00          7.04794924E+00
        110.0000          1.00000000E+30          1.00000000E+30          6.17877636E+00          6.17877636E+00
        120.0000          1.00000000E+30          1.00000000E+30          5.66462185E+00          5.66462185E+00
        130.0000          1.00000000E+30          1.00000000E+30          5.36561339E+00          5.36561339E+00
        140.0000          1.00000000E+30          1.00000000E+30          5.19690027E+00          5.19690027E+00
        150.0000          1.00000000E+30          1.00000000E+30          5.11001282E+00          5.11001282E+00
        160.0000          1.00000000E+30          1.00000000E+30          5.07674883E+00          5.07674883E+00
        170.0000          1.00000000E+30          1.00000000E+30          5.08003757E+00          5.08003757E+00
        180.0000          1.00000000E+30          1.00000000E+30          5.10910362E+00          5.10910362E+00
        190.0000          1.00000000E+30          1.00000000E+30          5.15687668E+00          5.15687668E+00
        191.9990          1.00000000E+30          1.00000000E+30          5.16821861E+00          5.16821861E+00
        192.0010          2.07079152E+10          1.00000000E+30          5.16823023E+00          5.16823022E+00
        200.0000          9.70195430E+04          1.00000000E+30          5.21855605E+00          5.21827536E+00
        210.0000          2.79883678E+04          1.00000000E+30          5.29078358E+00          5.28978363E+00
        220.0000          1.41456054E+04          1.00000000E+30          5.37114877E+00          5.36911010E+00
        230.0000          8.82885190E+03          1.00000000E+30          5.45788205E+00          5.45451014E+00
        240.0000          6.16818895E+03          1.00000000E+30          5.54965869E+00          5.54467002E+00
        250.0000          4.62519264E+03          1.00000000E+30          5.64546983E+00          5.63858742E+00
        260.0000          3.64117098E+03          1.00000000E+30          5.74453546E+00          5.73548680E+00
        270.0000          2.97049292E+03          1.00000000E+30          5.83772583E+00          5.82627581E+00
        280.0000          2.49025700E+03          1.00000000E+30          5.94747254E+00          5.93330205E+00
        290.0000          2.13312418E+03          1.00000000E+30          6.04944127E+00          6.03233385E+00
        300.0000          1.85943284E+03          1.00000000E+30          6.15991320E+00          6.13957407E+00
        310.0000          1.64448011E+03          1.00000000E+30          6.27050307E+00          6.24668408E+00
        320.0000          1.47225665E+03          1.00000000E+30          6.37407081E+00          6.34659352E+00
        330.0000          1.33191275E+03          1.00000000E+30          6.48501767E+00          6.45359543E+00
        340.0000          1.21590692E+03          1.00000000E+30          6.59596581E+00          6.56037754E+00
        350.0000          1.11884259E+03          1.00000000E+30          6.70689275E+00          6.66692791E+00
        360.0000          1.03677237E+03          1.00000000E+30          6.82397869E+00          6.77935734E+00
        370.0000          9.66742912E+02          1.00000000E+30          6.93461082E+00          6.88522195E+00
        380.0000          9.06511019E+02          1.00000000E+30          7.04518418E+00          6.99085296E+00
        390.0000          8.54341118E+02          1.00000000E+30          7.16139427E+00          7.10186389E+00
        400.0000          8.08874818E+02          1.00000000E+30          7.27163974E+00          7.20685143E+00
        402.9990          7.96378732E+02          1.00000000E+30          7.30413472E+00          7.23775234E+00
        403.0010          7.96370569E+02          1.80263807E+11          7.30416006E+00          7.23777655E+00
        410.0000          7.69031499E+02          1.50680620E+06          7.38180666E+00          7.31158811E+00
        420.0000          7.33943826E+02          3.92103583E+05          7.49715160E+00          7.42120297E+00
        430.0000          7.02908622E+02          1.92832035E+05          7.61215473E+00          7.53030794E+00
        440.0000          6.75347977E+02          1.18537053E+05          7.72173624E+00          7.63395449E+00
        450.0000          6.50785529E+02          8.17996198E+04          7.83616207E+00          7.74219597E+00
        460.0000          6.28824839E+02          6.06155550E+04          7.95026520E+00          7.84998780E+00
        470.0000          6.09131764E+02          4.71510506E+04          8.06405265E+00          7.95734759E+00
        480.0000          5.91425298E+02          3.79922235E+04          8.17753137E+00          8.06429207E+00
        490.0000          5.75466428E+02          3.14461030E+04          8.29070826E+00          8.17083730E+00
        500.0000          5.61051480E+02          2.65845823E+04          8.40359012E+00          8.27699844E+00
        510.0000          5.48004940E+02          2.28615031E+04          8.51618361E+00          8.38278952E+00
        520.0000          5.36175913E+02          1.99404681E+04          8.62849528E+00          8.48822423E+00
        530.0000          5.25433746E+02          1.76009026E+04          8.74053151E+00          8.59331527E+00
        540.0000          5.15664522E+02          1.56940615E+04          8.85229852E+00          8.69807442E+00
        550.0000          5.06769242E+02          1.41170631E+04          8.96380238E+00          8.80251309E+00
        560.0000          4.98660931E+02          1.27961152E+04          9.07504901E+00          8.90664187E+00
        570.0000          4.91263154E+02          1.16771818E+04          9.18604413E+00          9.01047068E+00
        580.0000          4.84508706E+02          1.07200479E+04          9.30080725E+00          9.11786659E+00
        590.0000          4.78337896E+02          9.89406020E+03          9.41124898E+00          9.22105459E+00
        600.0000          4.72698120E+02          9.17572449E+03          9.52145657E+00          9.32397055E+00
        610.0000          4.67542283E+02          8.54667414E+03          9.63530120E+00          9.43032571E+00
        620.0000          4.62828743E+02          7.99233442E+03          9.74499099E+00          9.53265513E+00
        630.0000          4.58519915E+02          7.50102343E+03          9.85446246E+00          9.63473609E+00
        640.0000          4.54582363E+02          7.06320065E+03          9.96744301E+00          9.74013006E+00
        650.0000          4.50985980E+02          6.67136555E+03          1.00764292E+01          9.84167079E+00
        660.0000          4.47703687E+02          6.31901294E+03          1.01888566E+01          9.94645701E+00
        670.0000          4.44711150E+02          6.00098191E+03          1.02973779E+01          1.00474853E+01
        680.0000          4.41986150E+02          5.71284426E+03          1.04092732E+01          1.01516922E+01
        690.0000          4.39508749E+02          5.45090043E+03          1.05173489E+01          1.02522338E+01
        700.0000          4.37260988E+02          5.21202107E+03          1.06287319E+01          1.03558874E+01
        710.0000          4.35226125E+02          4.99353902E+03          1.07363800E+01          1.04559660E+01
        720.0000          4.33389140E+02          4.79317113E+03          1.08472694E+01          1.05590906E+01
        730.0000          4.31736639E+02          4.60894897E+03          1.09579105E+01          1.06619504E+01
        740.0000          4.30255738E+02          4.43917016E+03          1.10649205E+01          1.07613468E+01
        750.0000          4.28935226E+02          4.28236200E+03          1.11750943E+01          1.08637113E+01
        760.0000          4.27764398E+02          4.13722618E+03          1.12817182E+01          1.09626976E+01
        770.0000          4.26733786E+02          4.00264400E+03          1.13914408E+01          1.10645877E+01
        780.0000          4.25834347E+02          3.87761354E+03          1.15009359E+01          1.11662392E+01
        790.0000          4.25058063E+02          3.76126414E+03          1.16102074E+01          1.12676573E+01
        800.0000          4.24397279E+02          3.65281762E+03          1.17160471E+01          1.13658238E+01
        810.0000          4.23845163E+02          3.55157673E+03          1.18248974E+01          1.14668054E+01
        820.0000          4.23395172E+02          3.45695096E+03          1.19335349E+01          1.15675675E+01
        830.0000          4.23041358E+02          3.36835280E+03          1.20419625E+01          1.16681133E+01
        840.0000          4.22778239E+02          3.28531764E+03          1.21470739E+01          1.17655303E+01
        850.0000          4.22600639E+02          3.20739400E+03          1.22551078E+01          1.18656745E+01
        860.0000          4.22503847E+02          3.13418620E+03          1.23629417E+01          1.19656153E+01
        870.0000          4.22483387E+02          3.06533120E+03          1.24705782E+01          1.20653562E+01
        880.0000          4.22535132E+02          3.00050463E+03          1.25780204E+01          1.21649009E+01
        890.0000          4.22655266E+02          2.93941070E+03          1.26852714E+01          1.22642535E+01
        900.0000          4.22840165E+02          2.88178024E+03          1.27893582E+01          1.23606379E+01
        910.0000          4.23086472E+02          2.82736884E+03          1.28962520E+01          1.24596342E+01
        920.0000          4.23391064E+02          2.77595205E+03          1.30029627E+01          1.25584486E+01
        930.0000          4.23750999E+02          2.72732668E+03          1.31094930E+01          1.26570844E+01
        940.0000          4.24163518E+02          2.68130655E+03          1.32158456E+01          1.27555450E+01
        950.0000          4.24626024E+02          2.63771766E+03          1.33220232E+01          1.28538335E+01
        960.0000          4.25136121E+02          2.59640469E+03          1.34280283E+01          1.29519531E+01
        970.0000          4.25691514E+02          2.55722195E+03          1.35338634E+01          1.30499068E+01
        980.0000          4.26290052E+02          2.52003604E+03          1.36395309E+01          1.31476975E+01
        990.0000          4.26929738E+02          2.48472333E+03          1.37450329E+01          1.32453280E+01
       1000.0000          4.27608664E+02          2.45117031E+03          1.38503719E+01          1.33428009E+01
       1100.0000          4.36207735E+02          2.19262158E+03          1.48952464E+01          1.43094121E+01
       1200.0000          4.47265591E+02          2.03045130E+03          1.59309750E+01          1.52673838E+01
       1300.0000          4.59972372E+02          1.92646740E+03          1.69536423E+01          1.62133669E+01
       1400.0000          4.73822468E+02          1.85972422E+03          1.79645712E+01          1.71487381E+01
       1500.0000          4.88485808E+02          1.81796615E+03          1.89671413E+01          1.80766562E+01
       1600.0000          5.03738866E+02          1.79363224E+03          1.99620453E+01          1.89977723E+01
       1700.0000          5.19425686E+02          1.78184762E+03          2.09477928E+01          1.99107423E+01
       1800.0000          5.35434672E+02          1.77934924E+03          2.19250943E+01          2.08162108E+01
       1900.0000          5.51684248E+02          1.78388176E+03          2.28945888E+01          2.17147487E+01
       2000.0000          5.68113703E+02          1.79384248E+03          2.38587139E+01          2.26085362E+01
       2100.0000          5.84677155E+02          1.80806510E+03          2.48159543E+01          2.34961964E+01
       2200.0000          6.01339465E+02          1.82568278E+03          2.57686537E+01          2.43798179E+01
       2300.0000          6.17916619E+02          1.84603917E+03          2.67132565E+01          2.52559444E+01
       2400.0000          6.34674628E+02          1.86862924E+03          2.76539928E+01          2.61288270E+01
       2500.0000          6.51368180E+02          1.89305878E+03          2.85892050E+01          2.69965916E+01
       2600.0000          6.68000531E+02          1.91901586E+03          2.95191934E+01          2.78595226E+01
       2700.0000          6.85198216E+02          1.94625091E+03          3.04442083E+01          2.87189536E+01
       2800.0000          7.01695956E+02          1.97456218E+03          3.13645041E+01          2.95729058E+01
       2900.0000          7.18731603E+02          2.00378490E+03          3.22819714E+01          3.04252495E+01
       3000.0000          7.35685843E+02          2.03378348E+03          3.31934577E+01          3.12720968E+01
       3100.0000          7.52562507E+02          2.06444533E+03          3.41024961E+01          3.21165944E+01
       3200.0000          7.69365231E+02          2.09567637E+03          3.50073680E+01          3.29572246E+01
       3300.0000          7.86097463E+02          2.12739744E+03          3.59085121E+01          3.37943845E+01
       3400.0000          8.02762457E+02          2.15954158E+03          3.68060166E+01          3.46281602E+01
       3500.0000          8.19363279E+02          2.19205172E+03          3.76999290E+01          3.54586009E+01
       3600.0000          8.36415137E+02          2.22487914E+03          3.85904174E+01          3.62868271E+01
       3700.0000          8.52884653E+02          2.25798187E+03          3.94778551E+01          3.71112297E+01
       3800.0000          8.69298356E+02          2.29132371E+03          4.03632449E+01          3.79336811E+01
       3900.0000          8.86143593E+02          2.32487332E+03          4.12442322E+01          3.87530348E+01
       4000.0000          9.02441696E+02          2.35860339E+03          4.21238346E+01          3.95700888E+01
       4100.0000          9.19160166E+02          2.39249008E+03          4.29988537E+01          4.03838759E+01
       4200.0000          9.35816236E+02          2.42651253E+03          4.38727058E+01          4.11964867E+01
       4300.0000          9.52411980E+02          2.46065239E+03          4.47420876E+01          4.20050125E+01
       4400.0000          9.68494675E+02          2.49489351E+03          4.56104182E+01          4.28115834E+01
       4500.0000          9.84980539E+02          2.52922162E+03          4.64765170E+01          4.36169451E+01
       4600.0000          1.00141179E+03          2.56346281E+03          4.73395893E+01          4.44194586E+01
       4700.0000          1.01779015E+03          2.59789728E+03          4.81991799E+01          4.52188147E+01
       4800.0000          1.03411727E+03          2.63226916E+03          4.90576916E+01          4.60170579E+01
       4900.0000          1.05039471E+03          2.66657990E+03          4.99137263E+01          4.68129632E+01
       5000.0000          1.06662398E+03          2.70083101E+03          5.07676630E+01          4.76068696E+01
       5100.0000          1.08280652E+03          2.73502398E+03          5.16194432E+01          4.83987309E+01
       5200.0000          1.09894369E+03          2.76916032E+03          5.24690579E+01          4.91885443E+01
       5300.0000          1.11503682E+03          2.80324153E+03          5.33166613E+01          4.99764502E+01
       5400.0000          1.13108716E+03          2.84000500E+03          5.41624516E+01          5.07635023E+01
       5500.0000          1.14749592E+03          2.87393160E+03          5.50076963E+01          5.15498660E+01
       5600.0000          1.16345930E+03          2.90780831E+03          5.58486155E+01          5.23314875E+01
       5700.0000          1.17938339E+03          2.94426711E+03          5.66887320E+01          5.31131369E+01
       5800.0000          1.19565919E+03          2.97800115E+03          5.75263260E+01          5.38923771E+01
       5900.0000          1.21150285E+03          3.01169016E+03          5.83640493E+01          5.46708126E+01
       6000.0000          1.22731031E+03          3.04786389E+03          5.91976816E+01          5.54463818E+01
       6100.0000          1.24346222E+03          3.08142133E+03          6.00308086E+01          5.62213258E+01
       6200.0000          1.25919510E+03          3.11741216E+03          6.08626323E+01          5.69950614E+01
       6300.0000          1.27489451E+03          3.15084521E+03          6.16911697E+01          5.77649724E+01
       6400.0000          1.29093068E+03          3.18666080E+03          6.25190298E+01          5.85357645E+01
       6500.0000          1.30656072E+03          3.21997626E+03          6.33466844E+01          5.93046810E+01
       6600.0000          1.32252367E+03          3.25562394E+03          6.41709898E+01          6.00721228E+01
       6700.0000          1.33808751E+03          3.28882815E+03          6.49952991E+01          6.08378970E+01
       6800.0000          1.35398022E+03          3.32431489E+03          6.58163124E+01          6.16022292E+01
       6900.0000          1.36983856E+03          3.35971864E+03          6.66375174E+01          6.23666194E+01
       7000.0000          1.38530611E+03          3.39274621E+03          6.74553807E+01          6.31264397E+01
       7100.0000          1.40109833E+03          3.42799874E+03          6.82732638E+01          6.38877080E+01
       7200.0000          1.41650672E+03          3.46092973E+03          6.90881270E+01          6.46447144E+01
       7300.0000          1.43223537E+03          3.49603716E+03          6.99031305E+01          6.54032572E+01
       7400.0000          1.44793271E+03          3.53106910E+03          7.07184179E+01          6.61619480E+01
       7500.0000          1.46325458E+03          3.56602689E+03          7.15293257E+01          6.69159859E+01
       7600.0000          1.47889188E+03          3.59874005E+03          7.23395278E+01          6.76692638E+01
       7700.0000          1.49449951E+03          3.63356397E+03          7.31506315E+01          6.84240041E+01
       7800.0000          1.51007799E+03          3.66831771E+03          7.39577974E+01          6.91752054E+01
       7900.0000          1.52529082E+03          3.70300248E+03          7.47641173E+01          6.99248664E+01
       8000.0000          1.54081347E+03          3.73551835E+03          7.55718986E+01          7.06756727E+01
       8100.0000          1.55630843E+03          3.77007937E+03          7.63749941E+01          7.14230450E+01
       8200.0000          1.57177618E+03          3.80457501E+03          7.71791253E+01          7.21712354E+01
       8300.0000          1.58721717E+03          3.83900639E+03          7.79799976E+01          7.29164900E+01
       8400.0000          1.60230373E+03          3.87337459E+03          7.87827341E+01          7.36625963E+01
       8500.0000          1.61769347E+03          3.90768068E+03          7.95830270E+01          7.44071771E+01
       8600.0000          1.63305774E+03          3.94192570E+03          8.03808415E+01          7.51495092E+01
       8700.0000          1.64839692E+03          3.97411127E+03          8.11789786E+01          7.58913136E+01
       8800.0000          1.66371139E+03          4.00824794E+03          8.19752471E+01          7.66321360E+01
       8900.0000          1.67900152E+03          4.04232656E+03          8.27698385E+01          7.73714143E+01
       9000.0000          1.69426765E+03          4.07634807E+03          8.35659817E+01          7.81119710E+01
       9100.0000          1.70919367E+03          4.11031339E+03          8.43606265E+01          7.88504684E+01
       9200.0000          1.72441413E+03          4.14422343E+03          8.51522918E+01          7.95869630E+01
       9300.0000          1.73961170E+03          4.17807906E+03          8.59421138E+01          8.03217735E+01
       9400.0000          1.75478671E+03          4.21188116E+03          8.67330092E+01          8.10574486E+01
       9500.0000          1.76993948E+03          4.24563056E+03          8.75232393E+01          8.17924706E+01
       9600.0000          1.78507032E+03          4.27932809E+03          8.83121009E+01          8.25262263E+01
       9700.0000          1.80017955E+03          4.31297456E+03          8.91000513E+01          8.32591162E+01
       9800.0000          1.81526747E+03          4.34657075E+03          8.98870512E+01          8.39911071E+01
       9900.0000          1.83033437E+03          4.38011743E+03          9.06719150E+01          8.47211649E+01
      10000.0000          1.84538055E+03          4.41361537E+03          9.14566571E+01          8.54510492E+01
      11000.0000          1.99505352E+03          4.74781559E+03          9.92529753E+01          9.27030845E+01
      12000.0000          2.14290611E+03          5.07766323E+03          1.06972405E+02          9.98821162E+01
      13000.0000          2.28941464E+03          5.40689713E+03          1.14616096E+02          1.06991694E+02
      14000.0000          2.43472014E+03          5.73091789E+03          1.22192889E+02          1.14038098E+02
      15000.0000          2.57867990E+03          6.05476952E+03          1.29707137E+02          1.21026835E+02
      16000.0000          2.72166530E+03          6.37408779E+03          1.37168342E+02          1.27965288E+02
      17000.0000          2.86351344E+03          6.69211109E+03          1.44571440E+02          1.34850009E+02
      18000.0000          3.00430855E+03          7.00895032E+03          1.51931926E+02          1.41694737E+02
      19000.0000          3.14437054E+03          7.32199136E+03          1.59248309E+02          1.48497832E+02
      20000.0000          3.28327337E+03          7.63415666E+03          1.66521111E+02          1.55260002E+02
      21000.0000          3.42179457E+03          7.94421339E+03          1.73751057E+02          1.61983120E+02
      22000.0000          3.55927081E+03          8.25357163E+03          1.80947831E+02          1.68674715E+02
      23000.0000          3.69620848E+03          8.55978157E+03          1.88109878E+02          1.75333555E+02
      24000.0000          3.83220718E+03          8.86547797E+03          1.95235694E+02          1.81958538E+02
      25000.0000          3.96774371E+03          9.16949015E+03          2.02330715E+02          1.88554975E+02
      26000.0000          4.10262845E+03          9.47190782E+03          2.09391819E+02          1.95119770E+02
      27000.0000          4.23710245E+03          9.77399521E+03          2.16429368E+02          2.01663006E+02
      28000.0000          4.37077607E+03          1.00734438E+04          2.23442945E+02          2.08182460E+02
      29000.0000          4.50389543E+03          1.03726698E+04          2.30419296E+02          2.14668214E+02
      30000.0000          4.63666527E+03          1.06694284E+04          2.37381313E+02          2.21139646E+02
      31000.0000          4.76892368E+03          1.09660526E+04          2.44297680E+02          2.27570214E+02
      32000.0000          4.90068872E+03          1.12614532E+04          2.51225608E+02          2.34009139E+02
      33000.0000          5.03197142E+03          1.15556830E+04          2.58112540E+02          2.40410864E+02
      34000.0000          5.16279070E+03          1.18487862E+04          2.64978197E+02          2.46792564E+02
      35000.0000          5.29316696E+03          1.21408051E+04          2.71824456E+02          2.53155935E+02
      36000.0000          5.42310938E+03          1.24317810E+04          2.78643162E+02          2.59493942E+02
      37000.0000          5.55263665E+03          1.27217553E+04          2.85448054E+02          2.65818563E+02
      38000.0000          5.68177284E+03          1.30118078E+04          2.92217974E+02          2.72111979E+02
      39000.0000          5.81072328E+03          1.32998540E+04          2.99005060E+02          2.78418960E+02
      40000.0000          5.93908447E+03          1.35880443E+04          3.05757457E+02          2.84694557E+02
      41000.0000          6.06729433E+03          1.38742958E+04          3.12483695E+02          2.90946263E+02
      42000.0000          6.19494214E+03          1.41607335E+04          3.19193742E+02          2.97182709E+02
      43000.0000          6.32244884E+03          1.44453009E+04          3.25904934E+02          3.03418985E+02
      44000.0000          6.44960736E+03          1.47300909E+04          3.32566700E+02          3.09611705E+02
      45000.0000          6.57627565E+03          1.50140893E+04          3.39253587E+02          3.15824707E+02
      46000.0000          6.70279104E+03          1.52973114E+04          3.45915017E+02          3.22014937E+02
