#Energy      Si   O  Total
         48.0000          1.34556776E+01          4.75720137E+00          3.51462105E+00
         49.0000          1.34169539E+01          4.79202325E+00          3.53091525E+00
         50.0000          1.33819043E+01          4.82721043E+00          3.54752381E+00
         51.0000          1.33503141E+01          4.86274074E+00          3.56442765E+00
         52.0000          1.33219849E+01          4.89859369E+00          3.58160916E+00
         53.0000          1.32967331E+01          4.93475030E+00          3.59905204E+00
         54.0000          1.32743884E+01          4.97119297E+00          3.61674123E+00
         55.0000          1.32547928E+01          5.00790539E+00          3.63466272E+00
         56.0000          1.32377995E+01          5.04487237E+00          3.65280356E+00
         57.0000          1.32232715E+01          5.08207979E+00          3.67115166E+00
         58.0000          1.32110815E+01          5.11951448E+00          3.68969580E+00
         59.0000          1.32011104E+01          5.15716416E+00          3.70842550E+00
         60.0000          1.31932473E+01          5.19501738E+00          3.72733100E+00
         61.0000          1.31873881E+01          5.23306340E+00          3.74640318E+00
         62.0000          1.31834355E+01          5.27129220E+00          3.76563349E+00
         63.0000          1.31812982E+01          5.30969437E+00          3.78501395E+00
         64.0000          1.31808908E+01          5.34826109E+00          3.80453708E+00
         65.0000          1.31821328E+01          5.38698410E+00          3.82419585E+00
         66.0000          1.31849486E+01          5.42585562E+00          3.84398367E+00
         67.0000          1.31892671E+01          5.46486833E+00          3.86389433E+00
         68.0000          1.31950213E+01          5.50401536E+00          3.88392201E+00
         69.0000          1.32021481E+01          5.54329023E+00          3.90406121E+00
         70.0000          1.32105879E+01          5.58268683E+00          3.92430676E+00
         71.0000          1.32202844E+01          5.62219940E+00          3.94465379E+00
         72.0000          1.32311845E+01          5.66182249E+00          3.96509767E+00
         73.0000          1.32432379E+01          5.70155096E+00          3.98563406E+00
         74.0000          1.32563970E+01          5.74137996E+00          4.00625885E+00
         75.0000          1.32706167E+01          5.78130488E+00          4.02696814E+00
         76.0000          1.32858544E+01          5.82132138E+00          4.04775824E+00
         77.0000          1.33020694E+01          5.86142532E+00          4.06862567E+00
         78.0000          1.33192234E+01          5.90161280E+00          4.08956710E+00
         79.0000          1.33372798E+01          5.94188011E+00          4.11057940E+00
         80.0000          1.33562039E+01          5.98222373E+00          4.13165958E+00
         81.0000          1.33759626E+01          6.02264031E+00          4.15280482E+00
         82.0000          1.33965246E+01          6.06312668E+00          4.17401240E+00
         83.0000          1.34178600E+01          6.10367982E+00          4.19527978E+00
         84.0000          1.34399403E+01          6.14429685E+00          4.21660452E+00
         85.0000          1.34627383E+01          6.18497505E+00          4.23798429E+00
         86.0000          1.34862281E+01          6.22571180E+00          4.25941687E+00
         87.0000          1.35103850E+01          6.26650463E+00          4.28090016E+00
         88.0000          1.35351853E+01          6.30735117E+00          4.30243215E+00
         89.0000          1.35606067E+01          6.34824917E+00          4.32401092E+00
         90.0000          1.35866275E+01          6.38919648E+00          4.34563463E+00
         91.0000          1.36132270E+01          6.43019103E+00          4.36730153E+00
         92.0000          1.36403857E+01          6.47123089E+00          4.38900995E+00
         93.0000          1.36680847E+01          6.51231416E+00          4.41075829E+00
         94.0000          1.36963059E+01          6.55343906E+00          4.43254501E+00
         95.0000          1.37250319E+01          6.59460388E+00          4.45436866E+00
         96.0000          1.37542463E+01          6.63580699E+00          4.47622782E+00
         97.0000          1.37839332E+01          6.67704680E+00          4.49812116E+00
         98.0000          1.38140772E+01          6.71832184E+00          4.52004738E+00
         99.0000          1.38446638E+01          6.75963065E+00          4.54200526E+00
        100.0000          1.38756789E+01          6.80097188E+00          4.56399361E+00
        103.9990          1.40037299E+01          6.96659380E+00          4.65220753E+00
        104.0010          1.40037955E+01          6.96667674E+00          4.65225176E+00
        110.0000          1.42066756E+01          7.21590158E+00          4.78532401E+00
        120.0000          1.45685043E+01          7.63291141E+00          5.00869423E+00
        130.0000          1.49534920E+01          8.05127890E+00          5.23346809E+00
        140.0000          1.53561822E+01          8.47050580E+00          5.45919896E+00
        150.0000          1.57725978E+01          8.89024164E+00          5.68556617E+00
        153.9990          1.59422748E+01          9.05817779E+00          5.77621381E+00
        154.0010          1.59423601E+01          9.05826179E+00          5.77625916E+00
        160.0000          1.61997787E+01          9.31023600E+00          5.91233539E+00
        170.0000          1.66354819E+01          9.73030782E+00          6.13933287E+00
        180.0000          1.70779812E+01          1.01503251E+01          6.36642834E+00
        190.0000          1.75259300E+01          1.05701910E+01          6.59352327E+00
        200.0000          1.79782655E+01          1.09898345E+01          6.82054269E+00
        210.0000          1.84341398E+01          1.14092035E+01          7.04742933E+00
        220.0000          1.88928704E+01          1.18282601E+01          7.27413939E+00
        230.0000          1.93539034E+01          1.22469770E+01          7.50063943E+00
        240.0000          1.98167857E+01          1.26653349E+01          7.72690401E+00
        250.0000          2.02811447E+01          1.30833209E+01          7.95291399E+00
        260.0000          2.07466719E+01          1.35009267E+01          8.17865509E+00
        270.0000          2.12131105E+01          1.39181476E+01          8.40411698E+00
        280.0000          2.16802460E+01          1.43349816E+01          8.62929235E+00
        290.0000          2.21478986E+01          1.47514291E+01          8.85417639E+00
        300.0000          2.26159165E+01          1.51674920E+01          9.07876622E+00
        310.0000          2.30841718E+01          1.55831735E+01          9.30306053E+00
        320.0000          2.35525561E+01          1.59984776E+01          9.52705926E+00
        330.0000          2.40209775E+01          1.64134094E+01          9.75076334E+00
        340.0000          2.44893578E+01          1.68279741E+01          9.97417449E+00
        350.0000          2.49576304E+01          1.72421775E+01          1.01972951E+01
        360.0000          2.54257388E+01          1.76560258E+01          1.04201280E+01
        370.0000          2.58936346E+01          1.80695251E+01          1.06426764E+01
        380.0000          2.63612769E+01          1.84826818E+01          1.08649438E+01
        390.0000          2.68286306E+01          1.88955022E+01          1.10869341E+01
        400.0000          2.72956660E+01          1.93079928E+01          1.13086512E+01
        410.0000          2.77623579E+01          1.97201598E+01          1.15300991E+01
        420.0000          2.82286851E+01          2.01320096E+01          1.17512820E+01
        430.0000          2.86946296E+01          2.05435484E+01          1.19722040E+01
        440.0000          2.91601764E+01          2.09547822E+01          1.21928694E+01
        450.0000          2.96253131E+01          2.13657169E+01          1.24132824E+01
        460.0000          3.00900293E+01          2.17763586E+01          1.26334471E+01
        470.0000          3.05543166E+01          2.21867128E+01          1.28533678E+01
        480.0000          3.10181685E+01          2.25967851E+01          1.30730485E+01
        490.0000          3.14815795E+01          2.30065811E+01          1.32924933E+01
        500.0000          3.19445456E+01          2.34161059E+01          1.35117063E+01
        510.0000          3.24070641E+01          2.38253648E+01          1.37306913E+01
        520.0000          3.28691328E+01          2.42343628E+01          1.39494523E+01
        530.0000          3.33307507E+01          2.46431047E+01          1.41679930E+01
        537.9990          3.36996741E+01          2.49698764E+01          1.43426477E+01
        538.0010          3.36997663E+01          2.49699580E+01          1.43426914E+01
        540.0000          3.37919174E+01          2.50515955E+01          1.43863173E+01
        550.0000          3.42526332E+01          2.54598395E+01          1.46044286E+01
        560.0000          3.47128989E+01          2.58678415E+01          1.48223307E+01
        570.0000          3.51727158E+01          2.62756056E+01          1.50400269E+01
        580.0000          3.56320855E+01          2.66831362E+01          1.52575208E+01
        590.0000          3.60910102E+01          2.70904374E+01          1.54748156E+01
        600.0000          3.65494922E+01          2.74975132E+01          1.56919147E+01
        610.0000          3.70075343E+01          2.79043675E+01          1.59088212E+01
        620.0000          3.74651393E+01          2.83110041E+01          1.61255382E+01
        630.0000          3.79223104E+01          2.87174266E+01          1.63420688E+01
        640.0000          3.83790507E+01          2.91236387E+01          1.65584159E+01
        650.0000          3.88353638E+01          2.95296438E+01          1.67745825E+01
        660.0000          3.92912532E+01          2.99354452E+01          1.69905713E+01
        670.0000          3.97467224E+01          3.03410463E+01          1.72063852E+01
        680.0000          4.02017753E+01          3.07464503E+01          1.74220268E+01
        690.0000          4.06564157E+01          3.11516602E+01          1.76374987E+01
        700.0000          4.11106473E+01          3.15566791E+01          1.78528036E+01
        710.0000          4.15644741E+01          3.19615100E+01          1.80679439E+01
        720.0000          4.20178999E+01          3.23661556E+01          1.82829220E+01
        730.0000          4.24709288E+01          3.27706188E+01          1.84977404E+01
        740.0000          4.29235646E+01          3.31749023E+01          1.87124014E+01
        750.0000          4.33758113E+01          3.35790086E+01          1.89269073E+01
        760.0000          4.38276729E+01          3.39829405E+01          1.91412602E+01
        770.0000          4.42791532E+01          3.43867004E+01          1.93554624E+01
        780.0000          4.47302562E+01          3.47902907E+01          1.95695160E+01
        790.0000          4.51809858E+01          3.51937138E+01          1.97834230E+01
        800.0000          4.56313458E+01          3.55969720E+01          1.99971855E+01
        810.0000          4.60813402E+01          3.60000676E+01          2.02108054E+01
        820.0000          4.65309727E+01          3.64030028E+01          2.04242847E+01
        830.0000          4.69802470E+01          3.68057797E+01          2.06376253E+01
        840.0000          4.74291670E+01          3.72084004E+01          2.08508289E+01
        850.0000          4.78777364E+01          3.76108669E+01          2.10638974E+01
        860.0000          4.83259587E+01          3.80131814E+01          2.12768326E+01
        870.0000          4.87738377E+01          3.84153456E+01          2.14896362E+01
        880.0000          4.92213770E+01          3.88173615E+01          2.17023099E+01
        890.0000          4.96685800E+01          3.92192310E+01          2.19148552E+01
        900.0000          5.01154503E+01          3.96209558E+01          2.21272739E+01
        910.0000          5.05619913E+01          4.00225377E+01          2.23395675E+01
        920.0000          5.10082064E+01          4.04239786E+01          2.25517376E+01
        930.0000          5.14540991E+01          4.08252799E+01          2.27637856E+01
        940.0000          5.18996726E+01          4.12264434E+01          2.29757130E+01
        950.0000          5.23449302E+01          4.16274708E+01          2.31875213E+01
        960.0000          5.27898751E+01          4.20283635E+01          2.33992119E+01
        970.0000          5.32345106E+01          4.24291231E+01          2.36107862E+01
        980.0000          5.36788397E+01          4.28297512E+01          2.38222455E+01
        990.0000          5.41228656E+01          4.32302492E+01          2.40335912E+01
       1000.0000          5.45665913E+01          4.36306185E+01          2.42448246E+01
       1100.0000          5.89879789E+01          4.76275315E+01          2.63512486E+01
       1200.0000          6.33823921E+01          5.16129593E+01          2.84476962E+01
       1300.0000          6.77522235E+01          5.55879359E+01          3.05351175E+01
       1400.0000          7.20995344E+01          5.95533190E+01          3.26143070E+01
       1500.0000          7.64261073E+01          6.35098286E+01          3.46859364E+01
       1600.0000          8.07334907E+01          6.74580763E+01          3.67505796E+01
       1700.0000          8.50230378E+01          7.13985863E+01          3.88087308E+01
       1800.0000          8.92959368E+01          7.53318124E+01          4.08608196E+01
       1843.9990          9.11709705E+01          7.70601887E+01          4.17618961E+01
       1844.0010          9.11710557E+01          7.70602672E+01          4.17619370E+01
       1900.0000          9.35532372E+01          7.92581498E+01          4.29072217E+01
       2000.0000          9.77958704E+01          8.31779460E+01          4.49482681E+01
       2100.0000          1.02024667E+02          8.70915078E+01          4.69842524E+01
       2200.0000          1.06240372E+02          9.09991080E+01          4.90154358E+01
       2300.0000          1.10443653E+02          9.49009905E+01          5.10420525E+01
       2400.0000          1.14635118E+02          9.87973741E+01          5.30643133E+01
       2500.0000          1.18815313E+02          1.02688457E+02          5.50824084E+01
       2600.0000          1.22984738E+02          1.06574417E+02          5.70965106E+01
       2700.0000          1.27143849E+02          1.10455417E+02          5.91067773E+01
       2800.0000          1.31293064E+02          1.14331607E+02          6.11133520E+01
       2900.0000          1.35432765E+02          1.18203121E+02          6.31163665E+01
       3000.0000          1.39563306E+02          1.22070086E+02          6.51159419E+01
       3100.0000          1.43685013E+02          1.25932615E+02          6.71121898E+01
       3200.0000          1.47798187E+02          1.29790816E+02          6.91052134E+01
       3300.0000          1.51903109E+02          1.33644786E+02          7.10951083E+01
       3400.0000          1.56000039E+02          1.37494618E+02          7.30819633E+01
       3500.0000          1.60089220E+02          1.41340396E+02          7.50658611E+01
       3600.0000          1.64170877E+02          1.45182199E+02          7.70468787E+01
       3700.0000          1.68245223E+02          1.49020102E+02          7.90250881E+01
       3800.0000          1.72312456E+02          1.52854174E+02          8.10005569E+01
       3900.0000          1.76372762E+02          1.56684480E+02          8.29733482E+01
       4000.0000          1.80426317E+02          1.60511081E+02          8.49435214E+01
       4100.0000          1.84473285E+02          1.64334035E+02          8.69111326E+01
       4200.0000          1.88513821E+02          1.68153395E+02          8.88762343E+01
       4300.0000          1.92548072E+02          1.71969214E+02          9.08388763E+01
       4400.0000          1.96576177E+02          1.75781540E+02          9.27991056E+01
       4500.0000          2.00598267E+02          1.79590417E+02          9.47569667E+01
       4600.0000          2.04614466E+02          1.83395891E+02          9.67125017E+01
       4700.0000          2.08624893E+02          1.87198001E+02          9.86657505E+01
       4800.0000          2.12629659E+02          1.90996788E+02          1.00616751E+02
       4900.0000          2.16628870E+02          1.94792287E+02          1.02565540E+02
       5000.0000          2.20622630E+02          1.98584536E+02          1.04512151E+02
       5100.0000          2.24611033E+02          2.02373567E+02          1.06456617E+02
       5200.0000          2.28594173E+02          2.06159414E+02          1.08398969E+02
       5300.0000          2.32572137E+02          2.09942106E+02          1.10339238E+02
       5400.0000          2.36545009E+02          2.13721674E+02          1.12277451E+02
       5500.0000          2.40512870E+02          2.17498145E+02          1.14213635E+02
       5600.0000          2.44475797E+02          2.21271547E+02          1.16147818E+02
       5700.0000          2.48433864E+02          2.25041906E+02          1.18080024E+02
       5800.0000          2.52387141E+02          2.28809246E+02          1.20010276E+02
       5900.0000          2.56335695E+02          2.32573592E+02          1.21938599E+02
       6000.0000          2.60279594E+02          2.36334966E+02          1.23865013E+02
       6100.0000          2.64218897E+02          2.40093391E+02          1.25789541E+02
       6200.0000          2.68153667E+02          2.43848888E+02          1.27712202E+02
       6300.0000          2.72083961E+02          2.47601478E+02          1.29633016E+02
       6400.0000          2.76009833E+02          2.51351180E+02          1.31552002E+02
       6500.0000          2.79931339E+02          2.55098013E+02          1.33469179E+02
       6600.0000          2.83848530E+02          2.58841996E+02          1.35384564E+02
       6700.0000          2.87761456E+02          2.62583147E+02          1.37298173E+02
       6800.0000          2.91670164E+02          2.66321483E+02          1.39210024E+02
       6900.0000          2.95574702E+02          2.70057021E+02          1.41120132E+02
       7000.0000          2.99475114E+02          2.73789776E+02          1.43028512E+02
       7100.0000          3.03371443E+02          2.77519765E+02          1.44935180E+02
       7200.0000          3.07263732E+02          2.81247002E+02          1.46840148E+02
       7300.0000          3.11152021E+02          2.84971502E+02          1.48743432E+02
       7400.0000          3.15036349E+02          2.88693280E+02          1.50645045E+02
       7500.0000          3.18916755E+02          2.92412348E+02          1.52544999E+02
       7600.0000          3.22793276E+02          2.96128722E+02          1.54443307E+02
       7700.0000          3.26665946E+02          2.99842413E+02          1.56339982E+02
       7800.0000          3.30534802E+02          3.03553434E+02          1.58235035E+02
       7900.0000          3.34399875E+02          3.07261798E+02          1.60128478E+02
       8000.0000          3.38261200E+02          3.10967517E+02          1.62020321E+02
       8100.0000          3.42118808E+02          3.14670601E+02          1.63910577E+02
       8200.0000          3.45972729E+02          3.18371064E+02          1.65799255E+02
       8300.0000          3.49822993E+02          3.22068915E+02          1.67686365E+02
       8400.0000          3.53669631E+02          3.25764165E+02          1.69571918E+02
       8500.0000          3.57512669E+02          3.29456826E+02          1.71455923E+02
       8600.0000          3.61352135E+02          3.33146906E+02          1.73338390E+02
       8700.0000          3.65188057E+02          3.36834417E+02          1.75219328E+02
       8800.0000          3.69020460E+02          3.40519368E+02          1.77098746E+02
       8900.0000          3.72849370E+02          3.44201768E+02          1.78976653E+02
       9000.0000          3.76674811E+02          3.47881628E+02          1.80853056E+02
       9100.0000          3.80496808E+02          3.51558955E+02          1.82727965E+02
       9200.0000          3.84315384E+02          3.55233758E+02          1.84601388E+02
       9300.0000          3.88130562E+02          3.58906048E+02          1.86473332E+02
       9400.0000          3.91942364E+02          3.62575831E+02          1.88343806E+02
       9500.0000          3.95750812E+02          3.66243117E+02          1.90212816E+02
       9600.0000          3.99555928E+02          3.69907913E+02          1.92080370E+02
       9700.0000          4.03357732E+02          3.73570228E+02          1.93946476E+02
       9800.0000          4.07156245E+02          3.77230069E+02          1.95811140E+02
       9900.0000          4.10951487E+02          3.80887444E+02          1.97674370E+02
      10000.0000          4.14743476E+02          3.84542361E+02          1.99536171E+02
      11000.0000          4.52488472E+02          4.20957859E+02          2.18077026E+02
      12000.0000          4.89926747E+02          4.57134806E+02          2.36481533E+02
      13000.0000          5.27072135E+02          4.93078834E+02          2.54754563E+02
      14000.0000          5.63936171E+02          5.28794803E+02          2.72900214E+02
      15000.0000          6.00528645E+02          5.64286977E+02          2.90922003E+02
      16000.0000          6.36857994E+02          5.99559164E+02          3.08822992E+02
      17000.0000          6.72931590E+02          6.34614810E+02          3.26605888E+02
      18000.0000          7.08755952E+02          6.69457065E+02          3.44273108E+02
      19000.0000          7.44336902E+02          7.04088840E+02          3.61826838E+02
      20000.0000          7.79679692E+02          7.38512850E+02          3.79269069E+02
      21000.0000          8.14789097E+02          7.72731640E+02          3.96601632E+02
      22000.0000          8.49669492E+02          8.06747616E+02          4.13826224E+02
      23000.0000          8.84324914E+02          8.40563060E+02          4.30944425E+02
      24000.0000          9.18759105E+02          8.74180151E+02          4.47957715E+02
      25000.0000          9.52975560E+02          9.07600975E+02          4.64867492E+02
      26000.0000          9.86977552E+02          9.40827540E+02          4.81675075E+02
      27000.0000          1.02076817E+03          9.73861778E+02          4.98381719E+02
      28000.0000          1.05435032E+03          1.00670556E+03          5.14988623E+02
      29000.0000          1.08772678E+03          1.03936070E+03          5.31496929E+02
      30000.0000          1.12090017E+03          1.07182895E+03          5.47907739E+02
      31000.0000          1.15387302E+03          1.10411204E+03          5.64222110E+02
      32000.0000          1.18664773E+03          1.13621163E+03          5.80441061E+02
      33000.0000          1.21922662E+03          1.16812934E+03          5.96565580E+02
      34000.0000          1.25161191E+03          1.19986679E+03          6.12596619E+02
      35000.0000          1.28380575E+03          1.23142551E+03          6.28535107E+02
      36000.0000          1.31581020E+03          1.26280704E+03          6.44381943E+02
      37000.0000          1.34762728E+03          1.29401289E+03          6.60138004E+02
      38000.0000          1.37925893E+03          1.32504451E+03          6.75804143E+02
      39000.0000          1.41070703E+03          1.35590335E+03          6.91381193E+02
      40000.0000          1.44197342E+03          1.38659083E+03          7.06869968E+02
      41000.0000          1.47305988E+03          1.41710835E+03          7.22271262E+02
      42000.0000          1.50396816E+03          1.44745727E+03          7.37585854E+02
      43000.0000          1.53469995E+03          1.47763895E+03          7.52814507E+02
      44000.0000          1.56525691E+03          1.50765473E+03          7.67957968E+02
      45000.0000          1.59564065E+03          1.53750590E+03          7.83016969E+02
      46000.0000          1.62585276E+03          1.56719377E+03          7.97992229E+02
      47000.0000          1.65589480E+03          1.59671961E+03          8.12884456E+02
      48000.0000          1.68576827E+03          1.62608468E+03          8.27694344E+02
      49000.0000          1.71547467E+03          1.65529022E+03          8.42422575E+02
      50000.0000          1.74501545E+03          1.68433745E+03          8.57069820E+02
