#Energy      Ru  Total
        840.0000          1.58880030E+01          1.58880030E+01
        850.0000          1.59274470E+01          1.59274470E+01
        860.0000          1.59674897E+01          1.59674897E+01
        870.0000          1.60081057E+01          1.60081057E+01
        880.0000          1.60492706E+01          1.60492706E+01
        890.0000          1.60909614E+01          1.60909614E+01
        900.0000          1.61331561E+01          1.61331561E+01
        910.0000          1.61758337E+01          1.61758337E+01
        920.0000          1.62189744E+01          1.62189744E+01
        930.0000          1.62625589E+01          1.62625589E+01
        940.0000          1.63065692E+01          1.63065692E+01
        950.0000          1.63509878E+01          1.63509878E+01
        960.0000          1.63957982E+01          1.63957982E+01
        970.0000          1.64409845E+01          1.64409845E+01
        980.0000          1.64865316E+01          1.64865316E+01
        990.0000          1.65324250E+01          1.65324250E+01
       1000.0000          1.65786507E+01          1.65786507E+01
       1100.0000          1.70565294E+01          1.70565294E+01
       1200.0000          1.75560266E+01          1.75560266E+01
       1300.0000          1.80699748E+01          1.80699748E+01
       1400.0000          1.85934717E+01          1.85934717E+01
       1500.0000          1.91230908E+01          1.91230908E+01
       1600.0000          1.96563947E+01          1.96563947E+01
       1700.0000          2.01916263E+01          2.01916263E+01
       1800.0000          2.07275049E+01          2.07275049E+01
       1900.0000          2.12630905E+01          2.12630905E+01
       2000.0000          2.17976896E+01          2.17976896E+01
       2100.0000          2.23307902E+01          2.23307902E+01
       2200.0000          2.28620148E+01          2.28620148E+01
       2300.0000          2.33910871E+01          2.33910871E+01
       2400.0000          2.39178071E+01          2.39178071E+01
       2500.0000          2.44420328E+01          2.44420328E+01
       2600.0000          2.49636669E+01          2.49636669E+01
       2700.0000          2.54826464E+01          2.54826464E+01
       2800.0000          2.59989347E+01          2.59989347E+01
       2843.9990          2.62252389E+01          2.62252389E+01
       2844.0010          2.62252492E+01          2.62252492E+01
       2900.0000          2.65125153E+01          2.65125153E+01
       2972.9990          2.68857135E+01          2.68857135E+01
       2973.0010          2.68857238E+01          2.68857238E+01
       3000.0000          2.70233878E+01          2.70233878E+01
       3100.0000          2.75315638E+01          2.75315638E+01
       3200.0000          2.80370641E+01          2.80370641E+01
       3229.9990          2.81881915E+01          2.81881915E+01
       3230.0010          2.81882016E+01          2.81882016E+01
       3300.0000          2.85399169E+01          2.85399169E+01
       3400.0000          2.90401554E+01          2.90401554E+01
       3500.0000          2.95378171E+01          2.95378171E+01
       3600.0000          3.00329423E+01          3.00329423E+01
       3700.0000          3.05255734E+01          3.05255734E+01
       3800.0000          3.10157539E+01          3.10157539E+01
       3900.0000          3.15035286E+01          3.15035286E+01
       4000.0000          3.19889423E+01          3.19889423E+01
       4100.0000          3.24720400E+01          3.24720400E+01
       4200.0000          3.29528666E+01          3.29528666E+01
       4300.0000          3.34314663E+01          3.34314663E+01
       4400.0000          3.39078831E+01          3.39078831E+01
       4500.0000          3.43821600E+01          3.43821600E+01
       4600.0000          3.48543394E+01          3.48543394E+01
       4700.0000          3.53244626E+01          3.53244626E+01
       4800.0000          3.57925701E+01          3.57925701E+01
       4900.0000          3.62587017E+01          3.62587017E+01
       5000.0000          3.67228959E+01          3.67228959E+01
       5100.0000          3.71851902E+01          3.71851902E+01
       5200.0000          3.76456215E+01          3.76456215E+01
       5300.0000          3.81042253E+01          3.81042253E+01
       5400.0000          3.85610363E+01          3.85610363E+01
       5500.0000          3.90160883E+01          3.90160883E+01
       5600.0000          3.94694141E+01          3.94694141E+01
       5700.0000          3.99210456E+01          3.99210456E+01
       5800.0000          4.03710137E+01          4.03710137E+01
       5900.0000          4.08193487E+01          4.08193487E+01
       6000.0000          4.12660797E+01          4.12660797E+01
       6100.0000          4.17112351E+01          4.17112351E+01
       6200.0000          4.21548427E+01          4.21548427E+01
       6300.0000          4.25969293E+01          4.25969293E+01
       6400.0000          4.30375208E+01          4.30375208E+01
       6500.0000          4.34766428E+01          4.34766428E+01
       6600.0000          4.39143198E+01          4.39143198E+01
       6700.0000          4.43505758E+01          4.43505758E+01
       6800.0000          4.47854340E+01          4.47854340E+01
       6900.0000          4.52189171E+01          4.52189171E+01
       7000.0000          4.56510472E+01          4.56510472E+01
       7100.0000          4.60818456E+01          4.60818456E+01
       7200.0000          4.65113332E+01          4.65113332E+01
       7300.0000          4.69395302E+01          4.69395302E+01
       7400.0000          4.73664564E+01          4.73664564E+01
       7500.0000          4.77921310E+01          4.77921310E+01
       7600.0000          4.82165727E+01          4.82165727E+01
       7700.0000          4.86397997E+01          4.86397997E+01
       7800.0000          4.90618298E+01          4.90618298E+01
       7900.0000          4.94826801E+01          4.94826801E+01
       8000.0000          4.99023676E+01          4.99023676E+01
       8100.0000          5.03209086E+01          5.03209086E+01
       8200.0000          5.07383192E+01          5.07383192E+01
       8300.0000          5.11546148E+01          5.11546148E+01
       8400.0000          5.15698108E+01          5.15698108E+01
       8500.0000          5.19839220E+01          5.19839220E+01
       8600.0000          5.23969628E+01          5.23969628E+01
       8700.0000          5.28089473E+01          5.28089473E+01
       8800.0000          5.32198893E+01          5.32198893E+01
       8900.0000          5.36298022E+01          5.36298022E+01
       9000.0000          5.40386993E+01          5.40386993E+01
       9100.0000          5.44465932E+01          5.44465932E+01
       9200.0000          5.48534966E+01          5.48534966E+01
       9300.0000          5.52594216E+01          5.52594216E+01
       9400.0000          5.56643802E+01          5.56643802E+01
       9500.0000          5.60683840E+01          5.60683840E+01
       9600.0000          5.64714446E+01          5.64714446E+01
       9700.0000          5.68735730E+01          5.68735730E+01
       9800.0000          5.72747802E+01          5.72747802E+01
       9900.0000          5.76750768E+01          5.76750768E+01
      10000.0000          5.80744733E+01          5.80744733E+01
      11000.0000          6.20210739E+01          6.20210739E+01
      12000.0000          6.58876504E+01          6.58876504E+01
      13000.0000          6.96816790E+01          6.96816790E+01
      14000.0000          7.34093600E+01          7.34093600E+01
      15000.0000          7.70759035E+01          7.70759035E+01
      16000.0000          8.06857384E+01          8.06857384E+01
      17000.0000          8.42426688E+01          8.42426688E+01
      18000.0000          8.77499926E+01          8.77499926E+01
      19000.0000          9.12105928E+01          9.12105928E+01
      20000.0000          9.46270084E+01          9.46270084E+01
      21000.0000          9.80014912E+01          9.80014912E+01
      22000.0000          1.01336051E+02          1.01336051E+02
      22122.9990          1.01743531E+02          1.01743531E+02
      22123.0010          1.01743537E+02          1.01743537E+02
      23000.0000          1.04632489E+02          1.04632489E+02
      24000.0000          1.07892435E+02          1.07892435E+02
      25000.0000          1.11117361E+02          1.11117361E+02
      26000.0000          1.14308611E+02          1.14308611E+02
      27000.0000          1.17467411E+02          1.17467411E+02
      28000.0000          1.20594890E+02          1.20594890E+02
      29000.0000          1.23692084E+02          1.23692084E+02
      30000.0000          1.26759952E+02          1.26759952E+02
      31000.0000          1.29799384E+02          1.29799384E+02
      32000.0000          1.32811206E+02          1.32811206E+02
      33000.0000          1.35796189E+02          1.35796189E+02
      34000.0000          1.38755053E+02          1.38755053E+02
      35000.0000          1.41688473E+02          1.41688473E+02
      36000.0000          1.44597084E+02          1.44597084E+02
      37000.0000          1.47481482E+02          1.47481482E+02
      38000.0000          1.50342230E+02          1.50342230E+02
      39000.0000          1.53179860E+02          1.53179860E+02
      40000.0000          1.55994876E+02          1.55994876E+02
      41000.0000          1.58787754E+02          1.58787754E+02
      42000.0000          1.61558950E+02          1.61558950E+02
      43000.0000          1.64308894E+02          1.64308894E+02
      44000.0000          1.67037998E+02          1.67037998E+02
      45000.0000          1.69746655E+02          1.69746655E+02
      46000.0000          1.72435240E+02          1.72435240E+02
      47000.0000          1.75104112E+02          1.75104112E+02
      48000.0000          1.77753615E+02          1.77753615E+02
      49000.0000          1.80384080E+02          1.80384080E+02
      50000.0000          1.82995822E+02          1.82995822E+02
