#Energy      C   H   N   O  Total
         79.0000          2.66926501E+01          8.09503956E+01          9.51896224E+01          9.86111389E+01          1.41918596E+01
         80.0000          2.69197115E+01          8.19106587E+01          9.59193310E+01          9.92806795E+01          1.43156126E+01
         81.0000          2.71468787E+01          8.28709029E+01          9.66497547E+01          9.99514310E+01          1.44393686E+01
         82.0000          2.73741460E+01          8.38311283E+01          9.73808597E+01          1.00623341E+02          1.45631265E+01
         83.0000          2.76015079E+01          8.47913351E+01          9.81126141E+01          1.01296359E+02          1.46868855E+01
         84.0000          2.78289591E+01          8.57515234E+01          9.88449872E+01          1.01970437E+02          1.48106445E+01
         85.0000          2.80564948E+01          8.67116933E+01          9.95779502E+01          1.02645530E+02          1.49344028E+01
         86.0000          2.82841104E+01          8.76718450E+01          1.00311475E+02          1.03321595E+02          1.50581595E+01
         87.0000          2.85118012E+01          8.86319786E+01          1.01045537E+02          1.03998591E+02          1.51819138E+01
         88.0000          2.87395632E+01          8.95920944E+01          1.01780109E+02          1.04676478E+02          1.53056650E+01
         89.0000          2.89673923E+01          9.05521923E+01          1.02515169E+02          1.05355219E+02          1.54294123E+01
         90.0000          2.91952847E+01          9.15122726E+01          1.03250693E+02          1.06034778E+02          1.55531552E+01
         91.0000          2.94232367E+01          9.24723353E+01          1.03986660E+02          1.06715122E+02          1.56768930E+01
         92.0000          2.96512449E+01          9.34323807E+01          1.04723049E+02          1.07396217E+02          1.58006251E+01
         93.0000          2.98793059E+01          9.43924088E+01          1.05459841E+02          1.08078033E+02          1.59243509E+01
         94.0000          3.01074167E+01          9.53524197E+01          1.06197017E+02          1.08760540E+02          1.60480698E+01
         95.0000          3.03355741E+01          9.63124137E+01          1.06934559E+02          1.09443709E+02          1.61717815E+01
         96.0000          3.05637754E+01          9.72723908E+01          1.07672449E+02          1.10127514E+02          1.62954853E+01
         97.0000          3.07920179E+01          9.82323511E+01          1.08410672E+02          1.10811928E+02          1.64191809E+01
         98.0000          3.10202988E+01          9.91922948E+01          1.09149211E+02          1.11496926E+02          1.65428677E+01
         99.0000          3.12486158E+01          1.00152222E+02          1.09888052E+02          1.12182485E+02          1.66665455E+01
        100.0000          3.14769665E+01          1.01112133E+02          1.10627180E+02          1.12868582E+02          1.67902137E+01
        110.0000          3.37618715E+01          1.10710363E+02          1.18031511E+02          1.19754734E+02          1.80262992E+01
        120.0000          3.60481813E+01          1.20307071E+02          1.25452563E+02          1.26675408E+02          1.92611253E+01
        130.0000          3.83347219E+01          1.29902347E+02          1.32882966E+02          1.33618613E+02          2.04945296E+01
        140.0000          4.06207232E+01          1.39496270E+02          1.40317726E+02          1.40576082E+02          2.17264272E+01
        150.0000          4.29056762E+01          1.49088909E+02          1.47753405E+02          1.47541996E+02          2.29567825E+01
        160.0000          4.51892447E+01          1.58680324E+02          1.55187609E+02          1.54512201E+02          2.41855912E+01
        170.0000          4.74712091E+01          1.68270565E+02          1.62618660E+02          1.61483692E+02          2.54128693E+01
        180.0000          4.97514300E+01          1.77859679E+02          1.70045383E+02          1.68454277E+02          2.66386453E+01
        190.0000          5.20298236E+01          1.87447707E+02          1.77466957E+02          1.75422350E+02          2.78629556E+01
        200.0000          5.43063449E+01          1.97034684E+02          1.84882819E+02          1.82386733E+02          2.90858411E+01
        210.0000          5.65809764E+01          2.06620642E+02          1.92292590E+02          1.89346559E+02          3.03073451E+01
        220.0000          5.88537198E+01          2.16205610E+02          1.99696028E+02          1.96301201E+02          3.15275115E+01
        230.0000          6.11245907E+01          2.25789615E+02          2.07092991E+02          2.03250204E+02          3.27463846E+01
        240.0000          6.33936137E+01          2.35372678E+02          2.14483412E+02          2.10193252E+02          3.39640076E+01
        250.0000          6.56608203E+01          2.44954823E+02          2.21867278E+02          2.17130126E+02          3.51804228E+01
        260.0000          6.79262462E+01          2.54536068E+02          2.29244617E+02          2.24060690E+02          3.63956708E+01
        270.0000          7.01899300E+01          2.64116431E+02          2.36615486E+02          2.30984866E+02          3.76097910E+01
        280.0000          7.24519117E+01          2.73695928E+02          2.43979967E+02          2.37902623E+02          3.88228211E+01
        287.9990          7.42600730E+01          2.81357954E+02          2.49866279E+02          2.43431517E+02          3.97923633E+01
        288.0010          7.42605250E+01          2.81359870E+02          2.49867750E+02          2.43432899E+02          3.97926056E+01
        290.0000          7.47122322E+01          2.83274574E+02          2.51338153E+02          2.44813964E+02          4.00347969E+01
        300.0000          7.69709328E+01          2.92852383E+02          2.58690152E+02          2.51718923E+02          4.12457530E+01
        310.0000          7.92280542E+01          3.02429368E+02          2.66036079E+02          2.58617551E+02          4.24557219E+01
        320.0000          8.14836368E+01          3.12005540E+02          2.73376052E+02          2.65509918E+02          4.36647350E+01
        330.0000          8.37377199E+01          3.21580911E+02          2.80710194E+02          2.72396103E+02          4.48728219E+01
        340.0000          8.59903420E+01          3.31155490E+02          2.88038628E+02          2.79276198E+02          4.60800110E+01
        350.0000          8.82415405E+01          3.40729288E+02          2.95361477E+02          2.86150297E+02          4.72863293E+01
        360.0000          9.04913517E+01          3.50302312E+02          3.02678863E+02          2.93018502E+02          4.84918023E+01
        370.0000          9.27398106E+01          3.59874572E+02          3.09990908E+02          2.99880915E+02          4.96964547E+01
        380.0000          9.49869512E+01          3.69446075E+02          3.17297731E+02          3.06737643E+02          5.09003096E+01
        390.0000          9.72328060E+01          3.79016828E+02          3.24599448E+02          3.13588790E+02          5.21033892E+01
        400.0000          9.94774066E+01          3.88586838E+02          3.31896172E+02          3.20434462E+02          5.33057149E+01
        402.9990          1.00150322E+02          3.91456740E+02          3.34083503E+02          3.22486428E+02          5.36661484E+01
        403.0010          1.00150771E+02          3.91458654E+02          3.34084961E+02          3.22487796E+02          5.36663887E+01
        410.0000          1.01720783E+02          3.98156112E+02          3.39188015E+02          3.27274766E+02          5.45073067E+01
        420.0000          1.03962966E+02          4.07724656E+02          3.46475084E+02          3.34109804E+02          5.57081840E+01
        430.0000          1.06203981E+02          4.17292475E+02          3.53757484E+02          3.40939680E+02          5.69083652E+01
        440.0000          1.08443858E+02          4.26859576E+02          3.61035317E+02          3.47764495E+02          5.81078679E+01
        450.0000          1.10682621E+02          4.36425962E+02          3.68308681E+02          3.54584347E+02          5.93067090E+01
        460.0000          1.12920296E+02          4.45991640E+02          3.75577673E+02          3.61399335E+02          6.05049047E+01
        470.0000          1.15156907E+02          4.55556613E+02          3.82842384E+02          3.68209552E+02          6.17024703E+01
        480.0000          1.17392478E+02          4.65120887E+02          3.90102905E+02          3.75015092E+02          6.28994207E+01
        490.0000          1.19627030E+02          4.74684465E+02          3.97359322E+02          3.81816044E+02          6.40957700E+01
        500.0000          1.21860585E+02          4.84247351E+02          4.04611719E+02          3.88612497E+02          6.52915318E+01
        510.0000          1.24093164E+02          4.93809549E+02          4.11860177E+02          3.95404537E+02          6.64867192E+01
        520.0000          1.26324787E+02          5.03371063E+02          4.19104776E+02          4.02192247E+02          6.76813446E+01
        530.0000          1.28555474E+02          5.12931896E+02          4.26345590E+02          4.08975708E+02          6.88754203E+01
        537.9990          1.30339138E+02          5.20579118E+02          4.32134843E+02          4.14398793E+02          6.98301733E+01
        538.0010          1.30339584E+02          5.20581030E+02          4.32136290E+02          4.14400148E+02          6.98304120E+01
        540.0000          1.30785243E+02          5.22492052E+02          4.33582694E+02          4.15754999E+02          7.00689576E+01
        550.0000          1.33014111E+02          5.32051533E+02          4.40816159E+02          4.22530196E+02          7.12619678E+01
        560.0000          1.35242097E+02          5.41610343E+02          4.48046054E+02          4.29301375E+02          7.24544615E+01
        570.0000          1.37469217E+02          5.51168484E+02          4.55272446E+02          4.36068608E+02          7.36464490E+01
        580.0000          1.39695487E+02          5.60725960E+02          4.62495399E+02          4.42831966E+02          7.48379404E+01
        590.0000          1.41920923E+02          5.70282773E+02          4.69714977E+02          4.49591516E+02          7.60289451E+01
        600.0000          1.44145539E+02          5.79838926E+02          4.76931238E+02          4.56347325E+02          7.72194724E+01
        610.0000          1.46369351E+02          5.89394421E+02          4.84144243E+02          4.63099458E+02          7.84095311E+01
        620.0000          1.48592372E+02          5.98949260E+02          4.91354049E+02          4.69847978E+02          7.95991299E+01
        630.0000          1.50814617E+02          6.08503446E+02          4.98560710E+02          4.76592946E+02          8.07882771E+01
        640.0000          1.53036097E+02          6.18056981E+02          5.05764280E+02          4.83334420E+02          8.19769806E+01
        650.0000          1.55256827E+02          6.27609866E+02          5.12964810E+02          4.90072460E+02          8.31652483E+01
        660.0000          1.57476818E+02          6.37162105E+02          5.20162352E+02          4.96807120E+02          8.43530876E+01
        670.0000          1.59696083E+02          6.46713699E+02          5.27356953E+02          5.03538455E+02          8.55405056E+01
        680.0000          1.61914632E+02          6.56264650E+02          5.34548662E+02          5.10266518E+02          8.67275096E+01
        690.0000          1.64132477E+02          6.65814960E+02          5.41737524E+02          5.16991362E+02          8.79141061E+01
        700.0000          1.66349630E+02          6.75364630E+02          5.48923585E+02          5.23713035E+02          8.91003018E+01
        710.0000          1.68566100E+02          6.84913662E+02          5.56106886E+02          5.30431587E+02          9.02861031E+01
        720.0000          1.70781898E+02          6.94462058E+02          5.63287471E+02          5.37147065E+02          9.14715161E+01
        730.0000          1.72997034E+02          7.04009820E+02          5.70465380E+02          5.43859515E+02          9.26565467E+01
        740.0000          1.75211517E+02          7.13556948E+02          5.77640653E+02          5.50568983E+02          9.38412009E+01
        750.0000          1.77425358E+02          7.23103445E+02          5.84813329E+02          5.57275512E+02          9.50254841E+01
        760.0000          1.79638564E+02          7.32649312E+02          5.91983446E+02          5.63979145E+02          9.62094019E+01
        770.0000          1.81851145E+02          7.42194551E+02          5.99151039E+02          5.70679923E+02          9.73929595E+01
        780.0000          1.84063109E+02          7.51739162E+02          6.06316145E+02          5.77377887E+02          9.85761621E+01
        790.0000          1.86274466E+02          7.61283147E+02          6.13478799E+02          5.84073076E+02          9.97590147E+01
        800.0000          1.88485222E+02          7.70826507E+02          6.20639034E+02          5.90765529E+02          1.00941522E+02
        810.0000          1.90695386E+02          7.80369244E+02          6.27796882E+02          5.97455283E+02          1.02123689E+02
        820.0000          1.92904966E+02          7.89911358E+02          6.34952376E+02          6.04142374E+02          1.03305520E+02
        830.0000          1.95113968E+02          7.99452852E+02          6.42105548E+02          6.10826839E+02          1.04487020E+02
        840.0000          1.97322401E+02          8.08993726E+02          6.49256426E+02          6.17508712E+02          1.05668193E+02
        850.0000          1.99530272E+02          8.18533980E+02          6.56405042E+02          6.24188027E+02          1.06849043E+02
        860.0000          2.01737587E+02          8.28073617E+02          6.63551424E+02          6.30864816E+02          1.08029574E+02
        870.0000          2.03944353E+02          8.37612638E+02          6.70695599E+02          6.37539113E+02          1.09209791E+02
        880.0000          2.06150576E+02          8.47151042E+02          6.77837596E+02          6.44210949E+02          1.10389697E+02
        890.0000          2.08356264E+02          8.56688832E+02          6.84977441E+02          6.50880354E+02          1.11569296E+02
        900.0000          2.10561422E+02          8.66226008E+02          6.92115161E+02          6.57547359E+02          1.12748591E+02
        910.0000          2.12766057E+02          8.75762571E+02          6.99250780E+02          6.64211992E+02          1.13927587E+02
        920.0000          2.14970174E+02          8.85298523E+02          7.06384324E+02          6.70874283E+02          1.15106287E+02
        930.0000          2.17173780E+02          8.94833863E+02          7.13515817E+02          6.77534260E+02          1.16284694E+02
        940.0000          2.19376879E+02          9.04368594E+02          7.20645283E+02          6.84191950E+02          1.17462812E+02
        950.0000          2.21579477E+02          9.13902715E+02          7.27772744E+02          6.90847379E+02          1.18640643E+02
        960.0000          2.23781581E+02          9.23436227E+02          7.34898224E+02          6.97500574E+02          1.19818192E+02
        970.0000          2.25983194E+02          9.32969132E+02          7.42021745E+02          7.04151561E+02          1.20995461E+02
        980.0000          2.28184323E+02          9.42501431E+02          7.49143328E+02          7.10800364E+02          1.22172453E+02
        990.0000          2.30384972E+02          9.52033123E+02          7.56262994E+02          7.17447007E+02          1.23349172E+02
       1000.0000          2.32585146E+02          9.61564210E+02          7.63380765E+02          7.24091516E+02          1.24525619E+02
       1100.0000          2.54561779E+02          1.05684194E+03          8.34458429E+02          7.90424080E+02          1.36275792E+02
       1200.0000          2.76495609E+02          1.15205986E+03          9.05366222E+02          8.56566036E+02          1.48001634E+02
       1300.0000          2.98390116E+02          1.24721849E+03          9.76118855E+02          9.22534545E+02          1.59705191E+02
       1400.0000          3.20248166E+02          1.34231829E+03          1.04672849E+03          9.88343840E+02          1.71388142E+02
       1500.0000          3.42072155E+02          1.43735963E+03          1.11720530E+03          1.05400587E+03          1.83051888E+02
       1600.0000          3.63864108E+02          1.53234282E+03          1.18755793E+03          1.11953079E+03          1.94697614E+02
       1700.0000          3.85625759E+02          1.62726814E+03          1.25779375E+03          1.18492729E+03          2.06326329E+02
       1800.0000          4.07358599E+02          1.72213583E+03          1.32791915E+03          1.25020291E+03          2.17938905E+02
       1900.0000          4.29063930E+02          1.81694612E+03          1.39793968E+03          1.31536421E+03          2.29536098E+02
       2000.0000          4.50742890E+02          1.91169920E+03          1.46786022E+03          1.38041694E+03          2.41118571E+02
       2100.0000          4.72396483E+02          2.00639524E+03          1.53768507E+03          1.44536622E+03          2.52686910E+02
       2200.0000          4.94025604E+02          2.10103440E+03          1.60741804E+03          1.51021655E+03          2.64241632E+02
       2300.0000          5.15631048E+02          2.19561684E+03          1.67706256E+03          1.57497199E+03          2.75783201E+02
       2400.0000          5.37213530E+02          2.29014268E+03          1.74662169E+03          1.63963618E+03          2.87312032E+02
       2500.0000          5.58773696E+02          2.38461206E+03          1.81609819E+03          1.70421238E+03          2.98828498E+02
       2600.0000          5.80312128E+02          2.47902508E+03          1.88549456E+03          1.76870358E+03          3.10332940E+02
       2700.0000          6.01829357E+02          2.57338187E+03          1.95481309E+03          1.83311246E+03          3.21825663E+02
       2800.0000          6.23325868E+02          2.66768253E+03          2.02405584E+03          1.89744151E+03          3.33306950E+02
       2900.0000          6.44802104E+02          2.76192716E+03          2.09322473E+03          1.96169296E+03          3.44777056E+02
       3000.0000          6.66258472E+02          2.85611584E+03          2.16232148E+03          2.02586891E+03          3.56236219E+02
       3100.0000          6.87695347E+02          2.95024868E+03          2.23134772E+03          2.08997125E+03          3.67684655E+02
       3200.0000          7.09113076E+02          3.04432576E+03          2.30030493E+03          2.15400175E+03          3.79122564E+02
       3300.0000          7.30511981E+02          3.13834716E+03          2.36919448E+03          2.21796204E+03          3.90550134E+02
       3400.0000          7.51892359E+02          3.23231296E+03          2.43801765E+03          2.28185365E+03          4.01967536E+02
       3500.0000          7.73254488E+02          3.32622324E+03          2.50677564E+03          2.34567799E+03          4.13374931E+02
       3600.0000          7.94598627E+02          3.42007808E+03          2.57546954E+03          2.40943636E+03          4.24772469E+02
       3700.0000          8.15925019E+02          3.51387754E+03          2.64410040E+03          2.47313000E+03          4.36160290E+02
       3800.0000          8.37233891E+02          3.60762169E+03          2.71266919E+03          2.53676006E+03          4.47538524E+02
       3900.0000          8.58525454E+02          3.70131062E+03          2.78117682E+03          2.60032762E+03          4.58907296E+02
       4000.0000          8.79799911E+02          3.79494437E+03          2.84962413E+03          2.66383370E+03          4.70266721E+02
       4100.0000          9.01057448E+02          3.88852302E+03          2.91801195E+03          2.72727925E+03          4.81616907E+02
       4200.0000          9.22298245E+02          3.98204664E+03          2.98634102E+03          2.79066516E+03          4.92957957E+02
       4300.0000          9.43522470E+02          4.07551527E+03          3.05461207E+03          2.85399230E+03          5.04289969E+02
       4400.0000          9.64730281E+02          4.16892900E+03          3.12282577E+03          2.91726145E+03          5.15613035E+02
       4500.0000          9.85921830E+02          4.26228787E+03          3.19098276E+03          2.98047339E+03          5.26927240E+02
       4600.0000          1.00709726E+03          4.35559194E+03          3.25908366E+03          3.04362884E+03          5.38232668E+02
       4700.0000          1.02825671E+03          4.44884128E+03          3.32712904E+03          3.10672846E+03          5.49529398E+02
       4800.0000          1.04940030E+03          4.54203594E+03          3.39511945E+03          3.16977293E+03          5.60817503E+02
       4900.0000          1.07052816E+03          4.63517597E+03          3.46305542E+03          3.23276285E+03          5.72097055E+02
       5000.0000          1.09164041E+03          4.72826144E+03          3.53093744E+03          3.29569882E+03          5.83368121E+02
       5100.0000          1.11273716E+03          4.82129240E+03          3.59876600E+03          3.35858139E+03          5.94630767E+02
       5200.0000          1.13381852E+03          4.91426890E+03          3.66654154E+03          3.42141110E+03          6.05885054E+02
       5300.0000          1.15488458E+03          5.00719100E+03          3.73426450E+03          3.48418847E+03          6.17131041E+02
       5400.0000          1.17593546E+03          5.10005874E+03          3.80193529E+03          3.54691398E+03          6.28368784E+02
       5500.0000          1.19697123E+03          5.19287219E+03          3.86955432E+03          3.60958810E+03          6.39598338E+02
       5600.0000          1.21799200E+03          5.28563139E+03          3.93712197E+03          3.67221129E+03          6.50819755E+02
       5700.0000          1.23899785E+03          5.37833640E+03          4.00463860E+03          3.73478397E+03          6.62033086E+02
       5800.0000          1.25998887E+03          5.47098727E+03          4.07210456E+03          3.79730656E+03          6.73238377E+02
       5900.0000          1.28096513E+03          5.56358404E+03          4.13952019E+03          3.85977945E+03          6.84435675E+02
       6000.0000          1.30192671E+03          5.65612677E+03          4.20688583E+03          3.92220303E+03          6.95625025E+02
       6100.0000          1.32287368E+03          5.74861551E+03          4.27420177E+03          3.98457766E+03          7.06806469E+02
       6200.0000          1.34380613E+03          5.84105031E+03          4.34146833E+03          4.04690369E+03          7.17980049E+02
       6300.0000          1.36472411E+03          5.93343121E+03          4.40868580E+03          4.10918148E+03          7.29145805E+02
       6400.0000          1.38562770E+03          6.02575827E+03          4.47585445E+03          4.17141134E+03          7.40303775E+02
       6500.0000          1.40651696E+03          6.11803153E+03          4.54297456E+03          4.23359360E+03          7.51453996E+02
       6600.0000          1.42739196E+03          6.21025105E+03          4.61004638E+03          4.29572855E+03          7.62596505E+02
       6700.0000          1.44825274E+03          6.30241686E+03          4.67707019E+03          4.35781650E+03          7.73731336E+02
       6800.0000          1.46909938E+03          6.39452902E+03          4.74404621E+03          4.41985773E+03          7.84858523E+02
       6900.0000          1.48993194E+03          6.48658757E+03          4.81097468E+03          4.48185252E+03          7.95978098E+02
       7000.0000          1.51075045E+03          6.57859257E+03          4.87785584E+03          4.54380114E+03          8.07090094E+02
       7100.0000          1.53155499E+03          6.67054406E+03          4.94468991E+03          4.60570384E+03          8.18194541E+02
       7200.0000          1.55234560E+03          6.76244207E+03          5.01147711E+03          4.66756088E+03          8.29291469E+02
       7300.0000          1.57312233E+03          6.85428667E+03          5.07821764E+03          4.72937249E+03          8.40380907E+02
       7400.0000          1.59388523E+03          6.94607790E+03          5.14491171E+03          4.79113892E+03          8.51462883E+02
       7500.0000          1.61463436E+03          7.03781580E+03          5.21155951E+03          4.85286040E+03          8.62537424E+02
       7600.0000          1.63536975E+03          7.12950042E+03          5.27816124E+03          4.91453714E+03          8.73604557E+02
       7700.0000          1.65609145E+03          7.22113181E+03          5.34471709E+03          4.97616937E+03          8.84664308E+02
