#Energy      Al   Cu  Total
         99.0000          7.16065820E+00          1.98235535E+01          5.26047203E+00
        100.0000          7.18129416E+00          1.97276034E+01          5.26479105E+00
        110.0000          7.39644631E+00          1.88828969E+01          5.31468126E+00
        120.0000          7.62455366E+00          1.82102702E+01          5.37434213E+00
        120.9990          7.64791742E+00          1.81508807E+01          5.38073270E+00
        121.0010          7.64796429E+00          1.81507631E+01          5.38074556E+00
        126.9990          7.79011114E+00          1.78200006E+01          5.42050682E+00
        127.0010          7.79015904E+00          1.78198973E+01          5.42052045E+00
        130.0000          7.86232984E+00          1.76698224E+01          5.44121665E+00
        140.0000          8.10744211E+00          1.72330202E+01          5.51354241E+00
        150.0000          8.35819378E+00          1.68789231E+01          5.59007239E+00
        160.0000          8.61332504E+00          1.65918187E+01          5.66990329E+00
        170.0000          8.87188384E+00          1.63596895E+01          5.75236681E+00
        180.0000          9.13313966E+00          1.61731903E+01          5.83695881E+00
        190.0000          9.39652452E+00          1.60249458E+01          5.92329218E+00
        200.0000          9.66159171E+00          1.59090599E+01          6.01106470E+00
        210.0000          9.92798631E+00          1.58207637E+01          6.10003690E+00
        220.0000          1.01954238E+01          1.57561595E+01          6.19001631E+00
        230.0000          1.04636745E+01          1.57120320E+01          6.28084626E+00
        240.0000          1.07325513E+01          1.56857058E+01          6.37239773E+00
        250.0000          1.10019012E+01          1.56749373E+01          6.46456333E+00
        260.0000          1.12715985E+01          1.56778320E+01          6.55725278E+00
        270.0000          1.15415392E+01          1.56927792E+01          6.65038955E+00
        280.0000          1.18116369E+01          1.57184017E+01          6.74390823E+00
        290.0000          1.20818199E+01          1.57535150E+01          6.83775251E+00
        300.0000          1.23520283E+01          1.57970953E+01          6.93187363E+00
        310.0000          1.26222118E+01          1.58482534E+01          7.02622910E+00
        320.0000          1.28923285E+01          1.59062137E+01          7.12078170E+00
        330.0000          1.31623433E+01          1.59702965E+01          7.21549872E+00
        340.0000          1.34322266E+01          1.60399043E+01          7.31035126E+00
        350.0000          1.37019537E+01          1.61145095E+01          7.40531369E+00
        360.0000          1.39715039E+01          1.61936450E+01          7.50036324E+00
        370.0000          1.42408598E+01          1.62768956E+01          7.59547960E+00
        380.0000          1.45100071E+01          1.63638914E+01          7.69064460E+00
        390.0000          1.47789339E+01          1.64543017E+01          7.78584199E+00
        400.0000          1.50476303E+01          1.65478301E+01          7.88105717E+00
        410.0000          1.53160882E+01          1.66442104E+01          7.97627701E+00
        420.0000          1.55843013E+01          1.67432027E+01          8.07148969E+00
        430.0000          1.58522642E+01          1.68445906E+01          8.16668457E+00
        440.0000          1.61199729E+01          1.69481781E+01          8.26185205E+00
        450.0000          1.63874243E+01          1.70537877E+01          8.35698343E+00
        460.0000          1.66546162E+01          1.71612580E+01          8.45207090E+00
        470.0000          1.69215472E+01          1.72704424E+01          8.54710735E+00
        480.0000          1.71882161E+01          1.73812068E+01          8.64208638E+00
        490.0000          1.74546228E+01          1.74934291E+01          8.73700222E+00
        500.0000          1.77207673E+01          1.76069975E+01          8.83184961E+00
        510.0000          1.79866500E+01          1.77218095E+01          8.92662382E+00
        520.0000          1.82522719E+01          1.78377711E+01          9.02132060E+00
        530.0000          1.85176340E+01          1.79547959E+01          9.11593606E+00
        540.0000          1.87827377E+01          1.80728045E+01          9.21046675E+00
        550.0000          1.90475846E+01          1.81917236E+01          9.30490953E+00
        560.0000          1.93121764E+01          1.83114856E+01          9.39926157E+00
        570.0000          1.95765151E+01          1.84320283E+01          9.49352035E+00
        580.0000          1.98406026E+01          1.85532939E+01          9.58768361E+00
        590.0000          2.01044413E+01          1.86752291E+01          9.68174931E+00
        600.0000          2.03680332E+01          1.87977843E+01          9.77571565E+00
        610.0000          2.06313808E+01          1.89209137E+01          9.86958104E+00
        620.0000          2.08944863E+01          1.90445747E+01          9.96334405E+00
        630.0000          2.11573522E+01          1.91687277E+01          1.00570034E+01
        640.0000          2.14199810E+01          1.92933359E+01          1.01505581E+01
        650.0000          2.16823752E+01          1.94183650E+01          1.02440071E+01
        660.0000          2.19445372E+01          1.95437830E+01          1.03373497E+01
        670.0000          2.22064695E+01          1.96695602E+01          1.04305850E+01
        680.0000          2.24681747E+01          1.97956688E+01          1.05237127E+01
        690.0000          2.27296553E+01          1.99220829E+01          1.06167321E+01
        700.0000          2.29909137E+01          2.00487781E+01          1.07096428E+01
        710.0000          2.32519525E+01          2.01757319E+01          1.08024447E+01
        720.0000          2.35127742E+01          2.03029229E+01          1.08951375E+01
        730.0000          2.37733813E+01          2.04303314E+01          1.09877209E+01
        740.0000          2.40337761E+01          2.05579388E+01          1.10801950E+01
        750.0000          2.42939611E+01          2.06857275E+01          1.11725598E+01
        760.0000          2.45539387E+01          2.08136813E+01          1.12648152E+01
        770.0000          2.48137113E+01          2.09417847E+01          1.13569614E+01
        780.0000          2.50732812E+01          2.10700235E+01          1.14489984E+01
        790.0000          2.53326507E+01          2.11983840E+01          1.15409266E+01
        800.0000          2.55918222E+01          2.13268535E+01          1.16327461E+01
        810.0000          2.58507979E+01          2.14554201E+01          1.17244572E+01
        820.0000          2.61095800E+01          2.15840725E+01          1.18160602E+01
        830.0000          2.63681708E+01          2.17128002E+01          1.19075554E+01
        840.0000          2.66265724E+01          2.18415932E+01          1.19989431E+01
        850.0000          2.68847869E+01          2.19704422E+01          1.20902239E+01
        860.0000          2.71428165E+01          2.20993383E+01          1.21813980E+01
        870.0000          2.74006632E+01          2.22282732E+01          1.22724659E+01
        880.0000          2.76583291E+01          2.23572391E+01          1.23634280E+01
        890.0000          2.79158161E+01          2.24862286E+01          1.24542849E+01
        900.0000          2.81731264E+01          2.26152348E+01          1.25450370E+01
        910.0000          2.84302617E+01          2.27442511E+01          1.26356847E+01
        920.0000          2.86872241E+01          2.28732712E+01          1.27262287E+01
        930.0000          2.89440154E+01          2.30022895E+01          1.28166695E+01
        937.9990          2.91493009E+01          2.31054861E+01          1.28889391E+01
        938.0010          2.91493522E+01          2.31055119E+01          1.28889572E+01
        940.0000          2.92006375E+01          2.31313003E+01          1.29070075E+01
        950.0000          2.94570923E+01          2.32602985E+01          1.29972434E+01
        957.9990          2.96621111E+01          2.33634718E+01          1.30693499E+01
        958.0010          2.96621624E+01          2.33634976E+01          1.30693679E+01
        960.0000          2.97133814E+01          2.33892792E+01          1.30873777E+01
        970.0000          2.99695067E+01          2.35182377E+01          1.31774108E+01
        980.0000          3.02254700E+01          2.36471698E+01          1.32673436E+01
        990.0000          3.04812729E+01          2.37760712E+01          1.33571764E+01
       1000.0000          3.07369171E+01          2.39049380E+01          1.34469098E+01
       1100.0000          3.32849836E+01          2.51909953E+01          1.43389111E+01
       1102.9990          3.33611738E+01          2.52294750E+01          1.43655159E+01
       1103.0010          3.33612246E+01          2.52295006E+01          1.43655337E+01
       1200.0000          3.58188446E+01          2.64706319E+01          1.52216314E+01
       1300.0000          3.83397901E+01          2.77423237E+01          1.60956544E+01
       1400.0000          4.08489210E+01          2.90052820E+01          1.69615345E+01
       1500.0000          4.33471824E+01          3.02591600E+01          1.78197868E+01
       1563.9990          4.49407223E+01          3.10568203E+01          1.83652772E+01
       1564.0010          4.49407721E+01          3.10568452E+01          1.83652942E+01
       1600.0000          4.58353910E+01          3.15038794E+01          1.86708851E+01
       1700.0000          4.83142572E+01          3.27395257E+01          1.95152627E+01
       1800.0000          5.07844028E+01          3.39662829E+01          2.03533149E+01
       1900.0000          5.32463751E+01          3.51843925E+01          2.11854020E+01
       2000.0000          5.57006589E+01          3.63941274E+01          2.20118527E+01
       2100.0000          5.81476854E+01          3.75957751E+01          2.28329673E+01
       2200.0000          6.05878406E+01          3.87896270E+01          2.36490202E+01
       2300.0000          6.30214709E+01          3.99759717E+01          2.44602630E+01
       2400.0000          6.54488891E+01          4.11550905E+01          2.52669268E+01
       2500.0000          6.78703783E+01          4.23272549E+01          2.60692242E+01
       2600.0000          7.02861960E+01          4.34927252E+01          2.68673510E+01
       2700.0000          7.26965771E+01          4.46517499E+01          2.76614883E+01
       2800.0000          7.51017363E+01          4.58045652E+01          2.84518039E+01
       2900.0000          7.75018710E+01          4.69513955E+01          2.92384531E+01
       3000.0000          7.98971626E+01          4.80924533E+01          3.00215805E+01
       3100.0000          8.22877787E+01          4.92279400E+01          3.08013207E+01
       3200.0000          8.46738742E+01          5.03580462E+01          3.15777992E+01
       3300.0000          8.70555929E+01          5.14829523E+01          3.23511333E+01
       3400.0000          8.94330683E+01          5.26028291E+01          3.31214326E+01
       3500.0000          9.18064248E+01          5.37178384E+01          3.38888003E+01
       3600.0000          9.41757785E+01          5.48281333E+01          3.46533327E+01
       3700.0000          9.65412379E+01          5.59338591E+01          3.54151209E+01
       3800.0000          9.89029047E+01          5.70351536E+01          3.61742504E+01
       3900.0000          1.01260874E+02          5.81321474E+01          3.69308017E+01
       4000.0000          1.03615236E+02          5.92249648E+01          3.76848510E+01
       4100.0000          1.05966075E+02          6.03137235E+01          3.84364704E+01
       4200.0000          1.08313470E+02          6.13985359E+01          3.91857279E+01
       4300.0000          1.10657497E+02          6.24795086E+01          3.99326880E+01
       4400.0000          1.12998225E+02          6.35567434E+01          4.06774120E+01
       4500.0000          1.15335723E+02          6.46303370E+01          4.14199581E+01
       4600.0000          1.17670054E+02          6.57003821E+01          4.21603814E+01
       4700.0000          1.20001279E+02          6.67669666E+01          4.28987346E+01
       4800.0000          1.22329454E+02          6.78301750E+01          4.36350677E+01
       4900.0000          1.24654635E+02          6.88900877E+01          4.43694285E+01
       5000.0000          1.26976873E+02          6.99467817E+01          4.51018626E+01
       5100.0000          1.29296217E+02          7.10003308E+01          4.58324134E+01
       5200.0000          1.31612715E+02          7.20508055E+01          4.65611225E+01
       5300.0000          1.33926412E+02          7.30982735E+01          4.72880298E+01
       5400.0000          1.36237351E+02          7.41427996E+01          4.80131732E+01
       5500.0000          1.38545573E+02          7.51844462E+01          4.87365893E+01
       5600.0000          1.40851116E+02          7.62232731E+01          4.94583130E+01
       5700.0000          1.43154020E+02          7.72593376E+01          5.01783780E+01
       5800.0000          1.45454320E+02          7.82926950E+01          5.08968163E+01
       5900.0000          1.47752051E+02          7.93233983E+01          5.16136589E+01
       6000.0000          1.50047246E+02          8.03514987E+01          5.23289357E+01
       6100.0000          1.52339937E+02          8.13770455E+01          5.30426752E+01
       6200.0000          1.54630155E+02          8.24000859E+01          5.37549049E+01
       6300.0000          1.56917930E+02          8.34206658E+01          5.44656514E+01
       6400.0000          1.59203289E+02          8.44388292E+01          5.51749403E+01
       6500.0000          1.61486261E+02          8.54546186E+01          5.58827962E+01
       6600.0000          1.63766872E+02          8.64680751E+01          5.65892428E+01
       6700.0000          1.66045147E+02          8.74792384E+01          5.72943032E+01
       6800.0000          1.68321111E+02          8.84881468E+01          5.79979994E+01
       6900.0000          1.70594788E+02          8.94948373E+01          5.87003529E+01
       7000.0000          1.72866201E+02          9.04993457E+01          5.94013844E+01
       7100.0000          1.75135372E+02          9.15017067E+01          6.01011139E+01
       7200.0000          1.77402322E+02          9.25019540E+01          6.07995608E+01
       7300.0000          1.79667073E+02          9.35001199E+01          6.14967438E+01
       7400.0000          1.81929644E+02          9.44962360E+01          6.21926810E+01
       7500.0000          1.84190055E+02          9.54903327E+01          6.28873901E+01
       7600.0000          1.86448325E+02          9.64824397E+01          6.35808880E+01
       7700.0000          1.88704472E+02          9.74725856E+01          6.42731914E+01
       7800.0000          1.90958514E+02          9.84607983E+01          6.49643162E+01
       7900.0000          1.93210468E+02          9.94471048E+01          6.56542780E+01
       8000.0000          1.95460351E+02          1.00431531E+02          6.63430919E+01
       8100.0000          1.97708179E+02          1.01414103E+02          6.70307726E+01
       8200.0000          1.99953967E+02          1.02394846E+02          6.77173343E+01
       8300.0000          2.02197733E+02          1.03373782E+02          6.84027908E+01
       8400.0000          2.04439489E+02          1.04350937E+02          6.90871556E+01
       8500.0000          2.06679251E+02          1.05326332E+02          6.97704417E+01
       8600.0000          2.08917033E+02          1.06299989E+02          7.04526620E+01
       8700.0000          2.11152848E+02          1.07271931E+02          7.11338288E+01
       8800.0000          2.13386711E+02          1.08242178E+02          7.18139541E+01
       8900.0000          2.15618633E+02          1.09210750E+02          7.24930497E+01
       8985.9990          2.17536522E+02          1.10042388E+02          7.30762503E+01
       8986.0010          2.17536567E+02          1.10042408E+02          7.30762639E+01
       9000.0000          2.17848628E+02          1.10177668E+02          7.31711270E+01
       9100.0000          2.20076708E+02          1.11142950E+02          7.38481972E+01
       9200.0000          2.22302886E+02          1.12106617E+02          7.45242711E+01
       9300.0000          2.24527172E+02          1.13068685E+02          7.51993592E+01
       9400.0000          2.26749579E+02          1.14029174E+02          7.58734720E+01
       9500.0000          2.28970118E+02          1.14988100E+02          7.65466194E+01
       9600.0000          2.31188799E+02          1.15945481E+02          7.72188113E+01
       9700.0000          2.33405633E+02          1.16901333E+02          7.78900572E+01
       9800.0000          2.35620632E+02          1.17855673E+02          7.85603666E+01
       9900.0000          2.37833804E+02          1.18808516E+02          7.92297485E+01
      10000.0000          2.40045160E+02          1.19759878E+02          7.98982119E+01
      11000.0000          2.62060890E+02          1.29195219E+02          8.65341483E+01
      12000.0000          2.83904554E+02          1.38497183E+02          9.30866933E+01
      13000.0000          3.05583306E+02          1.47676673E+02          9.95621235E+01
      14000.0000          3.27103127E+02          1.56742667E+02          1.05965614E+02
      15000.0000          3.48469111E+02          1.65702667E+02          1.12301498E+02
      16000.0000          3.69685665E+02          1.74563033E+02          1.18573460E+02
      17000.0000          3.90756650E+02          1.83329220E+02          1.24784663E+02
      18000.0000          4.11685495E+02          1.92005954E+02          1.30937860E+02
      19000.0000          4.32475274E+02          2.00597371E+02          1.37035463E+02
      20000.0000          4.53128769E+02          2.09107119E+02          1.43079608E+02
      21000.0000          4.73648520E+02          2.17538442E+02          1.49072200E+02
      22000.0000          4.94036862E+02          2.25894242E+02          1.55014948E+02
      23000.0000          5.14295956E+02          2.34177135E+02          1.60909397E+02
      24000.0000          5.34427815E+02          2.42389490E+02          1.66756951E+02
      25000.0000          5.54434324E+02          2.50533463E+02          1.72558894E+02
      26000.0000          5.74317255E+02          2.58611030E+02          1.78316404E+02
      27000.0000          5.94078282E+02          2.66624005E+02          1.84030568E+02
      28000.0000          6.13718994E+02          2.74574063E+02          1.89702392E+02
      29000.0000          6.33240901E+02          2.82462757E+02          1.95332812E+02
      30000.0000          6.52645448E+02          2.90291530E+02          2.00922702E+02
      31000.0000          6.71934015E+02          2.98061730E+02          2.06472880E+02
      32000.0000          6.91107931E+02          3.05774617E+02          2.11984113E+02
      33000.0000          7.10168472E+02          3.13431374E+02          2.17457125E+02
      34000.0000          7.29116869E+02          3.21033116E+02          2.22892600E+02
      35000.0000          7.47954314E+02          3.28580893E+02          2.28291184E+02
      36000.0000          7.66681957E+02          3.36075701E+02          2.33653491E+02
      37000.0000          7.85300918E+02          3.43518483E+02          2.38980106E+02
      38000.0000          8.03812281E+02          3.50910133E+02          2.44271585E+02
      39000.0000          8.22217101E+02          3.58251505E+02          2.49528460E+02
      40000.0000          8.40516407E+02          3.65543413E+02          2.54751241E+02
      41000.0000          8.58711201E+02          3.72786633E+02          2.59940414E+02
      42000.0000          8.76802461E+02          3.79981910E+02          2.65096449E+02
      43000.0000          8.94791142E+02          3.87129956E+02          2.70219794E+02
      44000.0000          9.12678179E+02          3.94231457E+02          2.75310885E+02
      45000.0000          9.30464486E+02          4.01287071E+02          2.80370138E+02
      46000.0000          9.48150959E+02          4.08297431E+02          2.85397958E+02
      47000.0000          9.65738475E+02          4.15263149E+02          2.90394735E+02
      48000.0000          9.83227896E+02          4.22184814E+02          2.95360846E+02
      49000.0000          1.00062007E+03          4.29062996E+02          3.00296656E+02
      50000.0000          1.01791582E+03          4.35898245E+02          3.05202522E+02
